scene_id,scene_label,truth,model,temperature,run,quality_score,s1_scene,s2_proximity,s3_risk,s4_length,s5_pilot_action,detected_risk,word_count,latency_ms,input_tokens,output_tokens,cost_usd,error
3,object_table,safe,gpt4o_mini,0.8,3,5,1,1,1,1,1,safe,51,2810.5,2993,69,0.00049,
3,object_table,safe,gpt4o_mini,1.0,3,5,1,1,1,1,1,safe,50,2454.3,2993,67,0.000489,
3,object_table,safe,gemini,0.0,3,4,1,1,0,1,1,caution,49,3355.2,415,66,5.1e-05,
3,object_table,safe,gemini,0.2,3,4,1,1,0,1,1,caution,42,2393.5,415,57,4.8e-05,
3,object_table,safe,gemini,0.5,3,4,1,1,0,1,1,caution,49,2349.0,415,64,5e-05,
3,object_table,safe,gemini,0.8,3,4,1,1,0,1,1,caution,48,2249.5,415,65,5.1e-05,
3,object_table,safe,gemini,1.0,3,4,1,1,0,1,1,caution,58,2593.9,415,77,5.4e-05,
3,object_table,safe,claude,0.0,4,4,1,1,0,1,1,caution,112,9694.7,297,169,0.003426,
3,object_table,safe,claude,0.2,4,4,1,1,0,1,1,caution,115,6143.4,297,158,0.003261,
3,object_table,safe,claude,0.5,4,4,1,1,0,1,1,caution,115,6858.7,297,157,0.003246,
3,object_table,safe,claude,0.8,4,4,1,1,0,1,1,hazard,119,7065.1,297,169,0.003426,
3,object_table,safe,claude,1.0,4,4,1,1,0,1,1,caution,100,7393.5,297,138,0.002961,
3,object_table,safe,gpt4o,0.0,4,5,1,1,1,1,1,safe,44,4076.4,226,59,0.002015,
3,object_table,safe,gpt4o,0.2,4,5,1,1,1,1,1,safe,44,3181.1,226,60,0.00203,
3,object_table,safe,gpt4o,0.5,4,5,1,1,1,1,1,safe,49,3774.7,226,66,0.00212,
3,object_table,safe,gpt4o,0.8,4,5,1,1,1,1,1,safe,44,2489.7,226,60,0.00203,
3,object_table,safe,gpt4o,1.0,4,5,1,1,1,1,1,safe,51,2941.6,226,67,0.002135,
3,object_table,safe,gpt4o_mini,0.0,4,5,1,1,1,1,1,safe,54,2657.8,2993,69,0.00049,
3,object_table,safe,gpt4o_mini,0.2,4,5,1,1,1,1,1,safe,54,3174.6,2993,69,0.00049,
3,object_table,safe,gpt4o_mini,0.5,4,5,1,1,1,1,1,safe,56,2441.2,2993,71,0.000492,
3,object_table,safe,gpt4o_mini,0.8,4,5,1,1,1,1,1,safe,60,2411.9,2993,75,0.000494,
3,object_table,safe,gpt4o_mini,1.0,4,5,1,1,1,1,1,safe,47,2909.3,2993,66,0.000489,
3,object_table,safe,gemini,0.0,4,4,1,1,0,1,1,caution,49,2486.2,415,66,5.1e-05,
3,object_table,safe,gemini,0.2,4,4,1,1,0,1,1,caution,48,1944.5,415,65,5.1e-05,
3,object_table,safe,gemini,0.5,4,4,1,1,0,1,1,caution,57,2251.0,415,74,5.3e-05,
3,object_table,safe,gemini,0.8,4,4,1,1,0,1,1,caution,59,2593.6,415,78,5.5e-05,
3,object_table,safe,gemini,1.0,4,4,1,1,0,1,1,caution,53,3142.3,415,72,5.3e-05,
3,object_table,safe,claude,0.0,5,4,1,1,0,1,1,caution,113,6453.2,297,157,0.003246,
3,object_table,safe,claude,0.2,5,4,1,1,0,1,1,caution,112,6461.7,297,158,0.003261,
3,object_table,safe,claude,0.5,5,4,1,1,0,1,1,caution,126,6948.8,297,174,0.003501,
3,object_table,safe,claude,0.8,5,4,1,1,0,1,1,caution,109,6044.0,297,161,0.003306,
3,object_table,safe,claude,1.0,5,4,1,1,0,1,1,caution,113,7254.4,297,165,0.003366,
3,object_table,safe,gpt4o,0.0,5,5,1,1,1,1,1,safe,44,2772.8,226,59,0.002015,
3,object_table,safe,gpt4o,0.2,5,5,1,1,1,1,1,safe,45,2783.6,226,60,0.00203,
3,object_table,safe,gpt4o,0.5,5,5,1,1,1,1,1,safe,44,3887.3,226,59,0.002015,
3,object_table,safe,gpt4o,0.8,5,5,1,1,1,1,1,safe,41,3779.3,226,56,0.00197,
3,object_table,safe,gpt4o,1.0,5,5,1,1,1,1,1,safe,53,3274.8,226,66,0.00212,
3,object_table,safe,gpt4o_mini,0.0,5,5,1,1,1,1,1,safe,53,3088.8,2993,70,0.000491,
3,object_table,safe,gpt4o_mini,0.2,5,5,1,1,1,1,1,safe,60,2745.0,2993,75,0.000494,
3,object_table,safe,gpt4o_mini,0.5,5,5,1,1,1,1,1,safe,55,3074.1,2993,70,0.000491,
3,object_table,safe,gpt4o_mini,0.8,5,5,1,1,1,1,1,safe,68,2763.7,2993,87,0.000501,
3,object_table,safe,gpt4o_mini,1.0,5,5,1,1,1,1,1,safe,49,2048.8,2993,64,0.000487,
3,object_table,safe,gemini,0.0,5,4,1,1,0,1,1,caution,49,2539.7,415,66,5.1e-05,
3,object_table,safe,gemini,0.2,5,4,1,1,0,1,1,caution,49,2884.0,415,65,5.1e-05,
3,object_table,safe,gemini,0.5,5,4,1,1,0,1,1,hazard,48,3385.5,415,64,5e-05,
3,object_table,safe,gemini,0.8,5,4,1,1,0,1,1,caution,81,2351.7,415,102,6.2e-05,
3,object_table,safe,gemini,1.0,5,4,1,1,0,1,1,caution,54,2253.0,415,71,5.2e-05,
4,dim_light,caution,claude,0.0,1,5,1,1,1,1,1,caution,116,6077.3,297,170,0.003441,
4,dim_light,caution,claude,0.2,1,5,1,1,1,1,1,caution,112,6690.7,297,167,0.003396,
4,dim_light,caution,claude,0.5,1,5,1,1,1,1,1,caution,110,5988.0,297,177,0.003546,
4,dim_light,caution,claude,0.8,1,5,1,1,1,1,1,caution,137,7081.5,297,198,0.003861,
4,dim_light,caution,claude,1.0,1,5,1,1,1,1,1,caution,137,7492.3,297,210,0.004041,
4,dim_light,caution,gpt4o,0.0,1,5,1,1,1,1,1,caution,45,4215.8,226,60,0.00203,
4,dim_light,caution,gpt4o,0.2,1,5,1,1,1,1,1,caution,45,3345.0,226,60,0.00203,
4,dim_light,caution,gpt4o,0.5,1,5,1,1,1,1,1,caution,47,3584.2,226,63,0.002075,
4,dim_light,caution,gpt4o,0.8,1,5,1,1,1,1,1,caution,37,3173.5,226,53,0.001925,
4,dim_light,caution,gpt4o,1.0,1,5,1,1,1,1,1,caution,43,3598.8,226,61,0.002045,
4,dim_light,caution,gpt4o_mini,0.0,1,5,1,1,1,1,1,caution,74,4954.9,2993,93,0.000505,
4,dim_light,caution,gpt4o_mini,0.2,1,5,1,1,1,1,1,caution,66,3219.7,2993,85,0.0005,
4,dim_light,caution,gpt4o_mini,0.5,1,5,1,1,1,1,1,caution,54,4328.9,2993,70,0.000491,
4,dim_light,caution,gpt4o_mini,0.8,1,5,1,1,1,1,1,caution,54,2741.6,2993,75,0.000494,
4,dim_light,caution,gpt4o_mini,1.0,1,5,1,1,1,1,1,caution,42,3171.1,2993,56,0.000483,
4,dim_light,caution,gemini,0.0,1,5,1,1,1,1,1,caution,56,3690.7,415,77,5.4e-05,
4,dim_light,caution,gemini,0.2,1,4,1,1,0,1,1,safe,42,1672.3,415,56,4.8e-05,
4,dim_light,caution,gemini,0.5,1,4,1,1,0,1,1,safe,43,2080.8,415,58,4.9e-05,
4,dim_light,caution,gemini,0.8,1,5,1,1,1,1,1,caution,54,2130.7,415,72,5.3e-05,
4,dim_light,caution,gemini,1.0,1,5,1,1,1,1,1,caution,36,2241.8,415,55,4.8e-05,
4,dim_light,caution,claude,0.0,2,5,1,1,1,1,1,caution,106,6518.4,297,167,0.003396,
4,dim_light,caution,claude,0.2,2,5,1,1,1,1,1,caution,127,7776.6,297,203,0.003936,
4,dim_light,caution,claude,0.5,2,5,1,1,1,1,1,caution,118,6351.2,297,185,0.003666,
4,dim_light,caution,claude,0.8,2,5,1,1,1,1,1,caution,117,6962.8,297,184,0.003651,
4,dim_light,caution,claude,1.0,2,5,1,1,1,1,1,caution,105,5666.5,297,173,0.003486,
4,dim_light,caution,gpt4o,0.0,2,5,1,1,1,1,1,caution,45,3241.2,226,60,0.00203,
4,dim_light,caution,gpt4o,0.2,2,5,1,1,1,1,1,caution,50,14126.2,226,65,0.002105,
4,dim_light,caution,gpt4o,0.5,2,5,1,1,1,1,1,caution,45,3459.4,226,60,0.00203,
4,dim_light,caution,gpt4o,0.8,2,5,1,1,1,1,1,caution,34,2740.0,226,46,0.00182,
4,dim_light,caution,gpt4o,1.0,2,5,1,1,1,1,1,caution,46,2672.3,226,63,0.002075,
4,dim_light,caution,gpt4o_mini,0.0,2,5,1,1,1,1,1,caution,67,3330.2,2993,84,0.000499,
4,dim_light,caution,gpt4o_mini,0.2,2,5,1,1,1,1,1,caution,65,3067.2,2993,87,0.000501,
4,dim_light,caution,gpt4o_mini,0.5,2,5,1,1,1,1,1,caution,62,3676.8,2993,83,0.000499,
4,dim_light,caution,gpt4o_mini,0.8,2,5,1,1,1,1,1,caution,48,3479.2,2993,66,0.000489,
4,dim_light,caution,gpt4o_mini,1.0,2,5,1,1,1,1,1,caution,50,2457.7,2993,71,0.000492,
4,dim_light,caution,gemini,0.0,2,5,1,1,1,1,1,caution,56,1908.0,415,77,5.4e-05,
4,dim_light,caution,gemini,0.2,2,5,1,1,1,1,1,caution,50,1987.4,415,75,5.4e-05,
4,dim_light,caution,gemini,0.5,2,4,1,1,0,1,1,safe,43,2175.6,415,58,4.9e-05,
4,dim_light,caution,gemini,0.8,2,5,1,1,1,1,1,caution,70,3249.5,415,94,5.9e-05,
4,dim_light,caution,gemini,1.0,2,5,1,1,1,1,1,caution,61,3280.1,415,82,5.6e-05,
4,dim_light,caution,claude,0.0,3,5,1,1,1,1,1,caution,130,7265.6,297,191,0.003756,
4,dim_light,caution,claude,0.2,3,5,1,1,1,1,1,caution,108,7680.2,297,178,0.003561,
4,dim_light,caution,claude,0.5,3,5,1,1,1,1,1,caution,125,7681.6,297,199,0.003876,
4,dim_light,caution,claude,0.8,3,5,1,1,1,1,1,caution,101,6181.7,297,159,0.003276,
4,dim_light,caution,claude,1.0,3,5,1,1,1,1,1,caution,114,6766.4,297,181,0.003606,
4,dim_light,caution,gpt4o,0.0,3,5,1,1,1,1,1,caution,42,3698.4,226,57,0.001985,
4,dim_light,caution,gpt4o,0.2,3,5,1,1,1,1,1,caution,41,3547.7,226,57,0.001985,
4,dim_light,caution,gpt4o,0.5,3,5,1,1,1,1,1,caution,36,3148.4,226,52,0.00191,
4,dim_light,caution,gpt4o,0.8,3,5,1,1,1,1,1,caution,38,3581.1,226,57,0.001985,
4,dim_light,caution,gpt4o,1.0,3,5,1,1,1,1,1,caution,40,3180.2,226,57,0.001985,
4,dim_light,caution,gpt4o_mini,0.0,3,5,1,1,1,1,1,caution,70,3134.1,2993,88,0.000502,
4,dim_light,caution,gpt4o_mini,0.2,3,5,1,1,1,1,1,caution,69,3623.5,2993,87,0.000501,
4,dim_light,caution,gpt4o_mini,0.5,3,5,1,1,1,1,1,caution,53,2505.5,2993,71,0.000492,
4,dim_light,caution,gpt4o_mini,0.8,3,5,1,1,1,1,1,caution,63,2833.8,2993,80,0.000497,
4,dim_light,caution,gpt4o_mini,1.0,3,5,1,1,1,1,1,caution,69,2646.9,2993,89,0.000502,
4,dim_light,caution,gemini,0.0,3,5,1,1,1,1,1,caution,57,2559.7,415,80,5.5e-05,
4,dim_light,caution,gemini,0.2,3,5,1,1,1,1,1,caution,49,2263.8,415,67,5.1e-05,
4,dim_light,caution,gemini,0.5,3,4,1,1,0,1,1,safe,45,2048.9,415,61,4.9e-05,
4,dim_light,caution,gemini,0.8,3,5,1,1,1,1,1,caution,43,2085.5,415,60,4.9e-05,
4,dim_light,caution,gemini,1.0,3,4,1,1,0,1,1,safe,54,1895.6,415,72,5.3e-05,
4,dim_light,caution,claude,0.0,4,5,1,1,1,1,1,caution,118,6872.2,297,185,0.003666,
4,dim_light,caution,claude,0.2,4,5,1,1,1,1,1,caution,131,6455.2,297,196,0.003831,
4,dim_light,caution,claude,0.5,4,5,1,1,1,1,1,caution,118,7162.0,297,193,0.003786,
4,dim_light,caution,claude,0.8,4,5,1,1,1,1,1,caution,123,6716.1,297,195,0.003816,
4,dim_light,caution,claude,1.0,4,5,1,1,1,1,1,caution,116,7406.6,297,186,0.003681,
4,dim_light,caution,gpt4o,0.0,4,5,1,1,1,1,1,caution,40,3274.2,226,56,0.00197,
4,dim_light,caution,gpt4o,0.2,4,5,1,1,1,1,1,caution,44,3377.3,226,59,0.002015,
4,dim_light,caution,gpt4o,0.5,4,5,1,1,1,1,1,caution,46,3076.0,226,62,0.00206,
4,dim_light,caution,gpt4o,0.8,4,5,1,1,1,1,1,caution,44,3068.8,226,59,0.002015,
4,dim_light,caution,gpt4o,1.0,4,5,1,1,1,1,1,caution,39,2867.8,226,53,0.001925,
4,dim_light,caution,gpt4o_mini,0.0,4,5,1,1,1,1,1,caution,66,2865.8,2993,83,0.000499,
4,dim_light,caution,gpt4o_mini,0.2,4,5,1,1,1,1,1,caution,60,2810.9,2993,80,0.000497,
4,dim_light,caution,gpt4o_mini,0.5,4,5,1,1,1,1,1,caution,58,3231.6,2993,75,0.000494,
4,dim_light,caution,gpt4o_mini,0.8,4,5,1,1,1,1,1,caution,53,2559.0,2993,69,0.00049,
4,dim_light,caution,gpt4o_mini,1.0,4,5,1,1,1,1,1,caution,70,2869.9,2993,87,0.000501,
4,dim_light,caution,gemini,0.0,4,5,1,1,1,1,1,caution,57,2264.4,415,80,5.5e-05,
4,dim_light,caution,gemini,0.2,4,5,1,1,1,1,1,caution,49,1725.3,415,67,5.1e-05,
4,dim_light,caution,gemini,0.5,4,4,1,1,0,1,1,safe,43,2158.5,415,58,4.9e-05,
4,dim_light,caution,gemini,0.8,4,4,1,1,0,1,1,safe,43,2281.7,415,58,4.9e-05,
4,dim_light,caution,gemini,1.0,4,5,1,1,1,1,1,caution,69,2328.2,415,92,5.9e-05,
4,dim_light,caution,claude,0.0,5,4,1,1,0,1,1,hazard,137,7366.8,297,207,0.003996,
4,dim_light,caution,claude,0.2,5,5,1,1,1,1,1,caution,120,6857.3,297,190,0.003741,
4,dim_light,caution,claude,0.5,5,5,1,1,1,1,1,caution,117,8297.4,297,187,0.003696,
4,dim_light,caution,claude,0.8,5,5,1,1,1,1,1,caution,113,6763.1,297,181,0.003606,
4,dim_light,caution,claude,1.0,5,5,1,1,1,1,1,caution,116,7058.6,297,180,0.003591,
4,dim_light,caution,gpt4o,0.0,5,5,1,1,1,1,1,caution,45,3478.9,226,60,0.00203,
4,dim_light,caution,gpt4o,0.2,5,5,1,1,1,1,1,caution,35,2866.8,226,52,0.00191,
4,dim_light,caution,gpt4o,0.5,5,5,1,1,1,1,1,caution,34,3074.7,226,49,0.001865,
4,dim_light,caution,gpt4o,0.8,5,5,1,1,1,1,1,caution,37,3396.4,226,54,0.00194,
4,dim_light,caution,gpt4o,1.0,5,5,1,1,1,1,1,caution,36,3772.3,226,51,0.001895,
4,dim_light,caution,gpt4o_mini,0.0,5,5,1,1,1,1,1,caution,68,2966.6,2993,87,0.000501,
4,dim_light,caution,gpt4o_mini,0.2,5,5,1,1,1,1,1,caution,57,2661.6,2993,74,0.000493,
4,dim_light,caution,gpt4o_mini,0.5,5,5,1,1,1,1,1,caution,49,2563.0,2993,67,0.000489,
4,dim_light,caution,gpt4o_mini,0.8,5,5,1,1,1,1,1,caution,52,3137.2,2993,69,0.00049,
4,dim_light,caution,gpt4o_mini,1.0,5,5,1,1,1,1,1,caution,51,2804.9,2993,67,0.000489,
4,dim_light,caution,gemini,0.0,5,5,1,1,1,1,1,caution,57,2348.3,415,80,5.5e-05,
4,dim_light,caution,gemini,0.2,5,5,1,1,1,1,1,caution,49,2982.7,415,67,5.1e-05,
4,dim_light,caution,gemini,0.5,5,4,1,1,0,1,1,safe,43,2962.3,415,58,4.9e-05,
4,dim_light,caution,gemini,0.8,5,4,1,1,0,1,1,safe,45,2561.5,415,63,5e-05,
4,dim_light,caution,gemini,1.0,5,4,1,1,0,1,1,safe,40,2250.7,415,57,4.8e-05,
5,cluttered,caution,claude,0.0,1,4,1,1,0,1,1,hazard,118,7807.6,297,177,0.003546,
5,cluttered,caution,claude,0.2,1,4,1,1,0,1,1,hazard,134,6855.9,297,194,0.003801,
5,cluttered,caution,claude,0.5,1,5,1,1,1,1,1,caution,96,6606.1,297,155,0.003216,
5,cluttered,caution,claude,0.8,1,4,1,1,0,1,1,hazard,112,6199.7,297,154,0.003201,
5,cluttered,caution,claude,1.0,1,4,1,1,0,1,1,hazard,96,6035.9,297,146,0.003081,
5,cluttered,caution,gpt4o,0.0,1,4,1,1,0,1,1,safe,43,2764.5,226,59,0.002015,
5,cluttered,caution,gpt4o,0.2,1,4,1,1,0,1,1,safe,41,2567.0,226,54,0.00194,
5,cluttered,caution,gpt4o,0.5,1,4,1,1,0,1,1,safe,43,2594.7,226,59,0.002015,
5,cluttered,caution,gpt4o,0.8,1,4,1,1,0,1,1,safe,49,2378.1,226,65,0.002105,
5,cluttered,caution,gpt4o,1.0,1,4,1,1,0,1,1,safe,48,2802.4,226,62,0.00206,
5,cluttered,caution,gpt4o_mini,0.0,1,4,1,1,0,1,1,safe,48,2252.0,2993,68,0.00049,
5,cluttered,caution,gpt4o_mini,0.2,1,4,1,1,0,1,1,safe,45,2507.1,2993,64,0.000487,
5,cluttered,caution,gpt4o_mini,0.5,1,4,1,1,0,1,1,safe,49,2611.3,2993,67,0.000489,
5,cluttered,caution,gpt4o_mini,0.8,1,4,1,1,0,1,1,safe,48,2949.2,2993,67,0.000489,
5,cluttered,caution,gpt4o_mini,1.0,1,4,1,1,0,1,1,safe,58,2787.2,2993,74,0.000493,
5,cluttered,caution,gemini,0.0,1,5,1,1,1,1,1,caution,56,2870.5,415,74,5.3e-05,
5,cluttered,caution,gemini,0.2,1,5,1,1,1,1,1,caution,69,3174.5,415,88,5.8e-05,
5,cluttered,caution,gemini,0.5,1,5,1,1,1,1,1,caution,70,2669.8,415,97,6e-05,
5,cluttered,caution,gemini,0.8,1,5,1,1,1,1,1,caution,70,2550.6,415,97,6e-05,
5,cluttered,caution,gemini,1.0,1,5,1,1,1,1,1,caution,73,2234.4,415,97,6e-05,
5,cluttered,caution,claude,0.0,2,5,1,1,1,1,1,caution,121,6364.2,297,180,0.003591,
5,cluttered,caution,claude,0.2,2,5,1,1,1,1,1,caution,108,5636.4,297,160,0.003291,
5,cluttered,caution,claude,0.5,2,4,1,1,0,1,1,hazard,103,6249.4,297,147,0.003096,
5,cluttered,caution,claude,0.8,2,5,1,1,1,1,1,caution,94,6348.6,297,144,0.003051,
5,cluttered,caution,claude,1.0,2,4,1,1,0,1,1,hazard,106,5420.0,297,153,0.003186,
5,cluttered,caution,gpt4o,0.0,2,4,1,1,0,1,1,safe,41,2281.3,226,54,0.00194,
5,cluttered,caution,gpt4o,0.2,2,4,1,1,0,1,1,safe,47,2848.9,226,61,0.002045,
5,cluttered,caution,gpt4o,0.5,2,4,1,1,0,1,1,safe,49,4190.9,226,64,0.00209,
5,cluttered,caution,gpt4o,0.8,2,4,1,1,0,1,1,safe,46,3475.8,226,62,0.00206,
5,cluttered,caution,gpt4o,1.0,2,4,1,1,0,1,1,safe,41,2716.4,226,56,0.00197,
5,cluttered,caution,gpt4o_mini,0.0,2,4,1,1,0,1,1,safe,50,2413.3,2993,70,0.000491,
5,cluttered,caution,gpt4o_mini,0.2,2,4,1,1,0,1,1,safe,47,2242.7,2993,67,0.000489,
5,cluttered,caution,gpt4o_mini,0.5,2,4,1,1,0,1,1,safe,44,2346.3,2993,63,0.000487,
5,cluttered,caution,gpt4o_mini,0.8,2,4,1,1,0,1,1,safe,47,2776.0,2993,65,0.000488,
5,cluttered,caution,gpt4o_mini,1.0,2,4,1,1,0,1,1,safe,47,2263.8,2993,68,0.00049,
5,cluttered,caution,gemini,0.0,2,5,1,1,1,1,1,caution,54,2266.5,415,74,5.3e-05,
5,cluttered,caution,gemini,0.2,2,5,1,1,1,1,1,caution,65,2238.6,415,88,5.8e-05,
5,cluttered,caution,gemini,0.5,2,5,1,1,1,1,1,caution,76,2447.6,415,99,6.1e-05,
5,cluttered,caution,gemini,0.8,2,5,1,1,1,1,1,caution,67,2801.4,415,94,5.9e-05,
5,cluttered,caution,gemini,1.0,2,5,1,1,1,1,1,caution,66,2178.2,415,91,5.8e-05,
5,cluttered,caution,claude,0.0,3,5,1,1,1,1,1,caution,121,6110.0,297,170,0.003441,
5,cluttered,caution,claude,0.2,3,5,1,1,1,1,1,caution,90,5291.6,297,133,0.002886,
5,cluttered,caution,claude,0.5,3,4,1,1,0,1,1,hazard,132,6492.7,297,184,0.003651,
5,cluttered,caution,claude,0.8,3,5,1,1,1,1,1,caution,112,5721.9,297,161,0.003306,
5,cluttered,caution,claude,1.0,3,5,1,1,1,1,1,caution,116,5942.4,297,175,0.003516,
5,cluttered,caution,gpt4o,0.0,3,4,1,1,0,1,1,safe,49,2687.3,226,63,0.002075,
5,cluttered,caution,gpt4o,0.2,3,4,1,1,0,1,1,safe,41,2810.7,226,54,0.00194,
5,cluttered,caution,gpt4o,0.5,3,4,1,1,0,1,1,safe,41,4422.1,226,55,0.001955,
5,cluttered,caution,gpt4o,0.8,3,4,1,1,0,1,1,safe,47,2955.5,226,63,0.002075,
5,cluttered,caution,gpt4o,1.0,3,4,1,1,0,1,1,safe,42,2336.9,226,57,0.001985,
5,cluttered,caution,gpt4o_mini,0.0,3,4,1,1,0,1,1,safe,50,2364.9,2993,70,0.000491,
5,cluttered,caution,gpt4o_mini,0.2,3,4,1,1,0,1,1,safe,50,2666.6,2993,69,0.00049,
5,cluttered,caution,gpt4o_mini,0.5,3,4,1,1,0,1,1,safe,42,2559.0,2993,62,0.000486,
5,cluttered,caution,gpt4o_mini,0.8,3,4,1,1,0,1,1,safe,48,2820.5,2993,68,0.00049,
5,cluttered,caution,gpt4o_mini,1.0,3,4,1,1,0,1,1,safe,41,2303.3,2993,63,0.000487,
5,cluttered,caution,gemini,0.0,3,5,1,1,1,1,1,caution,54,17929.0,415,74,5.3e-05,
5,cluttered,caution,gemini,0.2,3,5,1,1,1,1,1,caution,54,2241.3,415,74,5.3e-05,
5,cluttered,caution,gemini,0.5,3,5,1,1,1,1,1,caution,54,1832.3,415,76,5.4e-05,
5,cluttered,caution,gemini,0.8,3,5,1,1,1,1,1,caution,73,2796.0,415,100,6.1e-05,
5,cluttered,caution,gemini,1.0,3,4,1,1,0,1,1,hazard,79,1788.1,415,102,6.2e-05,
5,cluttered,caution,claude,0.0,4,5,1,1,1,1,1,caution,93,5112.4,297,132,0.002871,
5,cluttered,caution,claude,0.2,4,4,1,1,0,1,1,hazard,112,6389.1,297,166,0.003381,
5,cluttered,caution,claude,0.5,4,4,1,1,0,1,1,hazard,134,7068.1,297,195,0.003816,
5,cluttered,caution,claude,0.8,4,4,1,1,0,1,1,hazard,132,7374.5,297,188,0.003711,
5,cluttered,caution,claude,1.0,4,5,1,1,1,1,1,caution,112,6251.2,297,171,0.003456,
5,cluttered,caution,gpt4o,0.0,4,4,1,1,0,1,1,safe,41,2652.8,226,54,0.00194,
5,cluttered,caution,gpt4o,0.2,4,4,1,1,0,1,1,safe,41,2764.0,226,54,0.00194,
5,cluttered,caution,gpt4o,0.5,4,4,1,1,0,1,1,safe,49,3259.9,226,63,0.002075,
5,cluttered,caution,gpt4o,0.8,4,4,1,1,0,1,1,safe,45,2534.6,226,58,0.002,
5,cluttered,caution,gpt4o,1.0,4,4,1,1,0,1,1,safe,42,3318.3,226,56,0.00197,
5,cluttered,caution,gpt4o_mini,0.0,4,4,1,1,0,1,1,safe,49,2869.5,2993,73,0.000493,
5,cluttered,caution,gpt4o_mini,0.2,4,4,1,1,0,1,1,safe,51,2870.2,2993,71,0.000492,
5,cluttered,caution,gpt4o_mini,0.5,4,4,1,1,0,1,1,safe,47,2437.6,2993,68,0.00049,
5,cluttered,caution,gpt4o_mini,0.8,4,4,1,1,0,1,1,safe,49,2187.8,2993,69,0.00049,
5,cluttered,caution,gpt4o_mini,1.0,4,4,1,1,0,1,1,safe,41,2054.4,2993,58,0.000484,
5,cluttered,caution,gemini,0.0,4,5,1,1,1,1,1,caution,54,2544.5,415,74,5.3e-05,
5,cluttered,caution,gemini,0.2,4,5,1,1,1,1,1,caution,52,1934.0,415,72,5.3e-05,
5,cluttered,caution,gemini,0.5,4,5,1,1,1,1,1,caution,65,2061.3,415,83,5.6e-05,
5,cluttered,caution,gemini,0.8,4,5,1,1,1,1,1,caution,78,2749.9,415,100,6.1e-05,
5,cluttered,caution,gemini,1.0,4,5,1,1,1,1,1,caution,81,1947.2,415,101,6.1e-05,
5,cluttered,caution,claude,0.0,5,5,1,1,1,1,1,caution,111,5737.0,297,164,0.003351,
5,cluttered,caution,claude,0.2,5,4,1,1,0,1,1,hazard,122,6447.2,297,180,0.003591,
5,cluttered,caution,claude,0.5,5,4,1,1,0,1,1,hazard,101,7253.7,297,149,0.003126,
5,cluttered,caution,claude,0.8,5,5,1,1,1,1,1,caution,114,5602.2,297,167,0.003396,
5,cluttered,caution,claude,1.0,5,5,1,1,1,1,1,caution,128,6499.6,297,179,0.003576,
5,cluttered,caution,gpt4o,0.0,5,4,1,1,0,1,1,safe,49,2658.9,226,66,0.00212,
5,cluttered,caution,gpt4o,0.2,5,4,1,1,0,1,1,safe,45,3475.7,226,59,0.002015,
5,cluttered,caution,gpt4o,0.5,5,4,1,1,0,1,1,safe,42,2981.4,226,57,0.001985,
5,cluttered,caution,gpt4o,0.8,5,4,1,1,0,1,1,safe,43,2975.2,226,57,0.001985,
5,cluttered,caution,gpt4o,1.0,5,4,1,1,0,1,1,safe,48,2557.1,226,67,0.002135,
5,cluttered,caution,gpt4o_mini,0.0,5,4,1,1,0,1,1,safe,49,2386.0,2993,69,0.00049,
5,cluttered,caution,gpt4o_mini,0.2,5,4,1,1,0,1,1,safe,53,2231.7,2993,73,0.000493,
5,cluttered,caution,gpt4o_mini,0.5,5,4,1,1,0,1,1,safe,49,2336.5,2993,69,0.00049,
5,cluttered,caution,gpt4o_mini,0.8,5,4,1,1,0,1,1,safe,48,3182.1,2993,68,0.00049,
5,cluttered,caution,gpt4o_mini,1.0,5,4,1,1,0,1,1,safe,49,3163.5,2993,67,0.000489,
5,cluttered,caution,gemini,0.0,5,5,1,1,1,1,1,caution,56,2433.7,415,74,5.3e-05,
5,cluttered,caution,gemini,0.2,5,4,1,1,0,1,1,hazard,73,2389.2,415,92,5.9e-05,
5,cluttered,caution,gemini,0.5,5,5,1,1,1,1,1,caution,55,2106.2,415,79,5.5e-05,
5,cluttered,caution,gemini,0.8,5,4,1,1,0,1,1,hazard,66,2397.9,415,81,5.5e-05,
5,cluttered,caution,gemini,1.0,5,5,1,1,1,1,1,caution,66,1941.2,415,88,5.8e-05,
6,door_open,safe,claude,0.0,1,4,1,1,0,1,1,caution,127,6580.4,297,189,0.003726,
6,door_open,safe,claude,0.2,1,4,1,1,0,1,1,caution,92,6049.0,297,147,0.003096,
6,door_open,safe,claude,0.5,1,4,1,1,0,1,1,caution,130,7772.2,297,196,0.003831,
6,door_open,safe,claude,0.8,1,4,1,1,0,1,1,caution,122,6976.3,297,182,0.003621,
6,door_open,safe,claude,1.0,1,4,1,1,0,1,1,caution,130,8387.6,297,196,0.003831,
6,door_open,safe,gpt4o,0.0,1,5,1,1,1,1,1,safe,38,4534.0,226,54,0.00194,
6,door_open,safe,gpt4o,0.2,1,5,1,1,1,1,1,safe,43,2222.6,226,59,0.002015,
6,door_open,safe,gpt4o,0.5,1,5,1,1,1,1,1,safe,42,2589.5,226,58,0.002,
6,door_open,safe,gpt4o,0.8,1,4,1,1,0,1,1,caution,39,3038.5,226,54,0.00194,
6,door_open,safe,gpt4o,1.0,1,5,1,1,1,1,1,safe,44,3278.7,226,66,0.00212,
