scene_id,scene_label,truth,model,technique,run,quality_score,s1_scene,s2_proximity,s3_risk,s4_length,s5_pilot_action,detected_risk,detected_action,word_count,latency_ms,input_tokens,output_tokens,cost_usd,error
3,object_table,safe,gemini,zero_shot,2,5,1,1,1,1,1,safe,LAND,105,3077.2,322,119,6e-05,
3,object_table,safe,claude,few_shot_3,2,3,1,1,0,0,1,caution,HOLD,169,9315.5,337,285,0.005286,
3,object_table,safe,gpt4o,few_shot_3,2,5,1,1,1,1,1,safe,PROCEED,46,3067.7,269,58,0.002215,
3,object_table,safe,gpt4o_mini,few_shot_3,2,4,1,1,0,1,1,caution,SLOW_DOWN,52,2663.9,3036,65,0.000494,
3,object_table,safe,gemini,few_shot_3,2,4,1,1,0,1,1,hazard,STOP,41,2050.6,462,58,5.2e-05,
3,object_table,safe,claude,cot,2,3,1,1,0,0,1,hazard,LAND,200,9420.7,256,320,0.005568,
3,object_table,safe,gpt4o,cot,2,5,1,1,1,1,1,safe,PROCEED,66,3171.1,198,88,0.00231,
3,object_table,safe,gpt4o_mini,cot,2,4,1,1,0,1,1,caution,SLOW_DOWN,116,3278.2,2965,148,0.000534,
3,object_table,safe,gemini,cot,2,4,1,1,0,1,1,hazard,STOP,137,2768.7,387,181,8.3e-05,
3,object_table,safe,claude,structured,2,4,1,1,0,1,1,hazard,LAND,50,4256.7,281,125,0.002718,
3,object_table,safe,gpt4o,structured,2,5,1,1,1,1,1,safe,PROCEED,27,3316.3,212,76,0.0022,
3,object_table,safe,gpt4o_mini,structured,2,5,1,1,1,1,1,safe,PROCEED,30,2558.2,2979,78,0.000494,
3,object_table,safe,gemini,structured,2,5,1,1,1,1,1,safe,PROCEED,43,2153.9,407,103,6.1e-05,
3,object_table,safe,claude,react,2,3,1,1,0,0,1,hazard,HOLD,189,8906.2,261,311,0.005448,
3,object_table,safe,gpt4o,react,2,3,1,0,0,1,1,hazard,STOP,101,4699.5,200,120,0.0028,
3,object_table,safe,gpt4o_mini,react,2,4,1,1,0,1,1,hazard,SLOW_DOWN,117,3081.2,2967,145,0.000532,
3,object_table,safe,gemini,react,2,4,1,1,0,1,1,caution,SLOW_DOWN,121,2153.5,388,153,7.5e-05,
3,object_table,safe,claude,zero_shot,3,3,1,1,0,0,1,hazard,HOLD,189,8868.5,191,278,0.004743,
3,object_table,safe,gpt4o,zero_shot,3,4,1,0,1,1,1,safe,PROCEED,41,3275.8,137,50,0.001435,
3,object_table,safe,gpt4o_mini,zero_shot,3,5,1,1,1,1,1,safe,PROCEED,45,2459.3,2904,57,0.00047,
3,object_table,safe,gemini,zero_shot,3,5,1,1,1,1,1,safe,LAND,121,3076.6,322,139,6.6e-05,
3,object_table,safe,claude,few_shot_3,3,3,1,1,0,0,1,caution,HOLD,172,9112.5,337,268,0.005031,
3,object_table,safe,gpt4o,few_shot_3,3,5,1,1,1,1,1,safe,PROCEED,50,3784.5,269,61,0.00226,
3,object_table,safe,gpt4o_mini,few_shot_3,3,4,1,1,0,1,1,caution,SLOW_DOWN,68,2765.8,3036,82,0.000505,
3,object_table,safe,gemini,few_shot_3,3,4,1,1,0,1,1,hazard,STOP,32,2209.5,462,45,4.8e-05,
3,object_table,safe,claude,cot,3,3,1,1,0,0,1,hazard,LAND,200,9462.6,256,314,0.005478,
3,object_table,safe,gpt4o,cot,3,5,1,1,1,1,1,safe,PROCEED,68,3276.5,198,95,0.002415,
3,object_table,safe,gpt4o_mini,cot,3,4,1,1,0,1,1,caution,SLOW_DOWN,115,59596.9,2965,143,0.000531,
3,object_table,safe,gemini,cot,3,3,1,1,0,0,1,caution,LAND,207,3380.1,387,260,0.000107,
3,object_table,safe,claude,structured,3,4,1,1,0,1,1,caution,HOLD,52,4814.2,281,130,0.002793,
3,object_table,safe,gpt4o,structured,3,5,1,1,1,1,1,safe,PROCEED,28,4195.4,212,77,0.002215,
3,object_table,safe,gpt4o_mini,structured,3,4,1,1,0,1,1,caution,SLOW_DOWN,26,4212.5,2979,68,0.000488,
3,object_table,safe,gemini,structured,3,4,1,1,0,1,1,hazard,LAND,48,4287.7,407,106,6.2e-05,
3,object_table,safe,claude,react,3,3,1,1,0,0,1,hazard,HOLD,185,9728.0,261,312,0.005463,
3,object_table,safe,gpt4o,react,3,3,1,0,0,1,1,caution,SLOW_DOWN,84,3891.1,200,104,0.00256,
3,object_table,safe,gpt4o_mini,react,3,4,1,1,0,1,1,hazard,SLOW_DOWN,102,3190.6,2967,134,0.000525,
3,object_table,safe,gemini,react,3,5,1,1,1,1,1,safe,PROCEED,93,2450.5,388,114,6.3e-05,
3,object_table,safe,claude,zero_shot,4,3,1,1,0,0,1,hazard,HOLD,190,9238.5,191,309,0.005208,
3,object_table,safe,gpt4o,zero_shot,4,5,1,1,1,1,1,safe,PROCEED,43,3531.8,137,52,0.001465,
3,object_table,safe,gpt4o_mini,zero_shot,4,5,1,1,1,1,1,safe,PROCEED,49,2493.2,2904,59,0.000471,
3,object_table,safe,gemini,zero_shot,4,5,1,1,1,1,1,safe,PROCEED,132,3328.6,322,151,6.9e-05,
3,object_table,safe,claude,few_shot_3,4,3,1,1,0,0,1,caution,HOLD,164,9024.0,337,248,0.004731,
3,object_table,safe,gpt4o,few_shot_3,4,5,1,1,1,1,1,safe,PROCEED,45,4506.3,269,56,0.002185,
3,object_table,safe,gpt4o_mini,few_shot_3,4,4,1,1,0,1,1,caution,SLOW_DOWN,64,2970.3,3036,76,0.000501,
3,object_table,safe,gemini,few_shot_3,4,4,1,1,0,1,1,caution,HOLD,56,2360.8,462,72,5.6e-05,
3,object_table,safe,claude,cot,4,3,1,1,0,0,1,hazard,LAND,209,9518.6,256,318,0.005538,
3,object_table,safe,gpt4o,cot,4,5,1,1,1,1,1,safe,PROCEED,76,5524.3,198,100,0.00249,
3,object_table,safe,gpt4o_mini,cot,4,4,1,1,0,1,1,hazard,STOP,118,3584.3,2965,149,0.000534,
3,object_table,safe,gemini,cot,4,3,1,1,0,0,1,hazard,HOLD,227,3361.3,387,284,0.000114,
3,object_table,safe,claude,structured,4,4,1,1,0,1,1,caution,HOLD,53,4532.5,281,127,0.002748,
3,object_table,safe,gpt4o,structured,4,5,1,1,1,1,1,safe,HOLD,27,4253.8,212,75,0.002185,
3,object_table,safe,gpt4o_mini,structured,4,5,1,1,1,1,1,safe,PROCEED,31,2841.3,2979,79,0.000494,
3,object_table,safe,gemini,structured,4,5,1,1,1,1,1,safe,PROCEED,44,2116.4,407,105,6.2e-05,
3,object_table,safe,claude,react,4,2,1,0,0,0,1,hazard,HOLD,181,9323.1,261,320,0.005583,
3,object_table,safe,gpt4o,react,4,4,1,1,0,1,1,caution,SLOW_DOWN,91,4497.2,200,114,0.00271,
3,object_table,safe,gpt4o_mini,react,4,4,1,1,0,1,1,caution,SLOW_DOWN,107,3621.5,2967,135,0.000526,
3,object_table,safe,gemini,react,4,4,1,1,0,1,1,caution,HOLD,129,2362.3,388,160,7.7e-05,
3,object_table,safe,claude,zero_shot,5,3,1,1,0,0,1,hazard,LAND,181,8812.4,191,269,0.004608,
3,object_table,safe,gpt4o,zero_shot,5,4,1,0,1,1,1,safe,PROCEED,39,3141.5,137,48,0.001405,
3,object_table,safe,gpt4o_mini,zero_shot,5,5,1,1,1,1,1,safe,PROCEED,44,2471.8,2904,56,0.000469,
3,object_table,safe,gemini,zero_shot,5,4,1,0,1,1,1,safe,PROCEED,93,2824.4,322,107,5.6e-05,
3,object_table,safe,claude,few_shot_3,5,4,1,1,0,1,1,caution,SLOW_DOWN,113,7999.0,337,176,0.003651,
3,object_table,safe,gpt4o,few_shot_3,5,5,1,1,1,1,1,safe,PROCEED,48,2848.4,269,62,0.002275,
3,object_table,safe,gpt4o_mini,few_shot_3,5,4,1,1,0,1,1,caution,SLOW_DOWN,73,2793.2,3036,86,0.000507,
3,object_table,safe,gemini,few_shot_3,5,4,1,1,0,1,1,caution,SLOW_DOWN,31,2230.5,462,47,4.9e-05,
3,object_table,safe,claude,cot,5,3,1,1,0,0,1,hazard,LAND,185,9108.5,256,303,0.005313,
3,object_table,safe,gpt4o,cot,5,4,1,1,0,1,1,caution,HOLD,97,4711.2,198,121,0.002805,
3,object_table,safe,gpt4o_mini,cot,5,4,1,1,0,1,1,caution,SLOW_DOWN,113,3274.0,2965,144,0.000531,
3,object_table,safe,gemini,cot,5,3,1,1,0,0,1,caution,HOLD,193,3174.4,387,246,0.000103,
3,object_table,safe,claude,structured,5,4,1,1,0,1,1,caution,HOLD,54,5125.1,281,132,0.002823,
3,object_table,safe,gpt4o,structured,5,5,1,1,1,1,1,safe,PROCEED,27,5016.6,212,76,0.0022,
3,object_table,safe,gpt4o_mini,structured,5,4,1,1,0,1,1,caution,SLOW_DOWN,29,2762.0,2979,77,0.000493,
3,object_table,safe,gemini,structured,5,5,1,1,1,1,1,safe,PROCEED,38,2980.3,407,95,5.9e-05,
3,object_table,safe,claude,react,5,2,1,0,0,0,1,hazard,HOLD,172,9865.5,261,320,0.005583,
3,object_table,safe,gpt4o,react,5,3,1,0,0,1,1,caution,SLOW_DOWN,94,3764.0,200,116,0.00274,
3,object_table,safe,gpt4o_mini,react,5,4,1,1,0,1,1,hazard,SLOW_DOWN,115,3359.4,2967,149,0.000534,
3,object_table,safe,gemini,react,5,5,1,1,1,1,1,safe,PROCEED,112,2727.8,388,136,7e-05,
4,dim_light,caution,claude,zero_shot,1,3,1,1,0,0,1,hazard,STOP,196,8671.1,225,306,0.005265,
4,dim_light,caution,gpt4o,zero_shot,1,4,1,1,0,1,1,safe,PROCEED,51,3079.4,169,61,0.00176,
4,dim_light,caution,gpt4o_mini,zero_shot,1,4,1,1,0,1,1,safe,PROCEED,54,2560.1,2936,65,0.000479,
4,dim_light,caution,gemini,zero_shot,1,5,1,1,1,1,1,caution,SLOW_DOWN,82,3365.5,363,103,5.8e-05,
4,dim_light,caution,claude,few_shot_3,1,4,1,1,0,1,1,hazard,STOP,149,8191.1,371,211,0.004278,
4,dim_light,caution,gpt4o,few_shot_3,1,5,1,1,1,1,1,caution,SLOW_DOWN,61,3117.3,301,78,0.002675,
4,dim_light,caution,gpt4o_mini,few_shot_3,1,5,1,1,1,1,1,caution,SLOW_DOWN,46,3126.2,3068,62,0.000497,
4,dim_light,caution,gemini,few_shot_3,1,4,1,1,0,1,1,hazard,STOP,30,3385.0,503,41,5e-05,
4,dim_light,caution,claude,cot,1,3,1,1,0,0,1,hazard,STOP,201,9420.8,290,320,0.00567,
4,dim_light,caution,gpt4o,cot,1,5,1,1,1,1,1,caution,SLOW_DOWN,63,3581.5,230,87,0.002455,
4,dim_light,caution,gpt4o_mini,cot,1,5,1,1,1,1,1,caution,SLOW_DOWN,116,3205.2,2997,155,0.000543,
4,dim_light,caution,gemini,cot,1,3,1,1,0,0,1,hazard,STOP,159,2940.8,428,201,9.2e-05,
4,dim_light,caution,claude,structured,1,4,1,1,0,1,1,hazard,STOP,48,6141.2,315,121,0.00276,
4,dim_light,caution,gpt4o,structured,1,4,1,1,0,1,1,safe,PROCEED,27,6054.7,244,71,0.002285,
4,dim_light,caution,gpt4o_mini,structured,1,5,1,1,1,1,1,caution,SLOW_DOWN,29,2661.3,3011,75,0.000497,
4,dim_light,caution,gemini,structured,1,4,1,1,0,1,1,hazard,STOP,31,1637.7,448,86,5.9e-05,
4,dim_light,caution,claude,react,1,3,1,1,0,0,1,hazard,STOP,194,9828.2,295,320,0.005685,
4,dim_light,caution,gpt4o,react,1,4,1,0,1,1,1,caution,SLOW_DOWN,94,4396.3,232,118,0.00293,
4,dim_light,caution,gpt4o_mini,react,1,5,1,1,1,1,1,caution,SLOW_DOWN,97,3142.3,2999,126,0.000525,
4,dim_light,caution,gemini,react,1,4,1,1,0,1,1,hazard,STOP,98,4228.8,429,129,7.1e-05,
4,dim_light,caution,claude,zero_shot,2,3,1,1,0,0,1,hazard,HOLD,199,10152.4,191,302,0.005103,
4,dim_light,caution,gpt4o,zero_shot,2,4,1,0,1,1,1,caution,SLOW_DOWN,45,3017.6,137,57,0.00154,
4,dim_light,caution,gpt4o_mini,zero_shot,2,3,1,0,0,1,1,safe,PROCEED,50,2965.8,2904,62,0.000473,
4,dim_light,caution,gemini,zero_shot,2,5,1,1,1,1,1,caution,SLOW_DOWN,137,3923.0,322,173,7.6e-05,
4,dim_light,caution,claude,few_shot_3,2,0,0,0,0,0,0,,,0,61434.2,0,0,0.0,The read operation timed out
4,dim_light,caution,gpt4o,few_shot_3,2,5,1,1,1,1,1,caution,SLOW_DOWN,61,4711.7,269,79,0.00253,
4,dim_light,caution,gpt4o_mini,few_shot_3,2,5,1,1,1,1,1,caution,SLOW_DOWN,49,2864.3,3036,64,0.000494,
4,dim_light,caution,gemini,few_shot_3,2,4,1,1,0,1,1,hazard,STOP,61,2155.7,462,71,5.6e-05,
4,dim_light,caution,claude,cot,2,3,1,1,0,0,1,hazard,HOLD,193,10118.5,256,320,0.005568,
4,dim_light,caution,gpt4o,cot,2,4,1,1,0,1,1,hazard,STOP,66,4316.7,198,87,0.002295,
4,dim_light,caution,gpt4o_mini,cot,2,4,1,1,0,1,1,hazard,STOP,97,3482.2,2965,121,0.000517,
4,dim_light,caution,gemini,cot,2,3,1,1,0,0,1,hazard,STOP,167,3180.5,387,212,9.3e-05,
4,dim_light,caution,claude,structured,2,4,1,1,0,1,1,hazard,HOLD,46,6445.7,281,119,0.002628,
4,dim_light,caution,gpt4o,structured,2,5,1,1,1,1,1,caution,HOLD,26,5130.9,212,66,0.00205,
4,dim_light,caution,gpt4o_mini,structured,2,5,1,1,1,1,1,caution,SLOW_DOWN,23,3261.9,2979,62,0.000484,
4,dim_light,caution,gemini,structured,2,4,1,1,0,1,1,hazard,HOLD,33,2972.2,407,83,5.5e-05,
4,dim_light,caution,claude,react,2,2,1,1,0,0,0,hazard,,190,11572.6,261,320,0.005583,
4,dim_light,caution,gpt4o,react,2,4,1,1,0,1,1,hazard,STOP,88,5233.1,200,111,0.002665,
4,dim_light,caution,gpt4o_mini,react,2,5,1,1,1,1,1,caution,SLOW_DOWN,86,3571.1,2967,116,0.000515,
4,dim_light,caution,gemini,react,2,4,1,1,0,1,1,hazard,STOP,118,2558.0,388,149,7.4e-05,
4,dim_light,caution,claude,zero_shot,3,3,1,1,0,0,1,hazard,HOLD,181,9900.2,191,305,0.005148,
4,dim_light,caution,gpt4o,zero_shot,3,3,1,0,0,1,1,safe,PROCEED,51,3658.7,137,63,0.00163,
4,dim_light,caution,gpt4o_mini,zero_shot,3,4,1,0,1,1,1,caution,SLOW_DOWN,56,3481.9,2904,69,0.000477,
4,dim_light,caution,gemini,zero_shot,3,4,1,1,1,0,1,caution,SLOW_DOWN,176,3992.6,322,224,9.1e-05,
4,dim_light,caution,claude,few_shot_3,3,0,0,0,0,0,0,,,0,61013.3,0,0,0.0,The read operation timed out
4,dim_light,caution,gpt4o,few_shot_3,3,5,1,1,1,1,1,caution,SLOW_DOWN,40,3392.6,269,55,0.00217,
4,dim_light,caution,gpt4o_mini,few_shot_3,3,5,1,1,1,1,1,caution,SLOW_DOWN,56,4300.9,3036,70,0.000497,
4,dim_light,caution,gemini,few_shot_3,3,5,1,1,1,1,1,caution,SLOW_DOWN,48,2566.3,462,60,5.3e-05,
4,dim_light,caution,claude,cot,3,0,0,0,0,0,0,,,0,61106.1,0,0,0.0,The read operation timed out
4,dim_light,caution,gpt4o,cot,3,4,1,1,0,1,1,hazard,STOP,70,5955.5,198,92,0.00237,
4,dim_light,caution,gpt4o_mini,cot,3,4,1,1,0,1,1,hazard,STOP,128,3800.8,2965,159,0.00054,
4,dim_light,caution,gemini,cot,3,4,1,1,0,1,1,hazard,STOP,136,3065.3,387,167,7.9e-05,
4,dim_light,caution,claude,structured,3,4,1,1,0,1,1,hazard,HOLD,52,5630.5,281,134,0.002853,
4,dim_light,caution,gpt4o,structured,3,5,1,1,1,1,1,caution,HOLD,25,4913.4,212,65,0.002035,
4,dim_light,caution,gpt4o_mini,structured,3,4,1,1,0,1,1,hazard,STOP,27,3070.8,2979,66,0.000486,
4,dim_light,caution,gemini,structured,3,5,1,1,1,1,1,caution,SLOW_DOWN,41,2356.5,407,101,6.1e-05,
4,dim_light,caution,claude,react,3,3,1,1,0,0,1,hazard,HOLD,196,11058.1,261,320,0.005583,
4,dim_light,caution,gpt4o,react,3,3,1,0,0,1,1,hazard,STOP,80,3580.8,200,100,0.0025,
4,dim_light,caution,gpt4o_mini,react,3,4,1,1,0,1,1,hazard,SLOW_DOWN,93,3479.9,2967,126,0.000521,
4,dim_light,caution,gemini,react,3,5,1,1,1,1,1,caution,SLOW_DOWN,138,2870.3,388,176,8.2e-05,
4,dim_light,caution,claude,zero_shot,4,3,1,1,0,0,1,hazard,HOLD,179,9615.1,191,272,0.004653,
4,dim_light,caution,gpt4o,zero_shot,4,4,1,0,1,1,1,caution,SLOW_DOWN,45,5425.3,137,57,0.00154,
4,dim_light,caution,gpt4o_mini,zero_shot,4,5,1,1,1,1,1,caution,SLOW_DOWN,53,2998.4,2904,66,0.000475,
4,dim_light,caution,gemini,zero_shot,4,5,1,1,1,1,1,caution,SLOW_DOWN,133,3656.5,322,159,7.2e-05,
4,dim_light,caution,claude,few_shot_3,4,3,1,1,0,0,1,hazard,HOLD,167,9932.1,337,262,0.004941,
4,dim_light,caution,gpt4o,few_shot_3,4,5,1,1,1,1,1,caution,SLOW_DOWN,46,3514.2,269,61,0.00226,
4,dim_light,caution,gpt4o_mini,few_shot_3,4,5,1,1,1,1,1,caution,SLOW_DOWN,52,3039.9,3036,68,0.000496,
4,dim_light,caution,gemini,few_shot_3,4,4,1,1,0,1,1,hazard,STOP,79,2460.1,462,93,6.3e-05,
4,dim_light,caution,claude,cot,4,3,1,1,0,0,1,hazard,HOLD,203,10798.6,256,320,0.005568,
4,dim_light,caution,gpt4o,cot,4,4,1,1,0,1,1,hazard,STOP,70,4249.6,198,91,0.002355,
4,dim_light,caution,gpt4o_mini,cot,4,4,1,1,0,1,1,hazard,STOP,111,3483.3,2965,140,0.000529,
4,dim_light,caution,gemini,cot,4,3,1,1,0,0,1,hazard,STOP,173,3174.9,387,222,9.6e-05,
4,dim_light,caution,claude,structured,4,5,1,1,1,1,1,caution,SLOW_DOWN,48,5118.5,281,124,0.002703,
4,dim_light,caution,gpt4o,structured,4,5,1,1,1,1,1,caution,HOLD,23,4298.0,212,63,0.002005,
4,dim_light,caution,gpt4o_mini,structured,4,5,1,1,1,1,1,caution,SLOW_DOWN,23,3174.7,2979,64,0.000485,
4,dim_light,caution,gemini,structured,4,4,1,1,0,1,1,hazard,HOLD,35,2461.5,407,89,5.7e-05,
4,dim_light,caution,claude,react,4,3,1,1,0,0,1,hazard,HOLD,195,10852.6,261,320,0.005583,
4,dim_light,caution,gpt4o,react,4,4,1,1,0,1,1,hazard,HOLD,86,4515.6,200,109,0.002635,
4,dim_light,caution,gpt4o_mini,react,4,4,1,0,1,1,1,caution,SLOW_DOWN,103,3533.9,2967,136,0.000527,
4,dim_light,caution,gemini,react,4,5,1,1,1,1,1,caution,SLOW_DOWN,140,3931.8,388,181,8.3e-05,
4,dim_light,caution,claude,zero_shot,5,3,1,1,0,0,1,hazard,HOLD,184,9389.2,191,277,0.004728,
4,dim_light,caution,gpt4o,zero_shot,5,5,1,1,1,1,1,caution,SLOW_DOWN,53,3933.0,137,64,0.001645,
4,dim_light,caution,gpt4o_mini,zero_shot,5,4,1,0,1,1,1,caution,SLOW_DOWN,41,2789.0,2904,55,0.000469,
4,dim_light,caution,gemini,zero_shot,5,5,1,1,1,1,1,caution,SLOW_DOWN,107,3256.6,322,133,6.4e-05,
4,dim_light,caution,claude,few_shot_3,5,3,1,1,0,0,1,hazard,HOLD,173,9313.6,337,254,0.004821,
4,dim_light,caution,gpt4o,few_shot_3,5,5,1,1,1,1,1,caution,SLOW_DOWN,70,5120.8,269,83,0.00259,
4,dim_light,caution,gpt4o_mini,few_shot_3,5,5,1,1,1,1,1,caution,SLOW_DOWN,64,3174.5,3036,78,0.000502,
4,dim_light,caution,gemini,few_shot_3,5,4,1,1,0,1,1,hazard,STOP,67,2251.3,462,84,6e-05,
4,dim_light,caution,claude,cot,5,3,1,1,0,0,1,hazard,STOP,190,9935.5,256,320,0.005568,
4,dim_light,caution,gpt4o,cot,5,4,1,1,0,1,1,hazard,LAND,72,4059.4,198,93,0.002385,
4,dim_light,caution,gpt4o_mini,cot,5,4,1,1,0,1,1,hazard,STOP,110,3676.5,2965,135,0.000526,
4,dim_light,caution,gemini,cot,5,3,1,1,0,0,1,hazard,STOP,197,3422.2,387,255,0.000106,
4,dim_light,caution,claude,structured,5,4,1,1,0,1,1,hazard,STOP,51,5743.6,281,130,0.002793,
4,dim_light,caution,gpt4o,structured,5,5,1,1,1,1,1,caution,HOLD,24,3148.2,212,64,0.00202,
4,dim_light,caution,gpt4o_mini,structured,5,5,1,1,1,1,1,caution,SLOW_DOWN,29,3095.2,2979,71,0.000489,
4,dim_light,caution,gemini,structured,5,4,1,1,0,1,1,hazard,STOP,41,2090.0,407,100,6.1e-05,
4,dim_light,caution,claude,react,5,3,1,1,0,0,1,hazard,STOP,181,13263.9,261,320,0.005583,
4,dim_light,caution,gpt4o,react,5,4,1,1,0,1,1,hazard,HOLD,97,4710.4,200,121,0.002815,
4,dim_light,caution,gpt4o_mini,react,5,5,1,1,1,1,1,caution,SLOW_DOWN,111,3481.3,2967,146,0.000533,
4,dim_light,caution,gemini,react,5,4,1,1,0,1,1,hazard,STOP,123,2802.9,388,160,7.7e-05,
5,cluttered,caution,claude,zero_shot,1,3,1,1,0,0,1,hazard,HOLD,197,9865.4,191,319,0.005358,
5,cluttered,caution,gpt4o,zero_shot,1,4,1,0,1,1,1,caution,SLOW_DOWN,56,3695.8,137,69,0.00172,
5,cluttered,caution,gpt4o_mini,zero_shot,1,4,1,1,0,1,1,safe,PROCEED,54,2923.5,2904,68,0.000476,
5,cluttered,caution,gemini,zero_shot,1,5,1,1,1,1,1,caution,SLOW_DOWN,76,3273.9,322,93,5.2e-05,
5,cluttered,caution,claude,few_shot_3,1,3,1,1,0,0,1,hazard,HOLD,183,9831.5,337,285,0.005286,
5,cluttered,caution,gpt4o,few_shot_3,1,4,1,0,1,1,1,caution,SLOW_DOWN,43,3597.0,269,56,0.002185,
5,cluttered,caution,gpt4o_mini,few_shot_3,1,5,1,1,1,1,1,caution,SLOW_DOWN,47,2889.6,3036,59,0.000491,
5,cluttered,caution,gemini,few_shot_3,1,4,1,1,0,1,1,hazard,STOP,61,1804.5,462,72,5.6e-05,
5,cluttered,caution,claude,cot,1,3,1,1,0,0,1,hazard,HOLD,203,10345.8,256,318,0.005538,
5,cluttered,caution,gpt4o,cot,1,4,1,1,0,1,1,hazard,STOP,82,4400.4,198,103,0.002535,
5,cluttered,caution,gpt4o_mini,cot,1,4,1,1,0,1,1,hazard,STOP,113,3583.6,2965,141,0.000529,
5,cluttered,caution,gemini,cot,1,4,1,1,0,1,1,hazard,STOP,150,3174.7,387,186,8.5e-05,
5,cluttered,caution,claude,structured,1,4,1,1,0,1,1,hazard,HOLD,46,5428.4,281,122,0.002673,
5,cluttered,caution,gpt4o,structured,1,5,1,1,1,1,1,caution,HOLD,25,3200.2,212,65,0.002035,
5,cluttered,caution,gpt4o_mini,structured,1,5,1,1,1,1,1,caution,HOLD,24,2695.5,2979,64,0.000485,
5,cluttered,caution,gemini,structured,1,4,1,1,0,1,1,hazard,HOLD,32,2055.1,407,82,5.5e-05,
5,cluttered,caution,claude,react,1,3,1,1,0,0,1,hazard,HOLD,200,10888.8,261,320,0.005583,
5,cluttered,caution,gpt4o,react,1,3,1,0,0,1,1,hazard,HOLD,80,6042.9,200,100,0.0025,
5,cluttered,caution,gpt4o_mini,react,1,4,1,0,1,1,1,caution,SLOW_DOWN,101,3889.5,2967,135,0.000526,
5,cluttered,caution,gemini,react,1,4,1,1,0,1,1,hazard,STOP,114,2253.3,388,143,7.2e-05,
5,cluttered,caution,claude,zero_shot,2,3,1,1,0,0,1,hazard,LAND,193,9634.9,191,304,0.005133,
5,cluttered,caution,gpt4o,zero_shot,2,3,1,0,0,1,1,safe,PROCEED,36,3272.8,137,44,0.001345,
5,cluttered,caution,gpt4o_mini,zero_shot,2,3,1,0,0,1,1,safe,PROCEED,49,2973.3,2904,61,0.000472,
5,cluttered,caution,gemini,zero_shot,2,4,1,1,1,0,1,caution,SLOW_DOWN,197,3687.0,322,251,9.9e-05,
5,cluttered,caution,claude,few_shot_3,2,4,1,1,1,0,1,caution,HOLD,179,8703.3,337,270,0.005061,
5,cluttered,caution,gpt4o,few_shot_3,2,5,1,1,1,1,1,caution,SLOW_DOWN,59,2724.0,269,70,0.002395,
5,cluttered,caution,gpt4o_mini,few_shot_3,2,5,1,1,1,1,1,caution,SLOW_DOWN,59,2696.0,3036,73,0.000499,
5,cluttered,caution,gemini,few_shot_3,2,5,1,1,1,1,1,caution,SLOW_DOWN,78,3899.6,462,98,6.4e-05,
5,cluttered,caution,claude,cot,2,0,0,0,0,0,0,,,0,61101.5,0,0,0.0,The read operation timed out
5,cluttered,caution,gpt4o,cot,2,5,1,1,1,1,1,caution,SLOW_DOWN,81,4117.8,198,108,0.00261,
5,cluttered,caution,gpt4o_mini,cot,2,4,1,1,0,1,1,hazard,STOP,98,3290.5,2965,123,0.000519,
5,cluttered,caution,gemini,cot,2,3,1,1,1,0,0,caution,,250,3369.5,387,320,0.000125,
5,cluttered,caution,claude,structured,2,4,1,1,0,1,1,hazard,LAND,52,4810.1,281,120,0.002643,
5,cluttered,caution,gpt4o,structured,2,5,1,1,1,1,1,caution,SLOW_DOWN,30,5837.3,212,76,0.0022,
5,cluttered,caution,gpt4o_mini,structured,2,5,1,1,1,1,1,caution,SLOW_DOWN,26,2353.4,2979,65,0.000486,
5,cluttered,caution,gemini,structured,2,5,1,1,1,1,1,caution,SLOW_DOWN,43,2663.4,407,105,6.2e-05,
5,cluttered,caution,claude,react,2,3,1,1,0,0,1,hazard,LAND,209,10780.8,261,318,0.005553,
5,cluttered,caution,gpt4o,react,2,4,1,1,0,1,1,hazard,STOP,90,4066.9,200,112,0.00268,
5,cluttered,caution,gpt4o_mini,react,2,5,1,1,1,1,1,caution,SLOW_DOWN,98,3478.4,2967,127,0.000521,
5,cluttered,caution,gemini,react,2,5,1,1,1,1,1,caution,SLOW_DOWN,138,3178.2,388,182,8.4e-05,
5,cluttered,caution,claude,zero_shot,3,3,1,1,0,0,1,hazard,SLOW_DOWN,172,8614.4,191,278,0.004743,
5,cluttered,caution,gpt4o,zero_shot,3,4,1,1,0,1,1,safe,PROCEED,45,2573.5,137,56,0.001525,
5,cluttered,caution,gpt4o_mini,zero_shot,3,3,1,0,0,1,1,safe,PROCEED,34,2442.6,2904,46,0.000463,
5,cluttered,caution,gemini,zero_shot,3,4,1,1,1,0,1,caution,SLOW_DOWN,159,3302.3,322,198,8.4e-05,
5,cluttered,caution,claude,few_shot_3,3,5,1,1,1,1,1,caution,SLOW_DOWN,125,7414.3,337,182,0.003741,
5,cluttered,caution,gpt4o,few_shot_3,3,5,1,1,1,1,1,caution,SLOW_DOWN,44,2895.7,269,58,0.002215,
5,cluttered,caution,gpt4o_mini,few_shot_3,3,4,1,1,0,1,1,hazard,STOP,62,2810.3,3036,75,0.0005,
5,cluttered,caution,gemini,few_shot_3,3,4,1,1,0,1,1,hazard,STOP,98,2619.8,462,129,7.3e-05,
5,cluttered,caution,claude,cot,3,3,1,1,0,0,1,hazard,STOP,179,10258.3,256,320,0.005568,
5,cluttered,caution,gpt4o,cot,3,5,1,1,1,1,1,caution,SLOW_DOWN,93,3783.8,198,123,0.002835,
