scene_id,scene_label,truth,model,max_tokens,run,local_ms,local_risk,quality_score,s1_scene,s2_proximity,s3_risk,s4_length,s5_pilot_action,detected_risk,word_count,truncated,latency_ms,input_tokens,output_tokens,cost_usd,efficiency,error
3,object_table,caution,gemini,128,3,41.44,safe,3,1,1,0,1,0,hazard,96,1,2088.5,1057,127,0.000117,25641.03,
3,object_table,caution,gemini,256,3,41.44,safe,4,1,1,0,1,1,hazard,99,1,2099.8,1057,131,0.000119,33613.45,
3,object_table,caution,gemini,512,3,41.44,safe,4,1,1,0,1,1,hazard,100,1,2590.4,1057,134,0.000119,33613.45,
3,object_table,caution,claude,64,4,41.44,safe,4,1,1,1,1,0,caution,51,1,4215.2,1012,64,0.003996,1001.0,
3,object_table,caution,claude,128,4,41.44,safe,4,1,1,1,1,0,caution,85,1,5283.7,1012,128,0.004956,807.1,
3,object_table,caution,claude,256,4,41.44,safe,0,0,0,0,0,0,,0,1,60565.4,0,0,0.0,0.0,The read operation timed out
3,object_table,caution,claude,512,4,41.44,safe,0,0,0,0,0,0,,0,1,60566.2,0,0,0.0,0.0,The read operation timed out
3,object_table,caution,gpt4o,64,4,41.44,safe,4,1,1,1,1,0,caution,47,1,2702.4,823,64,0.005075,788.18,
3,object_table,caution,gpt4o,128,4,41.44,safe,4,1,1,0,1,1,safe,61,1,3071.9,823,87,0.00542,738.01,
3,object_table,caution,gpt4o,256,4,41.44,safe,4,1,1,0,1,1,safe,54,1,2766.2,823,80,0.005315,752.59,
3,object_table,caution,gpt4o,512,4,41.44,safe,4,1,1,0,1,1,safe,62,1,2967.5,823,88,0.005435,735.97,
3,object_table,caution,gpt4o_mini,64,4,41.44,safe,3,1,0,1,1,0,caution,52,1,2969.6,3590,64,0.000577,5199.31,
3,object_table,caution,gpt4o_mini,128,4,41.44,safe,5,1,1,1,1,1,caution,77,1,3993.3,3590,108,0.000603,8291.87,
3,object_table,caution,gpt4o_mini,256,4,41.44,safe,5,1,1,1,1,1,caution,77,1,5017.4,3590,108,0.000603,8291.87,
3,object_table,caution,gpt4o_mini,512,4,41.44,safe,5,1,1,1,1,1,caution,77,1,3993.0,3590,108,0.000603,8291.87,
3,object_table,caution,gemini,64,4,41.44,safe,2,1,0,0,1,0,hazard,51,0,2039.3,1057,64,9.8e-05,20408.16,
3,object_table,caution,gemini,128,4,41.44,safe,3,1,1,0,1,0,hazard,98,1,3555.6,1057,128,0.000118,25423.73,
3,object_table,caution,gemini,256,4,41.44,safe,4,1,1,0,1,1,hazard,99,1,2295.3,1057,131,0.000119,33613.45,
3,object_table,caution,gemini,512,4,41.44,safe,4,1,1,0,1,1,hazard,99,1,2454.8,1057,131,0.000119,33613.45,
3,object_table,caution,claude,64,5,41.44,safe,4,1,1,1,1,0,caution,47,0,3603.4,1012,64,0.003996,1001.0,
3,object_table,caution,claude,128,5,41.44,safe,3,1,1,0,1,0,safe,88,0,5319.6,1012,128,0.004956,605.33,
3,object_table,caution,claude,256,5,41.44,safe,3,1,1,0,0,1,hazard,166,1,9321.8,1012,256,0.006876,436.3,
3,object_table,caution,claude,512,5,41.44,safe,5,1,1,1,1,1,caution,149,1,7412.5,1012,231,0.006501,769.11,
3,object_table,caution,gpt4o,64,5,41.44,safe,3,1,1,0,1,0,safe,47,1,2518.3,823,64,0.005075,591.13,
3,object_table,caution,gpt4o,128,5,41.44,safe,5,1,1,1,1,1,caution,64,1,3480.5,823,92,0.005495,909.92,
3,object_table,caution,gpt4o,256,5,41.44,safe,4,1,1,0,1,1,safe,54,1,3481.4,823,79,0.0053,754.72,
3,object_table,caution,gpt4o,512,5,41.44,safe,4,1,1,0,1,1,safe,53,1,3175.9,823,79,0.0053,754.72,
3,object_table,caution,gpt4o_mini,64,5,41.44,safe,3,1,0,1,1,0,caution,52,1,2866.3,3590,64,0.000577,5199.31,
3,object_table,caution,gpt4o_mini,128,5,41.44,safe,5,1,1,1,1,1,caution,78,1,3890.0,3590,108,0.000603,8291.87,
3,object_table,caution,gpt4o_mini,256,5,41.44,safe,5,1,1,1,1,1,caution,90,1,5426.9,3590,120,0.000611,8183.31,
3,object_table,caution,gpt4o_mini,512,5,41.44,safe,5,1,1,1,1,1,caution,72,1,3701.1,3590,103,0.0006,8333.33,
3,object_table,caution,gemini,64,5,41.44,safe,2,1,0,0,1,0,hazard,51,0,2019.9,1057,64,9.8e-05,20408.16,
3,object_table,caution,gemini,128,5,41.44,safe,3,1,1,0,1,0,hazard,98,1,4419.8,1057,128,0.000118,25423.73,
3,object_table,caution,gemini,256,5,41.44,safe,4,1,1,0,1,1,hazard,100,1,2355.3,1057,134,0.000119,33613.45,
3,object_table,caution,gemini,512,5,41.44,safe,4,1,1,0,1,1,hazard,99,1,2150.2,1057,131,0.000119,33613.45,
4,dim_light,caution,claude,64,1,44.75,safe,4,1,1,1,1,0,caution,44,1,3569.8,1012,64,0.003996,1001.0,
4,dim_light,caution,claude,128,1,44.75,safe,4,1,1,1,1,0,caution,93,1,5262.4,1012,128,0.004956,807.1,
4,dim_light,caution,claude,256,1,44.75,safe,4,1,1,0,1,1,hazard,128,1,6954.5,1012,201,0.006051,661.05,
4,dim_light,caution,claude,512,1,44.75,safe,4,1,1,0,1,1,hazard,130,1,7054.0,1012,210,0.006186,646.62,
4,dim_light,caution,gpt4o,64,1,44.75,safe,3,1,1,0,1,0,hazard,44,1,2892.3,823,64,0.005075,591.13,
4,dim_light,caution,gpt4o,128,1,44.75,safe,4,1,1,0,1,1,hazard,57,1,3376.9,823,86,0.005405,740.06,
4,dim_light,caution,gpt4o,256,1,44.75,safe,5,1,1,1,1,1,caution,50,1,3379.0,823,76,0.005255,951.47,
4,dim_light,caution,gpt4o,512,1,44.75,safe,4,1,1,0,1,1,hazard,58,1,3686.3,823,87,0.00542,738.01,
4,dim_light,caution,gpt4o_mini,64,1,44.75,safe,2,1,0,0,1,0,hazard,51,1,2970.1,3590,64,0.000577,3466.2,
4,dim_light,caution,gpt4o_mini,128,1,44.75,safe,5,1,1,1,1,1,caution,84,1,4299.6,3590,113,0.000606,8250.83,
4,dim_light,caution,gpt4o_mini,256,1,44.75,safe,5,1,1,1,1,1,caution,76,1,3894.7,3590,102,0.0006,8333.33,
4,dim_light,caution,gpt4o_mini,512,1,44.75,safe,5,1,1,1,1,1,caution,77,1,3477.3,3590,103,0.0006,8333.33,
4,dim_light,caution,gemini,64,1,44.75,safe,3,1,1,0,1,0,safe,51,1,3038.0,1054,64,9.8e-05,30612.24,
4,dim_light,caution,gemini,128,1,44.75,safe,4,1,1,1,1,0,caution,98,1,2307.2,1054,128,0.000117,34188.03,
4,dim_light,caution,gemini,256,1,44.75,safe,4,1,1,0,1,1,hazard,123,1,4387.8,1054,168,0.000129,31007.75,
4,dim_light,caution,gemini,512,1,44.75,safe,4,1,1,0,1,1,hazard,123,1,1991.3,1054,168,0.000129,31007.75,
4,dim_light,caution,claude,64,2,44.75,safe,4,1,1,1,1,0,caution,46,1,7550.0,1012,64,0.003996,1001.0,
4,dim_light,caution,claude,128,2,44.75,safe,3,1,1,0,1,0,hazard,87,1,5223.7,1012,128,0.004956,605.33,
4,dim_light,caution,claude,256,2,44.75,safe,4,1,1,0,1,1,hazard,143,1,7373.9,1012,223,0.006381,626.86,
4,dim_light,caution,claude,512,2,44.75,safe,4,1,1,0,1,1,hazard,128,1,10544.3,1012,218,0.006306,634.32,
4,dim_light,caution,gpt4o,64,2,44.75,safe,3,1,1,0,1,0,hazard,44,1,3069.1,823,64,0.005075,591.13,
4,dim_light,caution,gpt4o,128,2,44.75,safe,5,1,1,1,1,1,caution,59,1,3174.0,823,88,0.005435,919.96,
4,dim_light,caution,gpt4o,256,2,44.75,safe,5,1,1,1,1,1,caution,50,1,2878.7,823,76,0.005255,951.47,
4,dim_light,caution,gpt4o,512,2,44.75,safe,5,1,1,1,1,1,caution,61,1,3002.4,823,91,0.00548,912.41,
4,dim_light,caution,gpt4o_mini,64,2,44.75,safe,3,1,1,0,1,0,hazard,49,1,2924.6,3590,64,0.000577,5199.31,
4,dim_light,caution,gpt4o_mini,128,2,44.75,safe,5,1,1,1,1,1,caution,84,1,3698.1,3590,113,0.000606,8250.83,
4,dim_light,caution,gpt4o_mini,256,2,44.75,safe,5,1,1,1,1,1,caution,79,1,3635.2,3590,107,0.000603,8291.87,
4,dim_light,caution,gpt4o_mini,512,2,44.75,safe,5,1,1,1,1,1,caution,84,1,3828.8,3590,113,0.000606,8250.83,
4,dim_light,caution,gemini,64,2,44.75,safe,3,1,1,0,1,0,safe,51,1,5197.5,1054,64,9.8e-05,30612.24,
4,dim_light,caution,gemini,128,2,44.75,safe,4,1,1,1,1,0,caution,98,1,1971.4,1054,128,0.000117,34188.03,
4,dim_light,caution,gemini,256,2,44.75,safe,4,1,1,0,1,1,hazard,123,1,2458.5,1054,168,0.000129,31007.75,
4,dim_light,caution,gemini,512,2,44.75,safe,4,1,1,0,1,1,hazard,123,1,2252.6,1054,168,0.000129,31007.75,
4,dim_light,caution,claude,64,3,44.75,safe,4,1,1,1,1,0,caution,47,1,4423.2,1012,64,0.003996,1001.0,
4,dim_light,caution,claude,128,3,44.75,safe,3,1,1,0,1,0,hazard,90,0,6039.0,1012,128,0.004956,605.33,
4,dim_light,caution,claude,256,3,44.75,safe,4,1,1,0,1,1,hazard,132,1,7054.0,1012,217,0.006291,635.83,
4,dim_light,caution,claude,512,3,44.75,safe,4,1,1,0,1,1,hazard,128,1,12505.7,1012,205,0.006111,654.56,
4,dim_light,caution,gpt4o,64,3,44.75,safe,3,1,1,0,1,0,hazard,48,1,2907.6,823,64,0.005075,591.13,
4,dim_light,caution,gpt4o,128,3,44.75,safe,4,1,1,0,1,1,hazard,58,1,3437.0,823,86,0.005405,740.06,
4,dim_light,caution,gpt4o,256,3,44.75,safe,5,1,1,1,1,1,caution,62,1,3314.9,823,93,0.00551,907.44,
4,dim_light,caution,gpt4o,512,3,44.75,safe,5,1,1,1,1,1,caution,62,1,3544.9,823,93,0.00551,907.44,
4,dim_light,caution,gpt4o_mini,64,3,44.75,safe,2,1,0,0,1,0,hazard,49,1,2662.2,3590,64,0.000577,3466.2,
4,dim_light,caution,gpt4o_mini,128,3,44.75,safe,5,1,1,1,1,1,caution,77,1,3686.1,3590,106,0.000602,8305.65,
4,dim_light,caution,gpt4o_mini,256,3,44.75,safe,5,1,1,1,1,1,caution,84,1,3891.5,3590,113,0.000606,8250.83,
4,dim_light,caution,gpt4o_mini,512,3,44.75,safe,5,1,1,1,1,1,caution,85,1,4199.0,3590,114,0.000607,8237.23,
4,dim_light,caution,gemini,64,3,44.75,safe,3,1,1,0,1,0,safe,51,1,3099.0,1054,64,9.8e-05,30612.24,
4,dim_light,caution,gemini,128,3,44.75,safe,4,1,1,1,1,0,caution,98,1,2329.9,1054,128,0.000117,34188.03,
4,dim_light,caution,gemini,256,3,44.75,safe,4,1,1,0,1,1,hazard,123,1,2458.7,1054,168,0.000129,31007.75,
4,dim_light,caution,gemini,512,3,44.75,safe,4,1,1,0,1,1,hazard,124,1,2149.0,1054,167,0.000129,31007.75,
4,dim_light,caution,claude,64,4,44.75,safe,4,1,1,1,1,0,caution,47,1,3703.2,1012,64,0.003996,1001.0,
4,dim_light,caution,claude,128,4,44.75,safe,4,1,1,1,1,0,caution,88,1,5530.1,1012,128,0.004956,807.1,
4,dim_light,caution,claude,256,4,44.75,safe,4,1,1,0,1,1,hazard,141,1,7680.1,1012,227,0.006441,621.02,
4,dim_light,caution,claude,512,4,44.75,safe,4,1,1,0,1,1,hazard,122,1,7405.5,1012,200,0.006036,662.69,
4,dim_light,caution,gpt4o,64,4,44.75,safe,3,1,1,0,1,0,hazard,45,0,2806.9,823,64,0.005075,591.13,
4,dim_light,caution,gpt4o,128,4,44.75,safe,5,1,1,1,1,1,caution,59,1,3814.3,823,88,0.005435,919.96,
4,dim_light,caution,gpt4o,256,4,44.75,safe,5,1,1,1,1,1,caution,53,1,2929.8,823,81,0.00533,938.09,
4,dim_light,caution,gpt4o,512,4,44.75,safe,5,1,1,1,1,1,caution,53,1,2904.9,823,81,0.00533,938.09,
4,dim_light,caution,gpt4o_mini,64,4,44.75,safe,3,1,1,0,1,0,hazard,50,1,2867.3,3590,64,0.000577,5199.31,
4,dim_light,caution,gpt4o_mini,128,4,44.75,safe,5,1,1,1,1,1,caution,76,1,3481.2,3590,102,0.0006,8333.33,
4,dim_light,caution,gpt4o_mini,256,4,44.75,safe,5,1,1,1,1,1,caution,80,1,5119.6,3590,107,0.000603,8291.87,
4,dim_light,caution,gpt4o_mini,512,4,44.75,safe,5,1,1,1,1,1,caution,81,1,3788.9,3590,110,0.000605,8264.46,
4,dim_light,caution,gemini,64,4,44.75,safe,3,1,1,0,1,0,safe,51,1,1642.1,1054,64,9.8e-05,30612.24,
4,dim_light,caution,gemini,128,4,44.75,safe,4,1,1,1,1,0,caution,98,1,1918.8,1054,128,0.000117,34188.03,
4,dim_light,caution,gemini,256,4,44.75,safe,4,1,1,0,1,1,hazard,124,1,2176.8,1054,167,0.000129,31007.75,
4,dim_light,caution,gemini,512,4,44.75,safe,4,1,1,0,1,1,hazard,123,1,2202.1,1054,168,0.000129,31007.75,
4,dim_light,caution,claude,64,5,44.75,safe,4,1,1,1,1,0,caution,45,1,4167.5,1012,64,0.003996,1001.0,
4,dim_light,caution,claude,128,5,44.75,safe,4,1,1,1,1,0,caution,81,1,6348.5,1012,128,0.004956,807.1,
4,dim_light,caution,claude,256,5,44.75,safe,3,1,1,0,0,1,hazard,155,1,9626.7,1012,241,0.006651,451.06,
4,dim_light,caution,claude,512,5,44.75,safe,3,1,1,0,0,1,hazard,153,1,8434.8,1012,260,0.006936,432.53,
4,dim_light,caution,gpt4o,64,5,44.75,safe,3,1,1,0,1,0,hazard,45,0,2982.4,823,64,0.005075,591.13,
4,dim_light,caution,gpt4o,128,5,44.75,safe,5,1,1,1,1,1,caution,60,1,2915.3,823,90,0.005465,914.91,
4,dim_light,caution,gpt4o,256,5,44.75,safe,4,1,1,0,1,1,hazard,54,1,2865.8,823,83,0.00536,746.27,
4,dim_light,caution,gpt4o,512,5,44.75,safe,4,1,1,0,1,1,hazard,51,1,3510.2,823,79,0.0053,754.72,
4,dim_light,caution,gpt4o_mini,64,5,44.75,safe,3,1,1,0,1,0,hazard,49,1,2990.2,3590,64,0.000577,5199.31,
4,dim_light,caution,gpt4o_mini,128,5,44.75,safe,5,1,1,1,1,1,caution,81,1,5993.4,3590,105,0.000602,8305.65,
4,dim_light,caution,gpt4o_mini,256,5,44.75,safe,5,1,1,1,1,1,caution,77,1,4298.9,3590,103,0.0006,8333.33,
4,dim_light,caution,gpt4o_mini,512,5,44.75,safe,5,1,1,1,1,1,caution,77,1,3481.5,3590,107,0.000603,8291.87,
4,dim_light,caution,gemini,64,5,44.75,safe,3,1,1,0,1,0,safe,51,1,2236.6,1054,64,9.8e-05,30612.24,
4,dim_light,caution,gemini,128,5,44.75,safe,4,1,1,1,1,0,caution,98,1,1965.6,1054,128,0.000117,34188.03,
4,dim_light,caution,gemini,256,5,44.75,safe,4,1,1,0,1,1,hazard,123,1,2764.4,1054,168,0.000129,31007.75,
4,dim_light,caution,gemini,512,5,44.75,safe,4,1,1,0,1,1,hazard,124,1,2035.4,1054,167,0.000129,31007.75,
5,cluttered,caution,claude,64,1,31.01,safe,3,1,1,0,1,0,safe,47,1,4786.0,1012,64,0.003996,750.75,
5,cluttered,caution,claude,128,1,31.01,safe,3,1,1,0,1,0,hazard,84,1,5306.1,1012,128,0.004956,605.33,
5,cluttered,caution,claude,256,1,31.01,safe,4,1,1,1,0,1,caution,151,1,7322.7,1012,240,0.006636,602.77,
5,cluttered,caution,claude,512,1,31.01,safe,4,1,1,0,1,1,hazard,140,1,10493.8,1012,230,0.006486,616.71,
5,cluttered,caution,gpt4o,64,1,31.01,safe,3,1,1,0,1,0,hazard,47,1,2466.6,823,64,0.005075,591.13,
5,cluttered,caution,gpt4o,128,1,31.01,safe,5,1,1,1,1,1,caution,63,1,3265.8,823,93,0.00551,907.44,
5,cluttered,caution,gpt4o,256,1,31.01,safe,5,1,1,1,1,1,caution,51,1,2456.2,823,76,0.005255,951.47,
5,cluttered,caution,gpt4o,512,1,31.01,safe,5,1,1,1,1,1,caution,54,1,2458.0,823,79,0.0053,943.4,
5,cluttered,caution,gpt4o_mini,64,1,31.01,safe,3,1,1,0,1,0,hazard,48,0,2766.2,3590,64,0.000577,5199.31,
5,cluttered,caution,gpt4o_mini,128,1,31.01,safe,5,1,1,1,1,1,caution,77,1,3787.9,3590,111,0.000605,8264.46,
5,cluttered,caution,gpt4o_mini,256,1,31.01,safe,5,1,1,1,1,1,caution,77,1,4095.0,3590,111,0.000605,8264.46,
5,cluttered,caution,gpt4o_mini,512,1,31.01,safe,5,1,1,1,1,1,caution,77,1,5428.4,3590,111,0.000605,8264.46,
5,cluttered,caution,gemini,64,1,31.01,safe,4,1,1,1,1,0,caution,49,1,3001.2,1054,64,9.8e-05,40816.33,
5,cluttered,caution,gemini,128,1,31.01,safe,3,1,1,0,1,0,hazard,94,1,1820.6,1054,127,0.000117,25641.03,
5,cluttered,caution,gemini,256,1,31.01,safe,4,1,1,0,1,1,hazard,95,1,1940.2,1054,137,0.00012,33333.33,
5,cluttered,caution,gemini,512,1,31.01,safe,4,1,1,0,1,1,hazard,95,1,2258.7,1054,137,0.00012,33333.33,
5,cluttered,caution,claude,64,2,31.01,safe,3,1,1,0,1,0,,43,1,6978.1,1012,64,0.003996,750.75,
5,cluttered,caution,claude,128,2,31.01,safe,3,1,1,0,1,0,,82,1,4913.5,1012,128,0.004956,605.33,
5,cluttered,caution,claude,256,2,31.01,safe,5,1,1,1,1,1,caution,141,1,8614.0,1012,230,0.006486,770.89,
5,cluttered,caution,claude,512,2,31.01,safe,5,1,1,1,1,1,caution,136,1,7462.7,1012,216,0.006276,796.69,
5,cluttered,caution,gpt4o,64,2,31.01,safe,3,1,1,0,1,0,hazard,45,0,2956.9,823,64,0.005075,591.13,
5,cluttered,caution,gpt4o,128,2,31.01,safe,5,1,1,1,1,1,caution,57,1,3182.7,823,84,0.005375,930.23,
5,cluttered,caution,gpt4o,256,2,31.01,safe,5,1,1,1,1,1,caution,54,1,2458.1,823,79,0.0053,943.4,
5,cluttered,caution,gpt4o,512,2,31.01,safe,4,1,1,0,1,1,hazard,62,1,2559.7,823,91,0.00548,729.93,
5,cluttered,caution,gpt4o_mini,64,2,31.01,safe,3,1,1,0,1,0,hazard,48,0,2662.4,3590,64,0.000577,5199.31,
5,cluttered,caution,gpt4o_mini,128,2,31.01,safe,5,1,1,1,1,1,caution,77,1,3584.4,3590,111,0.000605,8264.46,
5,cluttered,caution,gpt4o_mini,256,2,31.01,safe,5,1,1,1,1,1,caution,77,1,3526.4,3590,111,0.000605,8264.46,
5,cluttered,caution,gpt4o_mini,512,2,31.01,safe,5,1,1,1,1,1,caution,77,1,3436.9,3590,111,0.000605,8264.46,
5,cluttered,caution,gemini,64,2,31.01,safe,4,1,1,1,1,0,caution,49,1,2051.5,1054,64,9.8e-05,40816.33,
5,cluttered,caution,gemini,128,2,31.01,safe,3,1,1,0,1,0,hazard,94,1,2047.6,1054,127,0.000117,25641.03,
5,cluttered,caution,gemini,256,2,31.01,safe,4,1,1,0,1,1,hazard,98,1,2354.9,1054,134,0.000119,33613.45,
5,cluttered,caution,gemini,512,2,31.01,safe,4,1,1,0,1,1,hazard,98,1,2355.0,1054,134,0.000119,33613.45,
5,cluttered,caution,claude,64,3,31.01,safe,3,1,1,0,1,0,,47,0,3704.1,1012,64,0.003996,750.75,
5,cluttered,caution,claude,128,3,31.01,safe,3,1,1,0,1,0,safe,86,1,5093.7,1012,128,0.004956,605.33,
5,cluttered,caution,claude,256,3,31.01,safe,5,1,1,1,1,1,caution,132,1,6908.2,1012,226,0.006426,778.09,
5,cluttered,caution,claude,512,3,31.01,safe,5,1,1,1,1,1,caution,131,1,7427.2,1012,215,0.006261,798.59,
5,cluttered,caution,gpt4o,64,3,31.01,safe,4,1,1,1,1,0,caution,47,1,2958.3,823,64,0.005075,788.18,
5,cluttered,caution,gpt4o,128,3,31.01,safe,5,1,1,1,1,1,caution,62,1,3008.4,823,91,0.00548,912.41,
5,cluttered,caution,gpt4o,256,3,31.01,safe,5,1,1,1,1,1,caution,66,1,3214.7,823,95,0.00554,902.53,
5,cluttered,caution,gpt4o,512,3,31.01,safe,5,1,1,1,1,1,caution,54,1,3027.8,823,79,0.0053,943.4,
5,cluttered,caution,gpt4o_mini,64,3,31.01,safe,3,1,1,0,1,0,hazard,48,0,2762.9,3590,64,0.000577,5199.31,
5,cluttered,caution,gpt4o_mini,128,3,31.01,safe,5,1,1,1,1,1,caution,77,1,3585.4,3590,111,0.000605,8264.46,
5,cluttered,caution,gpt4o_mini,256,3,31.01,safe,5,1,1,1,1,1,caution,77,1,3582.2,3590,111,0.000605,8264.46,
5,cluttered,caution,gpt4o_mini,512,3,31.01,safe,5,1,1,1,1,1,caution,77,1,3482.7,3590,111,0.000605,8264.46,
5,cluttered,caution,gemini,64,3,31.01,safe,4,1,1,1,1,0,caution,49,1,3484.7,1054,64,9.8e-05,40816.33,
5,cluttered,caution,gemini,128,3,31.01,safe,4,1,1,1,1,0,caution,90,1,2251.4,1054,128,0.000117,34188.03,
5,cluttered,caution,gemini,256,3,31.01,safe,4,1,1,0,1,1,hazard,95,1,3687.1,1054,137,0.00012,33333.33,
5,cluttered,caution,gemini,512,3,31.01,safe,4,1,1,0,1,1,hazard,98,1,2285.1,1054,134,0.000119,33613.45,
5,cluttered,caution,claude,64,4,31.01,safe,3,1,1,0,1,0,,47,1,3774.7,1012,64,0.003996,750.75,
5,cluttered,caution,claude,128,4,31.01,safe,3,1,1,0,1,0,safe,89,1,5434.2,1012,128,0.004956,605.33,
5,cluttered,caution,claude,256,4,31.01,safe,5,1,1,1,1,1,caution,123,1,8748.5,1012,214,0.006246,800.51,
5,cluttered,caution,claude,512,4,31.01,safe,4,1,1,0,1,1,hazard,138,1,7550.3,1012,221,0.006351,629.82,
5,cluttered,caution,gpt4o,64,4,31.01,safe,4,1,1,1,1,0,caution,45,1,2539.0,823,64,0.005075,788.18,
5,cluttered,caution,gpt4o,128,4,31.01,safe,5,1,1,1,1,1,caution,66,1,3143.3,823,95,0.00554,902.53,
5,cluttered,caution,gpt4o,256,4,31.01,safe,5,1,1,1,1,1,caution,64,1,3813.7,823,92,0.005495,909.92,
5,cluttered,caution,gpt4o,512,4,31.01,safe,5,1,1,1,1,1,caution,60,1,3070.5,823,86,0.005405,925.07,
5,cluttered,caution,gpt4o_mini,64,4,31.01,safe,3,1,1,0,1,0,hazard,48,0,2765.3,3590,64,0.000577,5199.31,
5,cluttered,caution,gpt4o_mini,128,4,31.01,safe,5,1,1,1,1,1,caution,77,1,3788.5,3590,111,0.000605,8264.46,
5,cluttered,caution,gpt4o_mini,256,4,31.01,safe,5,1,1,1,1,1,caution,77,1,3686.3,3590,111,0.000605,8264.46,
5,cluttered,caution,gpt4o_mini,512,4,31.01,safe,5,1,1,1,1,1,caution,77,1,4310.8,3590,111,0.000605,8264.46,
5,cluttered,caution,gemini,64,4,31.01,safe,4,1,1,1,1,0,caution,49,1,1940.0,1054,64,9.8e-05,40816.33,
5,cluttered,caution,gemini,128,4,31.01,safe,3,1,1,0,1,0,hazard,94,1,2178.8,1054,127,0.000117,25641.03,
5,cluttered,caution,gemini,256,4,31.01,safe,4,1,1,0,1,1,hazard,95,1,2184.7,1054,137,0.00012,33333.33,
5,cluttered,caution,gemini,512,4,31.01,safe,4,1,1,0,1,1,hazard,98,1,2291.3,1054,134,0.000119,33613.45,
5,cluttered,caution,claude,64,5,31.01,safe,3,1,1,0,1,0,,44,0,3802.7,1012,64,0.003996,750.75,
5,cluttered,caution,claude,128,5,31.01,safe,3,1,1,0,1,0,hazard,78,1,5769.3,1012,128,0.004956,605.33,
5,cluttered,caution,claude,256,5,31.01,safe,5,1,1,1,1,1,caution,128,1,6518.7,1012,198,0.006006,832.5,
5,cluttered,caution,claude,512,5,31.01,safe,5,1,1,1,1,1,caution,116,1,7063.8,1012,209,0.006171,810.24,
5,cluttered,caution,gpt4o,64,5,31.01,safe,4,1,1,1,1,0,caution,48,1,2248.9,823,64,0.005075,788.18,
5,cluttered,caution,gpt4o,128,5,31.01,safe,5,1,1,1,1,1,caution,51,1,2517.0,823,76,0.005255,951.47,
5,cluttered,caution,gpt4o,256,5,31.01,safe,4,1,1,0,1,1,safe,54,1,2193.6,823,79,0.0053,754.72,
5,cluttered,caution,gpt4o,512,5,31.01,safe,5,1,1,1,1,1,caution,55,1,2520.1,823,81,0.00533,938.09,
5,cluttered,caution,gpt4o_mini,64,5,31.01,safe,3,1,1,0,1,0,hazard,48,0,2566.8,3590,64,0.000577,5199.31,
5,cluttered,caution,gpt4o_mini,128,5,31.01,safe,5,1,1,1,1,1,caution,72,1,3617.1,3590,107,0.000603,8291.87,
5,cluttered,caution,gpt4o_mini,256,5,31.01,safe,5,1,1,1,1,1,caution,77,1,3788.0,3590,111,0.000605,8264.46,
5,cluttered,caution,gpt4o_mini,512,5,31.01,safe,5,1,1,1,1,1,caution,77,1,3410.9,3590,111,0.000605,8264.46,
5,cluttered,caution,gemini,64,5,31.01,safe,4,1,1,1,1,0,caution,49,1,3656.3,1054,64,9.8e-05,40816.33,
5,cluttered,caution,gemini,128,5,31.01,safe,3,1,1,0,1,0,hazard,94,1,2356.7,1054,127,0.000117,25641.03,
5,cluttered,caution,gemini,256,5,31.01,safe,4,1,1,0,1,1,hazard,98,1,2253.2,1054,134,0.000119,33613.45,
5,cluttered,caution,gemini,512,5,31.01,safe,4,1,1,0,1,1,hazard,98,1,2299.7,1054,134,0.000119,33613.45,
6,door_open,safe,claude,64,1,38.09,safe,3,1,1,0,1,0,hazard,45,1,3734.8,1058,64,0.004134,725.69,
6,door_open,safe,claude,128,1,38.09,safe,4,1,1,1,1,0,safe,82,1,5323.9,1058,128,0.005094,785.24,
6,door_open,safe,claude,256,1,38.09,safe,3,1,1,0,0,1,caution,175,1,8909.8,1058,256,0.007014,427.72,
6,door_open,safe,claude,512,1,38.09,safe,3,1,1,0,0,1,caution,169,1,8089.1,1058,250,0.006924,433.28,
6,door_open,safe,gpt4o,64,1,38.09,safe,3,1,1,0,1,0,hazard,47,1,2762.1,866,64,0.00529,567.11,
6,door_open,safe,gpt4o,128,1,38.09,safe,4,1,1,0,1,1,hazard,50,1,2971.1,866,74,0.00544,735.29,
6,door_open,safe,gpt4o,256,1,38.09,safe,4,1,1,0,1,1,hazard,53,1,2763.0,866,81,0.005545,721.37,
6,door_open,safe,gpt4o,512,1,38.09,safe,5,1,1,1,1,1,safe,58,1,4404.8,866,83,0.005575,896.86,
6,door_open,safe,gpt4o_mini,64,1,38.09,safe,3,1,1,0,1,0,hazard,52,1,2967.7,3633,64,0.000583,5145.8,
6,door_open,safe,gpt4o_mini,128,1,38.09,safe,4,1,1,0,1,1,hazard,73,1,3481.2,3633,95,0.000602,6644.52,
6,door_open,safe,gpt4o_mini,256,1,38.09,safe,4,1,1,0,1,1,hazard,73,1,3923.7,3633,95,0.000602,6644.52,
6,door_open,safe,gpt4o_mini,512,1,38.09,safe,4,1,1,0,1,1,hazard,73,1,3551.3,3633,95,0.000602,6644.52,
6,door_open,safe,gemini,64,1,38.09,safe,4,1,1,1,1,0,safe,48,1,3176.8,1103,64,0.000102,39215.69,
6,door_open,safe,gemini,128,1,38.09,safe,4,1,1,1,1,0,safe,92,0,2253.6,1103,128,0.000121,33057.85,
6,door_open,safe,gemini,256,1,38.09,safe,5,1,1,1,1,1,safe,133,1,2252.5,1103,193,0.000141,35460.99,
