scene_id,scene_label,truth,model,max_tokens,run,quality_score,s1_scene,s2_proximity,s3_risk,s4_length,s5_pilot_action,detected_risk,word_count,truncated,latency_ms,input_tokens,output_tokens,cost_usd,efficiency,error
3,object_table,safe,gpt4o_mini,64,5,4,1,1,1,1,0,safe,53,1,2556.9,2993,64,0.000487,8213.55,
3,object_table,safe,gpt4o_mini,128,5,5,1,1,1,1,1,safe,53,1,3894.1,2993,70,0.000491,10183.3,
3,object_table,safe,gpt4o_mini,256,5,5,1,1,1,1,1,safe,52,1,3172.9,2993,66,0.000489,10224.95,
3,object_table,safe,gpt4o_mini,512,5,5,1,1,1,1,1,safe,54,1,2861.5,2993,69,0.00049,10204.08,
3,object_table,safe,gemini,64,5,3,1,1,0,1,0,caution,48,1,1765.3,415,63,5e-05,60000.0,
3,object_table,safe,gemini,128,5,4,1,1,0,1,1,caution,49,1,2441.6,415,66,5.1e-05,78431.37,
3,object_table,safe,gemini,256,5,4,1,1,0,1,1,caution,49,1,2182.8,415,66,5.1e-05,78431.37,
3,object_table,safe,gemini,512,5,4,1,1,0,1,1,caution,52,1,2422.2,415,72,5.3e-05,75471.7,
4,dim_light,caution,claude,64,1,3,1,1,0,1,0,,45,1,4353.6,297,64,0.001851,1620.75,
4,dim_light,caution,claude,128,1,5,1,1,1,1,1,caution,79,1,5073.8,297,128,0.002811,1778.73,
4,dim_light,caution,claude,256,1,4,1,1,0,1,1,hazard,128,0,6608.9,297,192,0.003771,1060.73,
4,dim_light,caution,claude,512,1,4,1,1,0,1,1,hazard,115,0,7031.5,297,169,0.003426,1167.54,
4,dim_light,caution,gpt4o,64,1,5,1,1,1,1,1,caution,45,1,2889.5,226,60,0.00203,2463.05,
4,dim_light,caution,gpt4o,128,1,5,1,1,1,1,1,caution,42,1,2862.7,226,57,0.001985,2518.89,
4,dim_light,caution,gpt4o,256,1,5,1,1,1,1,1,caution,46,1,3585.4,226,61,0.002045,2444.99,
4,dim_light,caution,gpt4o,512,1,5,1,1,1,1,1,caution,46,1,3276.7,226,61,0.002045,2444.99,
4,dim_light,caution,gpt4o_mini,64,1,4,1,1,1,1,0,caution,54,1,2762.3,2993,64,0.000487,8213.55,
4,dim_light,caution,gpt4o_mini,128,1,5,1,1,1,1,1,caution,74,1,2869.4,2993,93,0.000505,9900.99,
4,dim_light,caution,gpt4o_mini,256,1,5,1,1,1,1,1,caution,54,1,3276.7,2993,73,0.000493,10141.99,
4,dim_light,caution,gpt4o_mini,512,1,5,1,1,1,1,1,caution,64,1,2622.2,2993,82,0.000498,10040.16,
4,dim_light,caution,gemini,64,1,3,1,1,0,1,0,safe,49,1,2806.4,415,64,5e-05,60000.0,
4,dim_light,caution,gemini,128,1,5,1,1,1,1,1,caution,57,1,1846.5,415,80,5.5e-05,90909.09,
4,dim_light,caution,gemini,256,1,5,1,1,1,1,1,caution,56,1,2353.3,415,77,5.4e-05,92592.59,
4,dim_light,caution,gemini,512,1,5,1,1,1,1,1,caution,57,1,2458.8,415,80,5.5e-05,90909.09,
4,dim_light,caution,claude,64,2,3,1,1,0,1,0,,43,1,4422.3,297,64,0.001851,1620.75,
4,dim_light,caution,claude,128,2,5,1,1,1,1,1,caution,79,1,6370.3,297,128,0.002811,1778.73,
4,dim_light,caution,claude,256,2,4,1,1,0,1,1,hazard,114,1,6427.1,297,174,0.003501,1142.53,
4,dim_light,caution,claude,512,2,5,1,1,1,1,1,caution,105,1,6456.5,297,162,0.003321,1505.57,
4,dim_light,caution,gpt4o,64,2,5,1,1,1,1,1,caution,42,1,3472.6,226,57,0.001985,2518.89,
4,dim_light,caution,gpt4o,128,2,5,1,1,1,1,1,caution,45,1,2796.7,226,60,0.00203,2463.05,
4,dim_light,caution,gpt4o,256,2,5,1,1,1,1,1,caution,46,1,4283.7,226,61,0.002045,2444.99,
4,dim_light,caution,gpt4o,512,2,5,1,1,1,1,1,caution,45,1,3162.0,226,60,0.00203,2463.05,
4,dim_light,caution,gpt4o_mini,64,2,4,1,1,1,1,0,caution,53,0,2867.0,2993,64,0.000487,8213.55,
4,dim_light,caution,gpt4o_mini,128,2,5,1,1,1,1,1,caution,71,1,3999.1,2993,89,0.000502,9960.16,
4,dim_light,caution,gpt4o_mini,256,2,5,1,1,1,1,1,caution,71,1,2769.3,2993,89,0.000502,9960.16,
4,dim_light,caution,gpt4o_mini,512,2,5,1,1,1,1,1,caution,72,1,3474.0,2993,91,0.000504,9920.63,
4,dim_light,caution,gemini,64,2,3,1,1,0,1,0,safe,49,1,1947.4,415,64,5e-05,60000.0,
4,dim_light,caution,gemini,128,2,5,1,1,1,1,1,caution,57,1,2230.2,415,80,5.5e-05,90909.09,
4,dim_light,caution,gemini,256,2,5,1,1,1,1,1,caution,57,1,2596.6,415,80,5.5e-05,90909.09,
4,dim_light,caution,gemini,512,2,5,1,1,1,1,1,caution,57,1,2233.7,415,80,5.5e-05,90909.09,
4,dim_light,caution,claude,64,3,4,1,1,1,1,0,caution,46,0,4522.8,297,64,0.001851,2160.99,
4,dim_light,caution,claude,128,3,5,1,1,1,1,1,caution,84,1,5914.9,297,128,0.002811,1778.73,
4,dim_light,caution,claude,256,3,5,1,1,1,1,1,caution,104,0,5864.7,297,159,0.003276,1526.25,
4,dim_light,caution,claude,512,3,5,1,1,1,1,1,caution,104,1,6039.9,297,157,0.003246,1540.36,
4,dim_light,caution,gpt4o,64,3,5,1,1,1,1,1,caution,42,1,3644.4,226,58,0.002,2500.0,
4,dim_light,caution,gpt4o,128,3,5,1,1,1,1,1,caution,45,1,3418.4,226,60,0.00203,2463.05,
4,dim_light,caution,gpt4o,256,3,5,1,1,1,1,1,caution,45,1,3789.1,226,62,0.00206,2427.18,
4,dim_light,caution,gpt4o,512,3,5,1,1,1,1,1,caution,44,1,4198.3,226,59,0.002015,2481.39,
4,dim_light,caution,gpt4o_mini,64,3,4,1,1,1,1,0,caution,53,1,2662.3,2993,64,0.000487,8213.55,
4,dim_light,caution,gpt4o_mini,128,3,5,1,1,1,1,1,caution,68,1,2761.9,2993,87,0.000501,9980.04,
4,dim_light,caution,gpt4o_mini,256,3,5,1,1,1,1,1,caution,62,1,2673.7,2993,81,0.000498,10040.16,
4,dim_light,caution,gpt4o_mini,512,3,5,1,1,1,1,1,caution,67,1,2785.4,2993,87,0.000501,9980.04,
4,dim_light,caution,gemini,64,3,3,1,1,0,1,0,safe,49,1,2232.8,415,64,5e-05,60000.0,
4,dim_light,caution,gemini,128,3,5,1,1,1,1,1,caution,57,1,2862.9,415,80,5.5e-05,90909.09,
4,dim_light,caution,gemini,256,3,5,1,1,1,1,1,caution,56,1,2348.8,415,77,5.4e-05,92592.59,
4,dim_light,caution,gemini,512,3,5,1,1,1,1,1,caution,57,1,2236.9,415,80,5.5e-05,90909.09,
4,dim_light,caution,claude,64,4,4,1,1,1,1,0,caution,42,1,4594.5,297,64,0.001851,2160.99,
4,dim_light,caution,claude,128,4,5,1,1,1,1,1,caution,75,1,5477.1,297,128,0.002811,1778.73,
4,dim_light,caution,claude,256,4,5,1,1,1,1,1,caution,129,0,7042.5,297,196,0.003831,1305.14,
4,dim_light,caution,claude,512,4,5,1,1,1,1,1,caution,116,0,7091.1,297,194,0.003801,1315.44,
4,dim_light,caution,gpt4o,64,4,5,1,1,1,1,1,caution,45,1,3475.6,226,62,0.00206,2427.18,
4,dim_light,caution,gpt4o,128,4,5,1,1,1,1,1,caution,42,1,3483.3,226,58,0.002,2500.0,
4,dim_light,caution,gpt4o,256,4,5,1,1,1,1,1,caution,40,1,2967.7,226,56,0.00197,2538.07,
4,dim_light,caution,gpt4o,512,4,5,1,1,1,1,1,caution,44,1,4096.3,226,59,0.002015,2481.39,
4,dim_light,caution,gpt4o_mini,64,4,4,1,1,1,1,0,caution,54,1,2882.1,2993,64,0.000487,8213.55,
4,dim_light,caution,gpt4o_mini,128,4,5,1,1,1,1,1,caution,55,1,3877.8,2993,73,0.000493,10141.99,
4,dim_light,caution,gpt4o_mini,256,4,5,1,1,1,1,1,caution,69,1,3071.8,2993,86,0.000501,9980.04,
4,dim_light,caution,gpt4o_mini,512,4,5,1,1,1,1,1,caution,70,1,2670.2,2993,88,0.000502,9960.16,
4,dim_light,caution,gemini,64,4,3,1,1,0,1,0,,50,0,2558.0,415,64,5e-05,60000.0,
4,dim_light,caution,gemini,128,4,5,1,1,1,1,1,caution,56,1,2556.2,415,77,5.4e-05,92592.59,
4,dim_light,caution,gemini,256,4,5,1,1,1,1,1,caution,56,1,2559.8,415,77,5.4e-05,92592.59,
4,dim_light,caution,gemini,512,4,5,1,1,1,1,1,caution,57,1,3698.9,415,80,5.5e-05,90909.09,
4,dim_light,caution,claude,64,5,4,1,1,1,1,0,caution,45,1,4319.1,297,64,0.001851,2160.99,
4,dim_light,caution,claude,128,5,5,1,1,1,1,1,caution,82,1,5689.7,297,128,0.002811,1778.73,
4,dim_light,caution,claude,256,5,5,1,1,1,1,1,caution,124,0,7286.8,297,192,0.003771,1325.91,
4,dim_light,caution,claude,512,5,5,1,1,1,1,1,caution,135,0,7299.8,297,207,0.003996,1251.25,
4,dim_light,caution,gpt4o,64,5,5,1,1,1,1,1,caution,45,1,3463.9,226,60,0.00203,2463.05,
4,dim_light,caution,gpt4o,128,5,5,1,1,1,1,1,caution,45,1,3074.3,226,60,0.00203,2463.05,
4,dim_light,caution,gpt4o,256,5,5,1,1,1,1,1,caution,44,1,3891.1,226,59,0.002015,2481.39,
4,dim_light,caution,gpt4o,512,5,5,1,1,1,1,1,caution,44,1,3173.1,226,59,0.002015,2481.39,
4,dim_light,caution,gpt4o_mini,64,5,4,1,1,1,1,0,caution,54,1,3175.3,2993,64,0.000487,8213.55,
4,dim_light,caution,gpt4o_mini,128,5,5,1,1,1,1,1,caution,63,1,2909.5,2993,80,0.000497,10060.36,
4,dim_light,caution,gpt4o_mini,256,5,5,1,1,1,1,1,caution,55,1,3234.2,2993,73,0.000493,10141.99,
4,dim_light,caution,gpt4o_mini,512,5,5,1,1,1,1,1,caution,66,1,2869.5,2993,86,0.000501,9980.04,
4,dim_light,caution,gemini,64,5,3,1,1,0,1,0,,50,0,2779.2,415,64,5e-05,60000.0,
4,dim_light,caution,gemini,128,5,5,1,1,1,1,1,caution,57,1,2339.8,415,80,5.5e-05,90909.09,
4,dim_light,caution,gemini,256,5,5,1,1,1,1,1,caution,56,1,2559.3,415,77,5.4e-05,92592.59,
4,dim_light,caution,gemini,512,5,5,1,1,1,1,1,caution,56,1,2161.3,415,77,5.4e-05,92592.59,
5,cluttered,caution,claude,64,1,3,1,1,0,1,0,,51,1,4149.4,297,64,0.001851,1620.75,
5,cluttered,caution,claude,128,1,5,1,1,1,1,1,caution,96,1,5139.4,297,128,0.002811,1778.73,
5,cluttered,caution,claude,256,1,5,1,1,1,1,1,caution,118,0,8563.4,297,169,0.003426,1459.43,
5,cluttered,caution,claude,512,1,5,1,1,1,1,1,caution,113,0,6246.6,297,172,0.003471,1440.51,
5,cluttered,caution,gpt4o,64,1,4,1,1,0,1,1,safe,41,1,3203.7,226,54,0.00194,2061.86,
5,cluttered,caution,gpt4o,128,1,4,1,1,0,1,1,safe,41,1,2730.6,226,54,0.00194,2061.86,
5,cluttered,caution,gpt4o,256,1,4,1,1,0,1,1,safe,41,1,3541.0,226,54,0.00194,2061.86,
5,cluttered,caution,gpt4o,512,1,4,1,1,0,1,1,safe,41,1,4458.2,226,54,0.00194,2061.86,
5,cluttered,caution,gpt4o_mini,64,1,3,1,1,0,1,0,safe,46,1,2776.6,2993,64,0.000487,6160.16,
5,cluttered,caution,gpt4o_mini,128,1,4,1,1,0,1,1,safe,48,1,3291.8,2993,71,0.000492,8130.08,
5,cluttered,caution,gpt4o_mini,256,1,4,1,1,0,1,1,safe,49,1,2730.1,2993,73,0.000493,8113.59,
5,cluttered,caution,gpt4o_mini,512,1,4,1,1,0,1,1,safe,51,1,2253.5,2993,71,0.000492,8130.08,
5,cluttered,caution,gemini,64,1,4,1,1,1,1,0,caution,50,0,3244.8,415,64,5e-05,80000.0,
5,cluttered,caution,gemini,128,1,5,1,1,1,1,1,caution,54,1,2283.8,415,74,5.3e-05,94339.62,
5,cluttered,caution,gemini,256,1,5,1,1,1,1,1,caution,56,1,2252.1,415,74,5.3e-05,94339.62,
5,cluttered,caution,gemini,512,1,5,1,1,1,1,1,caution,56,1,2184.1,415,74,5.3e-05,94339.62,
5,cluttered,caution,claude,64,2,3,1,1,0,1,0,,46,1,4795.0,297,64,0.001851,1620.75,
5,cluttered,caution,claude,128,2,4,1,1,0,1,1,hazard,92,1,5088.6,297,128,0.002811,1422.98,
5,cluttered,caution,claude,256,2,4,1,1,0,1,1,hazard,95,0,8428.4,297,141,0.003006,1330.67,
5,cluttered,caution,claude,512,2,5,1,1,1,1,1,caution,121,0,6861.9,297,177,0.003546,1410.04,
5,cluttered,caution,gpt4o,64,2,4,1,1,0,1,1,safe,41,1,3425.5,226,54,0.00194,2061.86,
5,cluttered,caution,gpt4o,128,2,4,1,1,0,1,1,safe,41,1,2831.4,226,54,0.00194,2061.86,
5,cluttered,caution,gpt4o,256,2,4,1,1,0,1,1,safe,41,1,3159.6,226,54,0.00194,2061.86,
5,cluttered,caution,gpt4o,512,2,4,1,1,0,1,1,safe,49,1,2870.1,226,63,0.002075,1927.71,
5,cluttered,caution,gpt4o_mini,64,2,3,1,1,0,1,0,safe,47,1,2863.9,2993,64,0.000487,6160.16,
5,cluttered,caution,gpt4o_mini,128,2,4,1,1,0,1,1,safe,46,1,2767.0,2993,64,0.000487,8213.55,
5,cluttered,caution,gpt4o_mini,256,2,4,1,1,0,1,1,safe,46,1,2662.6,2993,64,0.000487,8213.55,
5,cluttered,caution,gpt4o_mini,512,2,4,1,1,0,1,1,safe,46,1,3275.4,2993,67,0.000489,8179.96,
5,cluttered,caution,gemini,64,2,4,1,1,1,1,0,caution,50,0,2019.3,415,64,5e-05,80000.0,
5,cluttered,caution,gemini,128,2,5,1,1,1,1,1,caution,56,1,1772.3,415,74,5.3e-05,94339.62,
5,cluttered,caution,gemini,256,2,5,1,1,1,1,1,caution,54,1,1946.1,415,74,5.3e-05,94339.62,
5,cluttered,caution,gemini,512,2,5,1,1,1,1,1,caution,54,1,2557.0,415,74,5.3e-05,94339.62,
5,cluttered,caution,claude,64,3,3,1,1,0,1,0,,50,1,4218.7,297,64,0.001851,1620.75,
5,cluttered,caution,claude,128,3,5,1,1,1,1,1,caution,90,1,5345.6,297,128,0.002811,1778.73,
5,cluttered,caution,claude,256,3,5,1,1,1,1,1,caution,112,0,6586.9,297,175,0.003516,1422.07,
5,cluttered,caution,claude,512,3,5,1,1,1,1,1,caution,118,0,6294.7,297,179,0.003576,1398.21,
5,cluttered,caution,gpt4o,64,3,4,1,1,0,1,1,safe,41,1,3071.2,226,54,0.00194,2061.86,
5,cluttered,caution,gpt4o,128,3,4,1,1,0,1,1,safe,41,1,2861.9,226,54,0.00194,2061.86,
5,cluttered,caution,gpt4o,256,3,4,1,1,0,1,1,safe,44,1,2870.3,226,59,0.002015,1985.11,
5,cluttered,caution,gpt4o,512,3,4,1,1,0,1,1,safe,45,1,3241.9,226,61,0.002045,1955.99,
5,cluttered,caution,gpt4o_mini,64,3,3,1,1,0,1,0,safe,48,0,2899.7,2993,64,0.000487,6160.16,
5,cluttered,caution,gpt4o_mini,128,3,4,1,1,0,1,1,safe,47,1,2264.3,2993,66,0.000489,8179.96,
5,cluttered,caution,gpt4o_mini,256,3,4,1,1,0,1,1,safe,46,1,2551.2,2993,69,0.00049,8163.27,
5,cluttered,caution,gpt4o_mini,512,3,4,1,1,0,1,1,safe,44,1,3482.9,2993,62,0.000486,8230.45,
5,cluttered,caution,gemini,64,3,4,1,1,1,1,0,caution,50,0,2013.7,415,64,5e-05,80000.0,
5,cluttered,caution,gemini,128,3,5,1,1,1,1,1,caution,56,1,2096.4,415,74,5.3e-05,94339.62,
5,cluttered,caution,gemini,256,3,5,1,1,1,1,1,caution,54,1,1994.7,415,74,5.3e-05,94339.62,
5,cluttered,caution,gemini,512,3,5,1,1,1,1,1,caution,56,1,2114.8,415,74,5.3e-05,94339.62,
5,cluttered,caution,claude,64,4,3,1,1,0,1,0,,48,1,3882.1,297,64,0.001851,1620.75,
5,cluttered,caution,claude,128,4,5,1,1,1,1,1,caution,84,1,5426.2,297,128,0.002811,1778.73,
5,cluttered,caution,claude,256,4,5,1,1,1,1,1,caution,116,1,7372.7,297,174,0.003501,1428.16,
5,cluttered,caution,claude,512,4,5,1,1,1,1,1,caution,122,0,8585.1,297,173,0.003486,1434.31,
5,cluttered,caution,gpt4o,64,4,4,1,1,0,1,1,safe,49,1,3393.7,226,63,0.002075,1927.71,
5,cluttered,caution,gpt4o,128,4,4,1,1,0,1,1,safe,41,1,3069.7,226,54,0.00194,2061.86,
5,cluttered,caution,gpt4o,256,4,4,1,1,0,1,1,safe,41,1,2868.8,226,54,0.00194,2061.86,
5,cluttered,caution,gpt4o,512,4,4,1,1,0,1,1,safe,41,1,2825.0,226,54,0.00194,2061.86,
5,cluttered,caution,gpt4o_mini,64,4,3,1,1,0,1,0,safe,47,0,2602.7,2993,64,0.000487,6160.16,
5,cluttered,caution,gpt4o_mini,128,4,4,1,1,0,1,1,safe,51,1,3477.5,2993,71,0.000492,8130.08,
5,cluttered,caution,gpt4o_mini,256,4,4,1,1,0,1,1,safe,47,1,2665.4,2993,66,0.000489,8179.96,
5,cluttered,caution,gpt4o_mini,512,4,4,1,1,0,1,1,safe,46,1,2560.1,2993,64,0.000487,8213.55,
5,cluttered,caution,gemini,64,4,4,1,1,1,1,0,caution,50,0,1848.2,415,64,5e-05,80000.0,
5,cluttered,caution,gemini,128,4,5,1,1,1,1,1,caution,54,1,2556.0,415,74,5.3e-05,94339.62,
5,cluttered,caution,gemini,256,4,5,1,1,1,1,1,caution,56,1,2254.3,415,74,5.3e-05,94339.62,
5,cluttered,caution,gemini,512,4,5,1,1,1,1,1,caution,56,1,2252.0,415,74,5.3e-05,94339.62,
5,cluttered,caution,claude,64,5,3,1,1,0,1,0,,54,1,4423.1,297,64,0.001851,1620.75,
5,cluttered,caution,claude,128,5,5,1,1,1,1,1,caution,87,1,6452.7,297,128,0.002811,1778.73,
5,cluttered,caution,claude,256,5,5,1,1,1,1,1,caution,111,0,5691.4,297,160,0.003291,1519.3,
5,cluttered,caution,claude,512,5,5,1,1,1,1,1,caution,121,0,7421.5,297,175,0.003516,1422.07,
5,cluttered,caution,gpt4o,64,5,4,1,1,0,1,1,safe,41,1,3426.9,226,54,0.00194,2061.86,
5,cluttered,caution,gpt4o,128,5,4,1,1,0,1,1,safe,49,1,2598.4,226,63,0.002075,1927.71,
5,cluttered,caution,gpt4o,256,5,4,1,1,0,1,1,safe,41,1,4217.6,226,54,0.00194,2061.86,
5,cluttered,caution,gpt4o,512,5,4,1,1,0,1,1,safe,41,1,2544.7,226,54,0.00194,2061.86,
5,cluttered,caution,gpt4o_mini,64,5,4,1,1,0,1,1,safe,46,1,3073.9,2993,64,0.000487,8213.55,
5,cluttered,caution,gpt4o_mini,128,5,4,1,1,0,1,1,safe,49,1,2662.6,2993,73,0.000493,8113.59,
5,cluttered,caution,gpt4o_mini,256,5,4,1,1,0,1,1,safe,49,1,2555.9,2993,73,0.000493,8113.59,
5,cluttered,caution,gpt4o_mini,512,5,4,1,1,0,1,1,safe,48,1,2561.5,2993,71,0.000492,8130.08,
5,cluttered,caution,gemini,64,5,4,1,1,1,1,0,caution,50,0,2252.8,415,64,5e-05,80000.0,
5,cluttered,caution,gemini,128,5,5,1,1,1,1,1,caution,54,1,2014.5,415,74,5.3e-05,94339.62,
5,cluttered,caution,gemini,256,5,5,1,1,1,1,1,caution,56,1,2186.7,415,74,5.3e-05,94339.62,
5,cluttered,caution,gemini,512,5,5,1,1,1,1,1,caution,56,1,2291.7,415,74,5.3e-05,94339.62,
6,door_open,safe,claude,64,1,3,1,1,0,1,0,,46,1,7085.0,297,64,0.001851,1620.75,
6,door_open,safe,claude,128,1,4,1,1,0,1,1,hazard,86,1,6964.2,297,128,0.002811,1422.98,
6,door_open,safe,claude,256,1,4,1,1,0,1,1,caution,122,0,6572.3,297,183,0.003636,1100.11,
6,door_open,safe,claude,512,1,4,1,1,0,1,1,caution,127,0,6431.8,297,203,0.003936,1016.26,
6,door_open,safe,gpt4o,64,1,5,1,1,1,1,1,safe,44,1,2645.8,226,57,0.001985,2518.89,
6,door_open,safe,gpt4o,128,1,5,1,1,1,1,1,safe,38,1,2444.5,226,54,0.00194,2577.32,
6,door_open,safe,gpt4o,256,1,5,1,1,1,1,1,safe,38,1,3200.3,226,54,0.00194,2577.32,
6,door_open,safe,gpt4o,512,1,5,1,1,1,1,1,safe,38,1,2861.4,226,54,0.00194,2577.32,
6,door_open,safe,gpt4o_mini,64,1,4,1,1,1,1,0,safe,53,1,2870.8,2993,64,0.000487,8213.55,
6,door_open,safe,gpt4o_mini,128,1,5,1,1,1,1,1,safe,56,1,2867.4,2993,73,0.000493,10141.99,
6,door_open,safe,gpt4o_mini,256,1,5,1,1,1,1,1,safe,52,1,2560.7,2993,73,0.000493,10141.99,
6,door_open,safe,gpt4o_mini,512,1,5,1,1,1,1,1,safe,62,1,2864.6,2993,77,0.000495,10101.01,
6,door_open,safe,gemini,64,1,3,1,1,0,1,0,,49,1,4817.5,415,64,5e-05,60000.0,
6,door_open,safe,gemini,128,1,4,1,1,0,1,1,caution,60,1,1944.1,415,80,5.5e-05,72727.27,
6,door_open,safe,gemini,256,1,4,1,1,0,1,1,caution,60,1,2562.6,415,80,5.5e-05,72727.27,
6,door_open,safe,gemini,512,1,4,1,1,0,1,1,caution,60,1,3477.7,415,80,5.5e-05,72727.27,
6,door_open,safe,claude,64,2,3,1,1,0,1,0,caution,43,1,4047.7,297,64,0.001851,1620.75,
6,door_open,safe,claude,128,2,4,1,1,0,1,1,caution,74,1,5497.8,297,128,0.002811,1422.98,
6,door_open,safe,claude,256,2,4,1,1,0,1,1,caution,115,0,6142.7,297,174,0.003501,1142.53,
6,door_open,safe,claude,512,2,4,1,1,0,1,1,caution,113,0,6304.6,297,171,0.003456,1157.41,
6,door_open,safe,gpt4o,64,2,4,1,1,1,1,0,safe,53,0,2876.9,226,64,0.00209,1913.88,
6,door_open,safe,gpt4o,128,2,5,1,1,1,1,1,safe,44,1,3330.7,226,57,0.001985,2518.89,
6,door_open,safe,gpt4o,256,2,5,1,1,1,1,1,safe,38,1,3151.9,226,54,0.00194,2577.32,
6,door_open,safe,gpt4o,512,2,5,1,1,1,1,1,safe,38,1,2878.6,226,54,0.00194,2577.32,
6,door_open,safe,gpt4o_mini,64,2,4,1,1,1,1,0,safe,48,1,2801.7,2993,64,0.000487,8213.55,
6,door_open,safe,gpt4o_mini,128,2,5,1,1,1,1,1,safe,52,1,2613.6,2993,73,0.000493,10141.99,
6,door_open,safe,gpt4o_mini,256,2,5,1,1,1,1,1,safe,55,1,2469.8,2993,78,0.000496,10080.65,
6,door_open,safe,gpt4o_mini,512,2,5,1,1,1,1,1,safe,52,1,2340.1,2993,73,0.000493,10141.99,
6,door_open,safe,gemini,64,2,3,1,1,0,1,0,,52,1,1949.9,415,64,5e-05,60000.0,
6,door_open,safe,gemini,128,2,4,1,1,0,1,1,caution,60,1,2100.1,415,80,5.5e-05,72727.27,
6,door_open,safe,gemini,256,2,4,1,1,0,1,1,caution,60,1,1994.1,415,80,5.5e-05,72727.27,
6,door_open,safe,gemini,512,2,4,1,1,0,1,1,caution,57,1,3585.9,415,80,5.5e-05,72727.27,
6,door_open,safe,claude,64,3,3,1,1,0,1,0,hazard,45,1,4524.6,297,64,0.001851,1620.75,
6,door_open,safe,claude,128,3,4,1,1,0,1,1,caution,84,1,5116.1,297,128,0.002811,1422.98,
6,door_open,safe,claude,256,3,4,1,1,0,1,1,caution,111,0,7272.9,297,174,0.003501,1142.53,
6,door_open,safe,claude,512,3,4,1,1,0,1,1,caution,112,1,6349.1,297,172,0.003471,1152.41,
6,door_open,safe,gpt4o,64,3,5,1,1,1,1,1,safe,38,1,3580.6,226,54,0.00194,2577.32,
6,door_open,safe,gpt4o,128,3,5,1,1,1,1,1,safe,38,1,2557.6,226,54,0.00194,2577.32,
6,door_open,safe,gpt4o,256,3,5,1,1,1,1,1,safe,38,1,2528.4,226,54,0.00194,2577.32,
6,door_open,safe,gpt4o,512,3,5,1,1,1,1,1,safe,38,1,2283.9,226,54,0.00194,2577.32,
6,door_open,safe,gpt4o_mini,64,3,4,1,1,1,1,0,safe,48,1,2444.0,2993,64,0.000487,8213.55,
6,door_open,safe,gpt4o_mini,128,3,5,1,1,1,1,1,safe,56,1,2573.1,2993,73,0.000493,10141.99,
6,door_open,safe,gpt4o_mini,256,3,5,1,1,1,1,1,safe,52,1,2663.4,2993,73,0.000493,10141.99,
6,door_open,safe,gpt4o_mini,512,3,5,1,1,1,1,1,safe,55,1,2869.7,2993,78,0.000496,10080.65,
6,door_open,safe,gemini,64,3,3,1,1,0,1,0,,49,1,2254.8,415,64,5e-05,60000.0,
6,door_open,safe,gemini,128,3,4,1,1,0,1,1,caution,60,1,2216.5,415,80,5.5e-05,72727.27,
6,door_open,safe,gemini,256,3,4,1,1,0,1,1,caution,60,1,2185.7,415,80,5.5e-05,72727.27,
6,door_open,safe,gemini,512,3,4,1,1,0,1,1,caution,57,1,2364.3,415,80,5.5e-05,72727.27,
6,door_open,safe,claude,64,4,3,1,1,0,1,0,,50,1,4001.9,297,64,0.001851,1620.75,
6,door_open,safe,claude,128,4,4,1,1,0,1,1,hazard,82,1,6149.3,297,128,0.002811,1422.98,
6,door_open,safe,claude,256,4,4,1,1,0,1,1,caution,101,1,6963.4,297,160,0.003291,1215.44,
6,door_open,safe,claude,512,4,4,1,1,0,1,1,caution,111,1,7983.0,297,173,0.003486,1147.45,
6,door_open,safe,gpt4o,64,4,5,1,1,1,1,1,safe,38,1,3274.2,226,54,0.00194,2577.32,
6,door_open,safe,gpt4o,128,4,5,1,1,1,1,1,safe,44,1,2966.8,226,57,0.001985,2518.89,
6,door_open,safe,gpt4o,256,4,5,1,1,1,1,1,safe,38,1,2767.2,226,54,0.00194,2577.32,
6,door_open,safe,gpt4o,512,4,5,1,1,1,1,1,safe,38,1,2559.6,226,54,0.00194,2577.32,
6,door_open,safe,gpt4o_mini,64,4,4,1,1,1,1,0,safe,48,1,2329.1,2993,64,0.000487,8213.55,
6,door_open,safe,gpt4o_mini,128,4,5,1,1,1,1,1,safe,52,1,2798.5,2993,73,0.000493,10141.99,
6,door_open,safe,gpt4o_mini,256,4,5,1,1,1,1,1,safe,57,1,2856.1,2993,78,0.000496,10080.65,
6,door_open,safe,gpt4o_mini,512,4,5,1,1,1,1,1,safe,54,1,2567.0,2993,69,0.00049,10204.08,
6,door_open,safe,gemini,64,4,3,1,1,0,1,0,,49,1,2251.3,415,64,5e-05,60000.0,
6,door_open,safe,gemini,128,4,4,1,1,0,1,1,caution,57,1,1960.4,415,80,5.5e-05,72727.27,
6,door_open,safe,gemini,256,4,4,1,1,0,1,1,caution,57,1,2235.2,415,80,5.5e-05,72727.27,
6,door_open,safe,gemini,512,4,4,1,1,0,1,1,caution,60,1,2570.8,415,80,5.5e-05,72727.27,
6,door_open,safe,claude,64,5,4,1,1,1,1,0,safe,47,1,4104.4,297,64,0.001851,2160.99,
6,door_open,safe,claude,128,5,4,1,1,0,1,1,caution,78,1,5645.1,297,128,0.002811,1422.98,
6,door_open,safe,claude,256,5,4,1,1,0,1,1,caution,126,1,6744.9,297,189,0.003726,1073.54,
6,door_open,safe,claude,512,5,4,1,1,0,1,1,caution,119,0,5835.2,297,167,0.003396,1177.86,
