condition,model,scene_label,truth,run,yolo_type,yolo_meta,clip_label,clip_risk,clip_conf,detected_risk,risk_correct,quality_score,s1_scene,s2_proximity,s3_risk,s4_length,s5_pilot_action,word_count,latency_ms,input_tokens,output_tokens,cost_usd,reply,error
yolo_enhanced_only,yolo_enhanced,object_table,safe,2,yolo-world,YOLO detections: none,uncertain (a very dark scene with almost ),unknown,0.1155,safe,1,1,0,0,1,0,0,0,60.47,0,0,0.0,,
yolo_enhanced_only,yolo_enhanced,object_table,safe,3,yolo-world,YOLO detections: none,uncertain (a very dark scene with almost ),unknown,0.1155,safe,1,1,0,0,1,0,0,0,57.8,0,0,0.0,,
yolo_enhanced_only,yolo_enhanced,object_table,safe,4,yolo-world,YOLO detections: none,uncertain (a very dark scene with almost ),unknown,0.1155,safe,1,1,0,0,1,0,0,0,58.08,0,0,0.0,,
yolo_enhanced_only,yolo_enhanced,object_table,safe,5,yolo-world,YOLO detections: none,uncertain (a very dark scene with almost ),unknown,0.1155,safe,1,1,0,0,1,0,0,0,58.16,0,0,0.0,,
llm_only,claude,object_table,safe,1,,,,,0.0,caution,0,4,1,1,0,1,1,61,4082.7,274,95,0.002247,"Description: The image shows an indoor environment with a laptop computer open on a desk displaying code or a development environment, with shelving/storage units visible in the background.
Proximity: The desk and laptop appear to be within 1-2 meters; surrounding furniture and shelving are at moderate distances of 2-4 meters. No persons are visibly detected.
Risk: caution

Pilot suggested action: SLOW_DOWN",
llm_only,gpt4o,object_table,safe,1,,,,,0.0,caution,0,4,1,1,0,1,1,47,2885.4,207,59,0.00192,"Description: The image shows a laptop on a table with a screen displaying code or data. The background appears to be an indoor setting with shelves or cabinets.
Proximity: The laptop is close, likely within a few feet of the camera.
Risk: Caution
Pilot suggested action: HOLD",
llm_only,gpt4o_mini,object_table,safe,1,,,,,0.0,caution,0,4,1,1,0,1,1,63,3463.4,2974,81,0.000495,"Description: The image shows a laptop on a table, displaying a software interface with various colored elements, likely related to audio or video editing. The background appears to be a room with multiple objects and furniture, but details are unclear due to low lighting.  
Proximity: The laptop is close to the camera, likely within a few feet.  
Risk: caution  
Pilot suggested action: SLOW_DOWN",
llm_only,gemini,object_table,safe,1,,,,,0.0,caution,0,4,1,1,0,1,1,50,2164.2,398,66,5e-05,"Description: The image shows a laptop on a table, with a software interface visible on its screen. The background appears to be an indoor setting with shelves or cabinets and windows.
Proximity: The laptop is very close, likely within 1-2 feet of the camera.
Risk: Caution
Pilot suggested action: HOLD",
llm_only,claude,object_table,safe,2,,,,,0.0,caution,0,4,1,1,0,1,1,105,5621.5,274,161,0.003237,"Description: A laptop computer displaying code/programming environment is sitting on a desk in what appears to be an indoor office or library setting with shelving visible in the background.
Proximity: The scene shows an indoor environment; nearest objects (desk, laptop) appear to be within 1-2 meters; shelving units visible at approximately 3-5 meters.
Risk: caution

Pilot suggested action: SLOW_DOWN

**Reasoning:** The drone appears to be indoors in a confined space with furniture, shelving, and limited clearance. Indoor environments with obstacles present collision risks. The image is also somewhat dark/low quality, reducing situational awareness. Slowing down is advised to allow for safe navigation and obstacle avoidance.",
llm_only,gpt4o,object_table,safe,2,,,,,0.0,caution,0,4,1,1,0,1,1,47,3511.3,207,59,0.00192,"Description: The image shows a laptop on a table with a screen displaying code or data. The background appears to be an indoor setting with shelves or cabinets.
Proximity: The laptop is close, likely within a few feet of the camera.
Risk: Caution
Pilot suggested action: HOLD",
llm_only,gpt4o_mini,object_table,safe,2,,,,,0.0,caution,0,4,1,1,0,1,1,63,2995.2,2974,81,0.000495,"Description: The image shows a laptop on a table, displaying a software interface with various colored elements, likely related to audio or video editing. The background appears to be a room with multiple objects and furniture, but details are unclear due to low lighting.  
Proximity: The laptop is close to the camera, likely within a few feet.  
Risk: caution  
Pilot suggested action: SLOW_DOWN",
llm_only,gemini,object_table,safe,2,,,,,0.0,caution,0,4,1,1,0,1,1,45,2096.1,398,61,4.8e-05,"Description: The image shows a laptop on a table, with a software interface visible on its screen. The background appears to be an indoor setting with shelves and windows.
Proximity: The laptop is very close, likely within 0-1 meters.
Risk: caution
Pilot suggested action: HOLD",
llm_only,claude,object_table,safe,3,,,,,0.0,caution,0,4,1,1,0,1,1,53,4402.5,274,79,0.002007,"Description: A laptop computer displaying code/programming environment is sitting on a desk in what appears to be an indoor room with shelving and equipment in the background.
Proximity: Indoor enclosed space; walls and furniture appear within 3-5 meters; no moving persons visible but cluttered environment with obstacles.
Risk: caution

Pilot suggested action: HOLD",
llm_only,gpt4o,object_table,safe,3,,,,,0.0,caution,0,4,1,1,0,1,1,47,2763.6,207,59,0.00192,"Description: The image shows a laptop on a table with a screen displaying code or data. The background appears to be an indoor setting with shelves or cabinets.
Proximity: The laptop is close, likely within a few feet of the camera.
Risk: Caution
Pilot suggested action: HOLD",
llm_only,gpt4o_mini,object_table,safe,3,,,,,0.0,caution,0,4,1,1,0,1,1,63,2352.9,2974,81,0.000495,"Description: The image shows a laptop on a table, displaying a software interface with various colored elements, likely related to audio or video editing. The background appears to be a room with multiple objects and furniture, but details are unclear due to low lighting.  
Proximity: The laptop is close to the camera, likely within a few feet.  
Risk: caution  
Pilot suggested action: SLOW_DOWN",
llm_only,gemini,object_table,safe,3,,,,,0.0,caution,0,4,1,1,0,1,1,50,2052.0,398,66,5e-05,"Description: The image shows a laptop on a table, with a software interface visible on its screen. The background appears to be an indoor setting with shelves or cabinets and windows.
Proximity: The laptop is very close, likely within 1-2 feet of the camera.
Risk: Caution
Pilot suggested action: HOLD",
llm_only,claude,object_table,safe,4,,,,,0.0,hazard,0,4,1,1,0,1,1,105,5429.8,274,156,0.003162,"Description: A laptop computer displaying code/programming environment is sitting on a desk in what appears to be an indoor office or library setting with shelving visible in the background.
Proximity: The laptop and desk surface are very close to the camera (within 1-2 feet); shelving and furniture are visible at moderate distance (5-10 feet).
Risk: caution

Pilot suggested action: HOLD

> **Note:** The drone appears to be indoors in a confined space with nearby obstacles (desk, laptop, shelving). Indoor flight poses significant risk due to limited clearance, GPS unreliability, and potential collision hazards. Recommend landing immediately or carefully maneuvering away from obstacles before holding position.",
llm_only,gpt4o,object_table,safe,4,,,,,0.0,caution,0,4,1,1,0,1,1,48,2619.9,207,60,0.001935,"Description: The image shows a laptop on a table with a screen displaying code or data analysis. The background appears to be an indoor setting with shelves and equipment.
Proximity: The laptop is close, likely within a few feet of the camera.
Risk: Caution
Pilot suggested action: HOLD",
llm_only,gpt4o_mini,object_table,safe,4,,,,,0.0,safe,1,5,1,1,1,1,1,56,2702.8,2974,74,0.000491,"Description: The image shows a laptop on a table, displaying a software interface with various colored elements and text. The background appears to be a room with multiple objects, possibly indicating a workspace or studio environment.  
Proximity: The laptop is likely within arm's reach, suggesting close proximity to the observer.  
Risk: safe  
Pilot suggested action: PROCEED",
llm_only,gemini,object_table,safe,4,,,,,0.0,caution,0,4,1,1,0,1,1,45,2111.3,398,61,4.8e-05,"Description: The image shows a laptop on a table, with a software interface visible on its screen. The background appears to be an indoor setting with shelves and windows.
Proximity: The laptop is very close, likely within 0-1 meters.
Risk: caution
Pilot suggested action: HOLD",
llm_only,claude,object_table,safe,5,,,,,0.0,hazard,0,4,1,1,0,1,1,119,5731.4,274,160,0.003222,"Description: A laptop computer displaying code/programming environment is sitting on a desk or table in what appears to be an indoor office or library setting with shelving visible in the background.
Proximity: The laptop and desk are very close to the camera/drone, appearing to be within 1-2 feet. Shelving and other objects are visible at a moderate distance in the background.
Risk: hazard

Pilot suggested action: LAND

**Rationale:** The drone appears to be extremely close to or resting on a desk surface with a laptop directly in front of it. The indoor confined space with nearby objects on all sides presents a high collision risk. Immediate landing or controlled stop is recommended to prevent damage to equipment or surroundings.",
llm_only,gpt4o,object_table,safe,5,,,,,0.0,caution,0,4,1,1,0,1,1,47,2708.1,207,59,0.00192,"Description: The image shows a laptop on a table with a screen displaying code or data. The background appears to be an indoor setting with shelves or cabinets.
Proximity: The laptop is close, likely within a few feet of the camera.
Risk: Caution
Pilot suggested action: HOLD",
llm_only,gpt4o_mini,object_table,safe,5,,,,,0.0,caution,0,4,1,1,0,1,1,62,2148.4,2974,81,0.000495,"Description: The image shows a laptop on a table, displaying a screen with various coding or editing software open. The background appears to be a room with multiple objects and furniture, but details are unclear due to low lighting.  
Proximity: The laptop is likely within arm's reach, but the exact distance to other objects is indeterminate.  
Risk: caution  
Pilot suggested action: SLOW_DOWN",
llm_only,gemini,object_table,safe,5,,,,,0.0,caution,0,4,1,1,0,1,1,50,1744.1,398,66,5e-05,"Description: The image shows a laptop on a table, with a software interface visible on its screen. The background appears to be an indoor setting with shelves or cabinets and windows.
Proximity: The laptop is very close, likely within 1-2 feet of the camera.
Risk: Caution
Pilot suggested action: HOLD",
combined_enhanced,claude,object_table,safe,1,yolo-world,YOLO detections: none,uncertain (a very dark scene with almost ),unknown,0.1155,hazard,0,4,1,1,0,1,1,93,5257.2,418,134,0.003264,"Description: The image shows an indoor environment with a laptop computer open on a desk, displaying code/development software, with shelving or storage units visible in the background. YOLO detected no objects despite clear visual content, and CLIP's low confidence ""dark scene"" label is somewhat accurate given the dim lighting conditions.

Proximity: The desk and laptop appear to be at close range (estimated 1-3 meters), with walls and shelving structure in the background at approximately 3-5 meters. The environment is clearly a confined indoor space with multiple obstacles.

Risk: hazard

Pilot suggested action: LAND",
combined_enhanced,gpt4o,object_table,safe,1,yolo-world,YOLO detections: none,uncertain (a very dark scene with almost ),unknown,0.1155,caution,0,4,1,1,0,1,1,70,3343.5,328,91,0.003005,"Description: The image shows a laptop on a table in what appears to be an indoor setting, possibly a workspace or office. The scene is dimly lit, which aligns with the CLIP label of a very dark scene. There are no YOLO detections, but the environment seems cluttered with various objects in the background.

Proximity: The laptop is close, likely within a few feet.

Risk: Caution

Pilot suggested action: HOLD",
combined_enhanced,gpt4o_mini,object_table,safe,1,yolo-world,YOLO detections: none,uncertain (a very dark scene with almost ),unknown,0.1155,caution,0,4,1,1,0,1,1,68,2548.3,3095,90,0.000518,"Description: The image shows a laptop on a table in a dimly lit environment, with some indistinct objects in the background. The YOLO detection indicates none, and the CLIP label suggests uncertainty, which aligns with the low visibility in the scene. 

Proximity: The laptop appears to be close, likely within a few feet, but the overall environment is unclear due to darkness.

Risk: caution

Pilot suggested action: SLOW_DOWN",
combined_enhanced,gemini,object_table,safe,1,yolo-world,YOLO detections: none,uncertain (a very dark scene with almost ),unknown,0.1155,hazard,0,4,1,1,0,1,1,64,1760.0,514,84,6.4e-05,"Description: The image shows a laptop on a desk, with a room visible in the background. The CLIP label of ""uncertain (a very dark scene with almost )"" is inaccurate as the scene is clearly visible and not particularly dark.
Proximity: The laptop is very close, likely within 1-2 feet. The background appears to be several feet away.
Risk: hazard
Pilot suggested action: STOP",
combined_enhanced,claude,object_table,safe,2,yolo-world,YOLO detections: none,uncertain (a very dark scene with almost ),unknown,0.1155,hazard,0,4,1,1,0,1,1,96,5119.2,418,143,0.003399,"Description: The image shows an indoor environment with a laptop computer open on a desk, displaying what appears to be code or a development environment; the scene is dimly lit with shelving/equipment visible in the background. YOLO detected no objects despite visible obstacles, and CLIP's low-confidence ""dark scene"" label aligns with the poor lighting conditions.

Proximity: Multiple objects are in close proximity — the laptop and desk are in the foreground (estimated 1–2 meters), with shelving and structures visible within 3–5 meters in the background, indicating a cluttered indoor space.

Risk: hazard

Pilot suggested action: LAND",
combined_enhanced,gpt4o,object_table,safe,2,yolo-world,YOLO detections: none,uncertain (a very dark scene with almost ),unknown,0.1155,caution,0,4,1,1,0,1,1,72,2862.3,328,91,0.003005,"Description: The image shows a laptop on a table in what appears to be an indoor setting. The scene is somewhat dark, and the laptop screen displays a program with various charts and code. There are no YOLO detections, and the CLIP label is uncertain, which aligns with the lack of clear context in the image.
Proximity: The laptop is close, likely within a few feet.
Risk: Caution
Pilot suggested action: HOLD",
combined_enhanced,gpt4o_mini,object_table,safe,2,yolo-world,YOLO detections: none,uncertain (a very dark scene with almost ),unknown,0.1155,caution,0,4,1,1,0,1,1,68,2343.6,3095,89,0.000518,"Description: The image shows a laptop on a table in a dimly lit environment, with no visible objects or people around. The YOLO detection indicates none, and the CLIP label suggests uncertainty, which aligns with the low visibility in the scene. 

Proximity: The laptop appears to be close, likely within a few feet, but the overall environment is unclear due to darkness.

Risk: caution

Pilot suggested action: SLOW_DOWN",
combined_enhanced,gemini,object_table,safe,2,yolo-world,YOLO detections: none,uncertain (a very dark scene with almost ),unknown,0.1155,caution,0,4,1,1,0,1,1,67,1550.9,514,89,6.5e-05,"Description: The image shows a laptop on a desk, with a blurred background that appears to be an indoor setting with shelves or windows. The CLIP label of ""uncertain (a very dark scene with almost )"" is inaccurate as the scene is clearly visible and not particularly dark.
Proximity: The laptop is very close, likely within 1-2 feet of the camera.
Risk: caution
Pilot suggested action: SLOW_DOWN",
combined_enhanced,claude,object_table,safe,3,yolo-world,YOLO detections: none,uncertain (a very dark scene with almost ),unknown,0.1155,hazard,0,4,1,1,0,1,1,88,5243.2,418,126,0.003144,"Description: The image shows an indoor environment with a laptop on a desk displaying code/programming interface, with shelving units and equipment visible in the background. YOLO detected no objects and CLIP flagged uncertainty due to darkness, but the image clearly shows an indoor room with multiple obstacles including furniture, shelving, and electronic equipment.

Proximity: Multiple obstacles are visually close — the desk and laptop appear within 1-2 meters, with shelving and walls forming a confined indoor space with very limited navigable clearance.

Risk: hazard

Pilot suggested action: LAND",
combined_enhanced,gpt4o,object_table,safe,3,yolo-world,YOLO detections: none,uncertain (a very dark scene with almost ),unknown,0.1155,caution,0,4,1,1,0,1,1,55,2845.4,328,71,0.002705,"Description: The image shows a laptop on a table in what appears to be an indoor setting, possibly a workspace or office. The scene is somewhat dark, and the CLIP label indicates uncertainty, which aligns with the low visibility.
Proximity: The laptop is close, likely within a few feet.
Risk: Caution
Pilot suggested action: HOLD",
combined_enhanced,gpt4o_mini,object_table,safe,3,yolo-world,YOLO detections: none,uncertain (a very dark scene with almost ),unknown,0.1155,caution,0,4,1,1,0,1,1,68,2353.7,3095,89,0.000518,"Description: The image shows a laptop on a table in a dimly lit environment, with no visible objects or people around. The YOLO detection indicates none, and the CLIP label suggests uncertainty, which aligns with the low visibility of the scene. 

Proximity: The laptop appears to be close, likely within a few feet, but the overall environment is unclear due to darkness.

Risk: caution

Pilot suggested action: SLOW_DOWN",
combined_enhanced,gemini,object_table,safe,3,yolo-world,YOLO detections: none,uncertain (a very dark scene with almost ),unknown,0.1155,hazard,0,4,1,1,0,1,1,64,1954.1,514,84,6.4e-05,"Description: The image shows a laptop on a desk, with a room visible in the background. The CLIP label of ""uncertain (a very dark scene with almost )"" is inaccurate as the scene is clearly visible and not particularly dark.
Proximity: The laptop is very close, likely within 1-2 feet. The background appears to be several feet away.
Risk: hazard
Pilot suggested action: STOP",
combined_enhanced,claude,object_table,safe,4,yolo-world,YOLO detections: none,uncertain (a very dark scene with almost ),unknown,0.1155,hazard,0,4,1,1,0,1,1,82,5327.4,418,117,0.003009,"Description: The image shows an indoor environment with a laptop on a desk displaying code/IDE, with shelving units and equipment visible in the background. YOLO detected no objects and CLIP is uncertain, but the image clearly shows an enclosed indoor space with multiple obstacles including furniture, shelving, and electronic equipment.

Proximity: Multiple obstacles are visually close — the desk and laptop appear within 1-2 meters, with shelving and walls forming a confined space throughout the frame.

Risk: hazard

Pilot suggested action: LAND",
combined_enhanced,gpt4o,object_table,safe,4,yolo-world,YOLO detections: none,uncertain (a very dark scene with almost ),unknown,0.1155,caution,0,4,1,1,0,1,1,55,3165.9,328,71,0.002705,"Description: The image shows a laptop on a table in what appears to be an indoor setting, possibly a workspace or office. The scene is somewhat dark, and the CLIP label indicates uncertainty, which aligns with the low visibility.
Proximity: The laptop is close, likely within a few feet.
Risk: Caution
Pilot suggested action: HOLD",
combined_enhanced,gpt4o_mini,object_table,safe,4,yolo-world,YOLO detections: none,uncertain (a very dark scene with almost ),unknown,0.1155,caution,0,4,1,1,0,1,1,68,2354.2,3095,89,0.000518,"Description: The image shows a laptop on a table in a dimly lit environment, with no visible objects or people around. The YOLO detection indicates none, and the CLIP label suggests uncertainty, which aligns with the low visibility in the scene. 

Proximity: The laptop appears to be close, likely within a few feet, but the overall environment is unclear due to darkness.

Risk: caution

Pilot suggested action: SLOW_DOWN",
combined_enhanced,gemini,object_table,safe,4,yolo-world,YOLO detections: none,uncertain (a very dark scene with almost ),unknown,0.1155,caution,0,4,1,1,0,1,1,67,2053.3,514,89,6.5e-05,"Description: The image shows a laptop on a desk, with a blurred background that appears to be an indoor setting with shelves or windows. The CLIP label of ""uncertain (a very dark scene with almost )"" is inaccurate as the scene is clearly visible and not particularly dark.
Proximity: The laptop is very close, likely within 1-2 feet of the camera.
Risk: caution
Pilot suggested action: SLOW_DOWN",
combined_enhanced,claude,object_table,safe,5,yolo-world,YOLO detections: none,uncertain (a very dark scene with almost ),unknown,0.1155,hazard,0,4,1,1,0,1,1,95,5225.9,418,133,0.003249,"Description: The image shows an indoor environment with a laptop computer on a desk displaying code/development environment, with shelving units and office equipment visible in the background. Despite YOLO detecting nothing and CLIP labeling it as a dark uncertain scene, the image clearly shows a cluttered indoor space with multiple obstacles including furniture, shelving, and equipment.

Proximity: Multiple obstacles are within close range — the desk and laptop appear to be approximately 1-2 meters away, with shelving and walls forming a confined indoor space with very limited navigable clearance.

Risk: hazard

Pilot suggested action: LAND",
combined_enhanced,gpt4o,object_table,safe,5,yolo-world,YOLO detections: none,uncertain (a very dark scene with almost ),unknown,0.1155,caution,0,4,1,1,0,1,1,55,2761.7,328,71,0.002705,"Description: The image shows a laptop on a table in what appears to be an indoor setting, possibly a workspace or office. The scene is somewhat dark, and the CLIP label indicates uncertainty, which aligns with the low visibility.
Proximity: The laptop is close, likely within a few feet.
Risk: Caution
Pilot suggested action: HOLD",
combined_enhanced,gpt4o_mini,object_table,safe,5,yolo-world,YOLO detections: none,uncertain (a very dark scene with almost ),unknown,0.1155,caution,0,4,1,1,0,1,1,74,2461.8,3095,96,0.000522,"Description: The image shows a laptop on a table in a dimly lit environment, with some reflections and shadows indicating a cluttered background. The YOLO detection indicates no objects, but the CLIP label suggests uncertainty about the scene, which aligns with the low visibility in the image. 

Proximity: The laptop appears to be close, likely within a few feet, but the overall environment is unclear due to darkness.

Risk: caution

Pilot suggested action: SLOW_DOWN",
combined_enhanced,gemini,object_table,safe,5,yolo-world,YOLO detections: none,uncertain (a very dark scene with almost ),unknown,0.1155,hazard,0,4,1,1,0,1,1,64,2053.5,514,84,6.4e-05,"Description: The image shows a laptop on a desk, with a room visible in the background. The CLIP label of ""uncertain (a very dark scene with almost )"" is inaccurate as the scene is clearly visible and not particularly dark.
Proximity: The laptop is very close, likely within 1-2 feet. The background appears to be several feet away.
Risk: hazard
Pilot suggested action: STOP",
yolo_enhanced_only,yolo_enhanced,dim_light,caution,1,yolo-world,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (a wall directly blocking and f),unknown,0.1178,hazard,0,0,0,0,0,0,0,0,56.55,0,0,0.0,,
yolo_enhanced_only,yolo_enhanced,dim_light,caution,2,yolo-world,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (a wall directly blocking and f),unknown,0.1178,hazard,0,0,0,0,0,0,0,0,57.04,0,0,0.0,,
yolo_enhanced_only,yolo_enhanced,dim_light,caution,3,yolo-world,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (a wall directly blocking and f),unknown,0.1178,hazard,0,0,0,0,0,0,0,0,58.24,0,0,0.0,,
yolo_enhanced_only,yolo_enhanced,dim_light,caution,4,yolo-world,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (a wall directly blocking and f),unknown,0.1178,hazard,0,0,0,0,0,0,0,0,57.8,0,0,0.0,,
yolo_enhanced_only,yolo_enhanced,dim_light,caution,5,yolo-world,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (a wall directly blocking and f),unknown,0.1178,hazard,0,0,0,0,0,0,0,0,57.89,0,0,0.0,,
llm_only,claude,dim_light,caution,1,,,,,0.0,caution,1,5,1,1,1,1,1,76,4698.3,274,122,0.002652,"Description: The image shows what appears to be an indoor room captured with night vision or infrared imaging, revealing furniture including what looks like a couch/sofa and possibly a chair or pillow in the foreground-right area, with windows or shelving visible in the background.
Proximity: Objects (furniture) appear to be within 1-3 meters, with a large object (chair/cushion) close on the right side potentially within 1-2 meters of the drone.
Risk: caution

Pilot suggested action: SLOW_DOWN",
llm_only,gpt4o,dim_light,caution,1,,,,,0.0,caution,1,5,1,1,1,1,1,50,2761.8,207,66,0.002025,"Description: The image is very grainy and dark, making it difficult to discern specific details. It appears to be an indoor setting with some furniture visible.
Proximity: Objects appear to be within a few meters, but exact distances are unclear due to poor visibility.
Risk: Caution
Pilot suggested action: SLOW_DOWN",
llm_only,gpt4o_mini,dim_light,caution,1,,,,,0.0,caution,1,5,1,1,1,1,1,50,2457.7,2974,69,0.000487,"Description: The image appears to be dark and grainy, with indistinct shapes and outlines that suggest a cluttered indoor environment. There are no clearly visible objects or people.  
Proximity: Objects seem to be close, but visibility is too poor to make a precise estimate.  
Risk: caution  
Pilot suggested action: SLOW_DOWN",
llm_only,gemini,dim_light,caution,1,,,,,0.0,caution,1,5,1,1,1,1,1,52,1855.0,398,79,5.4e-05,"Description: The image is very grainy and green-tinted, making it difficult to discern clear objects. There appears to be some foliage or blurred shapes, possibly a building in the background, and a large, light-green, curved object on the right.
Proximity: Indiscernible due to poor image quality.
Risk: caution
Pilot suggested action: SLOW_DOWN",
llm_only,claude,dim_light,caution,2,,,,,0.0,caution,1,5,1,1,1,1,1,65,7877.1,274,115,0.002547,"Description: The image shows what appears to be an indoor room with furniture (possibly a couch or chair) visible, captured with heavy green-tinted noise/grain, suggesting a low-light or night-vision-style feed with poor image quality.
Proximity: Furniture appears to be within 2–4 meters; a large object (chair/cushion) is visible on the right side at close range, roughly 1–2 meters away.
Risk: caution
Pilot suggested action: SLOW_DOWN",
llm_only,gpt4o,dim_light,caution,2,,,,,0.0,caution,1,5,1,1,1,1,1,50,3581.5,207,66,0.002025,"Description: The image is very grainy and dark, making it difficult to discern specific details. It appears to be an indoor setting with some furniture visible.
Proximity: Objects appear to be within a few meters, but exact distance is unclear due to poor visibility.
Risk: Caution
Pilot suggested action: SLOW_DOWN",
llm_only,gpt4o_mini,dim_light,caution,2,,,,,0.0,caution,1,5,1,1,1,1,1,50,2355.3,2974,69,0.000487,"Description: The image appears to be dark and grainy, with indistinct shapes and outlines that suggest a cluttered indoor environment. There are no clearly visible objects or people.  
Proximity: Objects seem to be close, but visibility is too poor to make a precise estimate.  
Risk: caution  
Pilot suggested action: SLOW_DOWN",
llm_only,gemini,dim_light,caution,2,,,,,0.0,caution,1,5,1,1,1,1,1,52,1949.9,398,79,5.4e-05,"Description: The image is very grainy and green-tinted, making it difficult to discern clear objects. There appears to be some foliage or blurred shapes, possibly a building in the background, and a large, light-green, curved object on the right.
Proximity: Indiscernible due to poor image quality.
Risk: caution
Pilot suggested action: SLOW_DOWN",
llm_only,claude,dim_light,caution,3,,,,,0.0,hazard,0,4,1,1,0,1,1,70,5431.9,274,114,0.002532,"Description: The image appears to be a heavily noise-corrupted, low-light indoor scene showing what looks like furniture (possibly a couch or chair) and room elements, captured with significant green-channel interference or night-vision distortion.
Proximity: Multiple objects appear close — furniture is estimated within 1–3 meters, with a large object (possibly a chair or cushion) prominently visible on the right side at approximately 1–2 meters.
Risk: hazard

Pilot suggested action: HOLD",
llm_only,gpt4o,dim_light,caution,3,,,,,0.0,caution,1,5,1,1,1,1,1,50,2966.2,207,66,0.002025,"Description: The image is very grainy and dark, making it difficult to discern specific details. It appears to be an indoor setting with some furniture visible.
Proximity: Objects appear to be within a few meters, but exact distance is unclear due to poor visibility.
Risk: Caution
Pilot suggested action: SLOW_DOWN",
llm_only,gpt4o_mini,dim_light,caution,3,,,,,0.0,caution,1,5,1,1,1,1,1,54,2452.8,2974,73,0.00049,"Description: The image appears to be dark and grainy, with indistinct shapes and outlines that suggest a cluttered indoor environment. There are no clearly identifiable objects or people visible.  
Proximity: Objects seem to be within a close range, but visibility is too poor to make a precise estimate.  
Risk: caution  
Pilot suggested action: SLOW_DOWN",
llm_only,gemini,dim_light,caution,3,,,,,0.0,caution,1,5,1,1,1,1,1,42,1853.9,398,63,4.9e-05,"Description: The image is very grainy and green-tinted, making it difficult to discern clear objects. There appears to be some foliage or indistinct shapes in the foreground and background.
Proximity: Indiscernible due to poor image quality.
Risk: caution
Pilot suggested action: SLOW_DOWN",
llm_only,claude,dim_light,caution,4,,,,,0.0,hazard,0,4,1,1,0,1,1,64,4094.2,274,100,0.002322,"Description: The image shows what appears to be an indoor room with heavy noise/grain and a strong green color cast, suggesting night vision or low-light imaging conditions. Furniture including what looks like a couch or chair is visible in the foreground.
Proximity: Objects (furniture) appear to be within 1–3 meters of the drone, posing a close-range obstruction risk.
Risk: hazard
Pilot suggested action: HOLD",
llm_only,gpt4o,dim_light,caution,4,,,,,0.0,caution,1,5,1,1,1,1,1,50,2965.6,207,66,0.002025,"Description: The image is very grainy and dark, making it difficult to discern specific details. It appears to be an indoor setting with some furniture visible.
Proximity: Objects appear to be within a few meters, but exact distance is unclear due to poor visibility.
Risk: Caution
Pilot suggested action: SLOW_DOWN",
llm_only,gpt4o_mini,dim_light,caution,4,,,,,0.0,caution,1,5,1,1,1,1,1,56,2457.9,2974,75,0.000491,"Description: The image appears to be dark and grainy, with indistinct shapes and outlines that suggest a cluttered indoor environment. There are no clearly visible objects or people identifiable in the scene.  
Proximity: Objects seem to be relatively close, but their exact distance is unclear due to the low visibility.  
Risk: caution  
Pilot suggested action: SLOW_DOWN",
llm_only,gemini,dim_light,caution,4,,,,,0.0,caution,1,5,1,1,1,1,1,52,1745.3,398,79,5.4e-05,"Description: The image is very grainy and green-tinted, making it difficult to discern clear objects. There appears to be some foliage or blurred shapes, possibly a building in the background, and a large, light-green, curved object on the right.
Proximity: Indiscernible due to poor image quality.
Risk: caution
Pilot suggested action: SLOW_DOWN",
llm_only,claude,dim_light,caution,5,,,,,0.0,caution,1,5,1,1,1,1,1,77,5119.1,274,112,0.002502,"Description: The image shows an indoor room scene captured with significant green/blue noise and poor image quality, appearing to be a living room or bedroom with furniture including what looks like a couch or chair and possibly a pillow or cushion on the right side.
Proximity: Furniture appears to be within 1-3 meters; a large object (possible chair/cushion) is prominent on the right side and may be close to the drone.
Risk: caution

Pilot suggested action: SLOW_DOWN",
llm_only,gpt4o,dim_light,caution,5,,,,,0.0,caution,1,5,1,1,1,1,1,41,3204.1,207,57,0.00189,"Description: The image is grainy and appears to be taken in a dimly lit indoor environment with indistinct objects and possibly furniture.
Proximity: Objects appear to be within a few meters, but details are unclear.
Risk: Caution
Pilot suggested action: SLOW_DOWN",
llm_only,gpt4o_mini,dim_light,caution,5,,,,,0.0,caution,1,5,1,1,1,1,1,47,2223.6,2974,66,0.000486,"Description: The image appears to be dark and grainy, with indistinct shapes and outlines that suggest a cluttered indoor environment. There are no clearly visible objects or people.  
Proximity: Objects seem to be within a few meters, but visibility is poor.  
Risk: caution  
Pilot suggested action: SLOW_DOWN",
llm_only,gemini,dim_light,caution,5,,,,,0.0,caution,1,5,1,1,1,1,1,42,1848.4,398,63,4.9e-05,"Description: The image is very grainy and green-tinted, making it difficult to discern clear objects. There appears to be some foliage or indistinct shapes in the foreground and background.
Proximity: Indiscernible due to poor image quality.
Risk: caution
Pilot suggested action: SLOW_DOWN",
