t_s,roll_deg,pitch_deg,roll_error_deg,pitch_error_deg
2.97,9.624,-0.02,0.3781,0.0146
2.975,9.621,-0.021,0.3762,0.02
2.98,9.624,-0.018,0.3785,0.0208
2.985,9.623,-0.017,0.3759,0.0184
2.99,9.624,-0.013,0.3769,0.0174
2.995,9.627,-0.01,0.3759,0.0133
3.0,9.626,-0.005,0.3732,0.0097
3.005,9.622,-0.006,0.3735,0.0055
3.01,9.621,-0.008,0.3777,0.0061
3.015,9.621,-0.01,0.3793,0.0081
3.02,9.618,-0.015,0.3791,0.0104
3.025,9.614,-0.017,0.382,0.0153
3.03,9.612,-0.015,0.3857,0.0168
3.035,9.615,-0.019,0.3879,0.0148
3.04,9.617,-0.019,0.385,0.0192
3.045,9.615,-0.012,0.3834,0.0186
3.05,9.613,-0.014,0.3848,0.0125
3.055,9.615,-0.015,0.3872,0.0138
3.06,9.622,-0.011,0.3853,0.0155
3.065,9.624,-0.008,0.3782,0.0105
3.07,9.632,-0.009,0.3759,0.0079
3.075,9.635,-0.008,0.3683,0.0093
3.08,9.642,-0.011,0.3647,0.0084
3.085,9.64,-0.011,0.3584,0.0111
3.09,9.642,-0.013,0.3601,0.011
3.095,9.64,-0.016,0.3582,0.0129
3.1,9.638,-0.023,0.3601,0.0162
3.105,9.637,-0.027,0.3617,0.0229
3.11,9.632,-0.033,0.3628,0.0266
3.115,9.629,-0.033,0.3685,0.0333
3.12,9.625,-0.036,0.3712,0.0334
3.125,9.624,-0.032,0.3745,0.036
3.13,9.622,-0.034,0.3761,0.0324
3.135,9.62,-0.027,0.3775,0.0337
3.14,9.622,-0.024,0.3801,0.0267
3.145,9.625,-0.013,0.3776,0.0238
3.15,9.624,-0.009,0.3752,0.0131
3.155,9.625,-0.002,0.3756,0.0088
3.16,9.631,-0.011,0.3746,0.0021
3.165,9.634,-0.012,0.3693,0.0105
3.17,9.634,-0.01,0.3662,0.0123
3.175,9.636,-0.004,0.3655,0.0104
3.18,9.638,-0.004,0.3643,0.0044
3.185,9.64,-0.009,0.3618,0.0036
3.19,9.639,-0.015,0.3605,0.0086
3.195,9.641,-0.015,0.3605,0.0152
3.2,9.641,-0.014,0.3588,0.0147
3.205,9.644,-0.015,0.3585,0.0142
3.21,9.645,-0.02,0.3556,0.0152
3.215,9.643,-0.018,0.355,0.0199
3.22,9.643,-0.019,0.357,0.018
3.225,9.642,-0.014,0.3569,0.0187
3.23,9.64,-0.008,0.3579,0.014
3.235,9.634,-0.006,0.3599,0.0084
3.24,9.632,-0.007,0.3655,0.0062
3.245,9.629,-0.012,0.3676,0.0071
3.25,9.628,-0.015,0.3706,0.0115
3.255,9.627,-0.012,0.3718,0.0152
3.26,9.626,-0.008,0.3733,0.0118
3.265,9.627,-0.007,0.3743,0.008
3.27,9.634,-0.006,0.3727,0.007
3.275,9.642,0.0,0.366,0.0061
3.28,9.648,0.001,0.3582,-0.0002
3.285,9.644,0.003,0.3524,-0.0013
3.29,9.646,0.001,0.3559,-0.003
3.295,9.644,0.001,0.3542,-0.0007
3.3,9.647,0.004,0.3562,-0.0015
3.305,9.648,0.005,0.3532,-0.0041
3.31,9.647,-0.001,0.3521,-0.0047
3.315,9.649,-0.005,0.3527,0.0012
3.32,9.649,-0.014,0.3509,0.0051
3.325,9.651,-0.02,0.351,0.0141
3.33,9.653,-0.025,0.349,0.0196
3.335,9.651,-0.032,0.3474,0.0254
3.34,9.652,-0.029,0.3495,0.0321
3.345,9.651,-0.031,0.3479,0.029
3.35,9.65,-0.033,0.3488,0.0309
3.355,9.652,-0.037,0.35,0.0334
3.36,9.652,-0.031,0.3476,0.0365
3.365,9.652,-0.026,0.348,0.0311
3.37,9.66,-0.024,0.3477,0.0258
3.375,9.662,-0.029,0.3396,0.0236
3.38,9.664,-0.028,0.3379,0.0289
3.385,9.666,-0.025,0.3355,0.0284
3.39,9.672,-0.021,0.3341,0.0246
3.395,9.674,-0.019,0.3278,0.0209
3.4,9.673,-0.025,0.3259,0.0194
3.405,9.676,-0.026,0.3271,0.0252
3.41,9.674,-0.024,0.3236,0.0261
3.415,9.67,-0.029,0.3256,0.0245
3.42,9.666,-0.026,0.3297,0.0289
3.425,9.664,-0.025,0.334,0.0263
3.43,9.661,-0.031,0.336,0.0246
3.435,9.659,-0.035,0.3387,0.0311
3.44,9.66,-0.033,0.3406,0.0346
3.445,9.66,-0.034,0.3404,0.0325
3.45,9.66,-0.025,0.3402,0.0343
3.455,9.664,-0.021,0.3398,0.0253
3.46,9.66,-0.019,0.3356,0.0211
3.465,9.665,-0.016,0.3395,0.0194
3.47,9.67,-0.012,0.3351,0.0156
3.475,9.672,-0.004,0.3301,0.0115
3.48,9.671,0.001,0.3278,0.0041
3.485,9.667,-0.002,0.3292,-0.0012
3.49,9.663,-0.003,0.3326,0.0023
3.495,9.661,-0.002,0.3369,0.0028
3.5,9.659,-0.004,0.339,0.002
3.505,9.655,-0.013,0.3406,0.0038
3.51,9.65,-0.013,0.3453,0.0129
3.515,9.642,-0.01,0.3495,0.0129
3.52,9.638,-0.006,0.358,0.0099
3.525,9.637,-0.004,0.3622,0.0063
3.53,9.64,-0.003,0.3633,0.0043
3.535,9.648,0.008,0.3595,0.0028
3.54,9.648,0.012,0.3518,-0.0084
3.545,9.65,0.021,0.3516,-0.0119
3.55,9.655,0.024,0.3495,-0.0207
3.555,9.66,0.026,0.3451,-0.0235
3.56,9.658,0.027,0.3401,-0.0265
3.565,9.656,0.027,0.3416,-0.0269
3.57,9.657,0.026,0.3436,-0.0269
3.575,9.657,0.022,0.343,-0.0262
3.58,9.653,0.012,0.343,-0.0218
3.585,9.655,0.007,0.3469,-0.0123
3.59,9.652,0.002,0.3451,-0.0072
3.595,9.65,0.002,0.3483,-0.002
3.6,9.649,0.003,0.3504,-0.002
3.605,9.646,-0.001,0.3513,-0.0028
3.61,9.648,-0.003,0.3542,0.0009
3.615,9.649,0.002,0.3519,0.0027
3.62,9.648,0.011,0.351,-0.0025
3.625,9.648,0.009,0.3519,-0.0114
3.63,9.65,0.008,0.3523,-0.0092
3.635,9.658,0.004,0.3496,-0.0075
3.64,9.659,0.002,0.3422,-0.0036
3.645,9.663,-0.003,0.3407,-0.0018
3.65,9.659,-0.001,0.3374,0.003
3.655,9.659,-0.005,0.3407,0.0013
3.66,9.658,-0.014,0.3413,0.005
3.665,9.66,-0.01,0.3418,0.0136
3.67,9.661,-0.013,0.3399,0.0098
3.675,9.663,-0.011,0.3387,0.0125
3.68,9.669,-0.008,0.3371,0.0111
3.685,9.671,-0.004,0.3308,0.0078
3.69,9.668,-0.012,0.3293,0.004
3.695,9.664,-0.006,0.3317,0.0117
3.7,9.663,-0.004,0.3357,0.0062
3.705,9.659,0.004,0.337,0.0038
3.71,9.656,0.013,0.3413,-0.0037
3.715,9.653,0.01,0.344,-0.0125
3.72,9.652,0.007,0.3471,-0.0097
3.725,9.648,-0.0,0.3477,-0.0071
3.73,9.646,-0.006,0.3525,0.0004
3.735,9.644,-0.014,0.3541,0.0057
3.74,9.645,-0.021,0.3556,0.0143
3.745,9.646,-0.027,0.3555,0.0209
3.75,9.653,-0.019,0.3541,0.0267
3.755,9.649,-0.015,0.3473,0.0187
3.76,9.649,-0.022,0.3511,0.0146
3.765,9.651,-0.023,0.3506,0.0224
3.77,9.659,-0.026,0.3491,0.0229
3.775,9.66,-0.031,0.3412,0.0261
3.78,9.659,-0.016,0.3396,0.0307
3.785,9.659,-0.013,0.3407,0.0163
3.79,9.658,-0.004,0.3407,0.0128
3.795,9.656,0.001,0.3418,0.004
3.8,9.655,-0.002,0.344,-0.001
3.805,9.652,0.002,0.3445,0.002
3.81,9.651,-0.005,0.3485,-0.0021
3.815,9.655,-0.004,0.3486,0.0048
3.82,9.655,-0.015,0.3449,0.0036
3.825,9.654,-0.017,0.3446,0.0146
3.83,9.654,-0.021,0.3456,0.0174
3.835,9.653,-0.029,0.3461,0.021
3.84,9.651,-0.029,0.3467,0.0286
3.845,9.651,-0.03,0.3494,0.0289
3.85,9.646,-0.028,0.3494,0.0304
3.855,9.648,-0.021,0.3542,0.0281
3.86,9.65,-0.008,0.3519,0.0211
3.865,9.65,0.0,0.3501,0.0084
3.87,9.649,0.01,0.3505,-0.0003
3.875,9.646,0.021,0.3511,-0.0104
3.88,9.64,0.027,0.3542,-0.0212
3.885,9.635,0.024,0.3596,-0.0271
3.89,9.636,0.025,0.3651,-0.0238
3.895,9.635,0.016,0.3645,-0.025
3.9,9.643,0.016,0.365,-0.0159
3.905,9.645,0.01,0.3575,-0.0161
3.91,9.648,0.007,0.3551,-0.0101
3.915,9.648,0.006,0.3522,-0.0075
3.92,9.644,0.001,0.3519,-0.0056
3.925,9.641,0.006,0.3559,-0.0007
3.93,9.635,0.009,0.3589,-0.0058
3.935,9.633,0.007,0.3647,-0.0088
3.94,9.633,0.013,0.3671,-0.0068
3.945,9.631,0.016,0.3674,-0.0133
3.95,9.636,0.021,0.3685,-0.0164
3.955,9.636,0.025,0.3645,-0.0211
3.96,9.639,0.019,0.3641,-0.0246
3.965,9.643,0.022,0.3614,-0.0191
3.97,9.645,0.023,0.3566,-0.0224
3.975,9.65,0.022,0.3546,-0.0228
3.98,9.655,0.014,0.3501,-0.0217
3.985,9.66,0.003,0.3447,-0.0138
3.99,9.661,-0.002,0.34,-0.0031
3.995,9.658,-0.003,0.3385,0.0019
4.0,9.656,0.006,0.3418,0.003
4.005,9.652,0.008,0.3443,-0.0064
4.01,9.646,0.011,0.3478,-0.0082
4.015,9.646,0.014,0.3539,-0.0111
4.02,9.642,0.017,0.3541,-0.0137
4.025,9.642,0.011,0.3582,-0.0173
4.03,9.644,0.005,0.3576,-0.0113
4.035,9.647,-0.002,0.3557,-0.0051
4.04,9.649,-0.002,0.353,0.0021
4.045,9.652,-0.003,0.3515,0.0023
4.05,9.656,-0.005,0.3478,0.0026
4.055,9.66,-0.006,0.3435,0.0052
4.06,9.664,-0.002,0.3396,0.0056
4.065,9.671,-0.002,0.3363,0.0019
4.07,9.669,-0.001,0.3285,0.0021
4.075,9.661,0.001,0.3314,0.001
4.08,9.658,0.004,0.3393,-0.0006
4.085,9.649,0.007,0.3425,-0.004
4.09,9.644,0.001,0.3512,-0.0072
4.095,9.64,0.001,0.3561,-0.0014
4.1,9.642,-0.007,0.36,-0.0009
4.105,9.639,-0.005,0.3585,0.0068
4.11,9.641,-0.002,0.3606,0.0053
4.115,9.647,-0.003,0.3591,0.0018
4.12,9.651,-0.003,0.3529,0.003
4.125,9.656,-0.003,0.3493,0.0026
4.13,9.654,0.002,0.3436,0.0029
4.135,9.655,0.003,0.3457,-0.0016
4.14,9.653,-0.004,0.3453,-0.0031
4.145,9.647,-0.003,0.3469,0.0038
4.15,9.647,-0.0,0.3526,0.0025
4.155,9.646,0.006,0.3532,0.0001
4.16,9.647,0.003,0.3545,-0.006
4.165,9.649,0.005,0.3529,-0.0034
4.17,9.652,0.005,0.3507,-0.0047
4.175,9.65,-0.005,0.3481,-0.0053
4.18,9.65,-0.009,0.3501,0.0045
4.185,9.645,-0.005,0.3503,0.0089
4.19,9.647,-0.006,0.3546,0.0054
4.195,9.642,-0.009,0.3535,0.0061
4.2,9.64,-0.004,0.3576,0.0088
4.205,9.642,-0.006,0.3598,0.0043
4.21,9.639,-0.004,0.3576,0.0064
4.215,9.639,-0.011,0.3614,0.0041
4.22,9.633,-0.006,0.3607,0.0107
4.225,9.634,0.004,0.3666,0.006
4.23,9.634,0.016,0.3659,-0.0044
4.235,9.637,0.02,0.3657,-0.0163
4.24,9.637,0.017,0.3631,-0.0201
4.245,9.635,0.015,0.3628,-0.0175
4.25,9.637,0.01,0.3649,-0.0148
4.255,9.634,0.012,0.3629,-0.0098
4.26,9.639,0.009,0.3664,-0.0118
4.265,9.64,0.005,0.3614,-0.0086
4.27,9.64,0.006,0.3603,-0.0046
4.275,9.647,0.012,0.3598,-0.0064
4.28,9.648,0.013,0.3534,-0.0118
4.285,9.64,0.016,0.3524,-0.0131
4.29,9.638,0.017,0.3597,-0.0155
4.295,9.639,0.013,0.3624,-0.0166
4.3,9.64,0.019,0.3612,-0.013
4.305,9.638,0.019,0.3601,-0.0195
4.31,9.639,0.02,0.3617,-0.0188
4.315,9.637,0.026,0.3608,-0.0202
4.32,9.638,0.019,0.3626,-0.0264
4.325,9.637,0.014,0.3623,-0.0187
4.33,9.643,0.013,0.3625,-0.0145
4.335,9.648,0.011,0.3574,-0.0126
4.34,9.647,0.015,0.3524,-0.0112
4.345,9.651,0.005,0.3534,-0.0148
4.35,9.655,0.001,0.3491,-0.005
4.355,9.659,0.008,0.3449,-0.001
4.36,9.665,-0.002,0.3406,-0.0083
4.365,9.665,-0.013,0.3348,0.0022
4.37,9.668,-0.007,0.3345,0.0135
4.375,9.672,-0.004,0.3318,0.0065
4.38,9.675,0.005,0.328,0.0041
4.385,9.673,0.009,0.3245,-0.0046
4.39,9.665,0.008,0.3273,-0.0089
4.395,9.664,0.006,0.3346,-0.0079
4.4,9.659,0.01,0.3356,-0.0058
4.405,9.662,0.004,0.3406,-0.0097
4.41,9.664,0.004,0.3381,-0.0045
4.415,9.669,-0.001,0.336,-0.0043
4.42,9.672,-0.013,0.3309,0.0011
4.425,9.674,-0.015,0.3281,0.0126
4.43,9.672,-0.011,0.3261,0.0148
4.435,9.67,-0.011,0.3275,0.011
4.44,9.668,-0.012,0.3304,0.0112
4.445,9.667,-0.015,0.3318,0.0118
4.45,9.659,-0.015,0.3331,0.0147
4.455,9.653,-0.009,0.3409,0.015
4.46,9.651,-0.01,0.3472,0.0095
4.465,9.648,-0.006,0.3486,0.0102
4.47,9.643,0.0,0.3518,0.0056
4.475,9.642,0.004,0.3572,-0.0003
4.48,9.644,0.006,0.3576,-0.0039
4.485,9.646,0.0,0.3563,-0.0064
4.49,9.648,0.002,0.3535,-0.0001
4.495,9.65,0.003,0.3515,-0.002
4.5,9.658,0.005,0.3501,-0.0032
4.505,9.631,-0.005,-9.6579,-0.0053
4.51,9.545,-0.011,-9.6309,0.0055
4.515,9.388,-0.014,-9.5452,0.0107
4.52,9.14,-0.018,-9.3876,0.0139
4.525,8.813,-0.033,-9.1403,0.018
4.53,8.414,-0.028,-8.8127,0.0325
4.535,7.96,-0.017,-8.4143,0.0278
4.54,7.472,-0.012,-7.9601,0.0173
4.545,6.973,-0.012,-7.4715,0.0125
4.55,6.474,-0.013,-6.9727,0.0121
4.555,6.021,0.005,-6.4739,0.0131
4.56,5.61,-0.011,-6.0206,-0.0047
4.565,5.254,-0.003,-5.6097,0.0105
4.57,4.937,-0.017,-5.2538,0.0028
4.575,4.682,-0.033,-4.9374,0.0168
4.58,4.465,-0.019,-4.6818,0.0329
4.585,4.321,-0.027,-4.4651,0.0186
4.59,4.215,-0.032,-4.3207,0.0271
4.595,4.138,-0.033,-4.2154,0.0323
4.6,4.078,-0.024,-4.1377,0.0334
4.605,4.009,-0.042,-4.0785,0.0236
4.61,3.951,-0.043,-4.0088,0.0423
4.615,3.86,-0.062,-3.9507,0.0433
4.62,3.782,-0.066,-3.8603,0.0617
4.625,3.69,-0.069,-3.7822,0.0661
4.63,3.573,-0.083,-3.6902,0.0686
4.635,3.447,-0.086,-3.5727,0.0826
4.64,3.288,-0.1,-3.4474,0.0864
4.645,3.143,-0.108,-3.2881,0.0999
4.65,3.0,-0.113,-3.1429,0.1075
4.655,2.853,-0.122,-3.0001,0.1128
4.66,2.715,-0.116,-2.8529,0.122
4.665,2.586,-0.112,-2.7145,0.1157
4.67,2.467,-0.107,-2.586,0.1115
4.675,2.361,-0.095,-2.4669,0.1075
4.68,2.269,-0.085,-2.3612,0.095
4.685,2.186,-0.08,-2.2686,0.0855
4.69,2.114,-0.069,-2.1858,0.0799
4.695,2.053,-0.065,-2.1143,0.0688
4.7,2.001,-0.06,-2.0532,0.0646
4.705,1.953,-0.06,-2.0009,0.0604
4.71,1.91,-0.055,-1.9529,0.0598
4.715,1.861,-0.053,-1.9096,0.0549
4.72,1.816,-0.054,-1.8614,0.0533
4.725,1.77,-0.058,-1.8161,0.0536
4.73,1.73,-0.056,-1.7699,0.0581
4.735,1.683,-0.048,-1.7303,0.0557
4.74,1.632,-0.046,-1.6829,0.0481
4.745,1.585,-0.04,-1.6317,0.0459
4.75,1.533,-0.028,-1.5845,0.0401
4.755,1.484,-0.026,-1.5334,0.0278
4.76,1.436,-0.029,-1.4842,0.0257
4.765,1.395,-0.03,-1.4363,0.029
4.77,1.348,-0.021,-1.3946,0.0304
4.775,1.309,-0.025,-1.3484,0.0212
4.78,1.272,-0.023,-1.3094,0.0247
4.785,1.238,-0.017,-1.272,0.0233
4.79,1.208,-0.005,-1.238,0.0171
4.795,1.179,0.006,-1.2081,0.0053
4.8,1.156,0.007,-1.1789,-0.0058
4.805,1.133,0.012,-1.1562,-0.0068
4.81,1.106,0.014,-1.1326,-0.0115
4.815,1.077,0.011,-1.106,-0.0135
4.82,1.051,0.017,-1.077,-0.0114
4.825,1.027,0.008,-1.0508,-0.0169
4.83,0.997,-0.004,-1.0265,-0.0076
4.835,0.969,-0.008,-0.9975,0.0037
4.84,0.942,-0.008,-0.9691,0.0079
4.845,0.918,-0.007,-0.9422,0.0082
4.85,0.901,-0.006,-0.9181,0.0069
4.855,0.885,-0.015,-0.9014,0.0063
4.86,0.875,-0.012,-0.8846,0.0149
4.865,0.86,-0.008,-0.8754,0.0122
4.87,0.849,-0.013,-0.8604,0.0076
4.875,0.835,-0.001,-0.8487,0.013
4.88,0.823,-0.005,-0.8354,0.0006
4.885,0.815,-0.007,-0.8233,0.0051
4.89,0.807,0.004,-0.8155,0.0071
4.895,0.794,0.007,-0.8065,-0.0044
4.9,0.785,0.014,-0.7941,-0.0067
4.905,0.773,0.011,-0.7848,-0.0138
4.91,0.761,0.009,-0.7727,-0.011
4.915,0.753,0.002,-0.7611,-0.0089
4.92,0.743,-0.006,-0.7533,-0.0019
4.925,0.729,-0.014,-0.7435,0.0057
4.93,0.71,-0.01,-0.7287,0.0141
4.935,0.693,-0.006,-0.7102,0.0104
4.94,0.677,-0.012,-0.6935,0.0057
4.945,0.663,-0.006,-0.6771,0.0115
4.95,0.646,-0.012,-0.6634,0.0061
4.955,0.638,-0.012,-0.6456,0.0124
4.96,0.631,-0.002,-0.6384,0.0117
4.965,0.628,0.008,-0.6307,0.0017
4.97,0.627,0.002,-0.628,-0.0078
4.975,0.625,0.001,-0.6266,-0.002
4.98,0.621,0.002,-0.6246,-0.001
4.985,0.625,-0.004,-0.6209,-0.0021
4.99,0.622,-0.007,-0.6245,0.004
4.995,0.622,-0.007,-0.622,0.0066
5.0,0.613,-0.006,-0.622,0.0066
5.005,0.607,-0.004,-0.6127,0.006
5.01,0.599,-0.009,-0.6066,0.004
5.015,0.591,-0.008,-0.5995,0.0093
5.02,0.579,-0.008,-0.591,0.0077
5.025,0.574,-0.009,-0.5792,0.0085
5.03,0.567,-0.006,-0.5736,0.0088
5.035,0.558,-0.005,-0.5667,0.0059
5.04,0.556,0.002,-0.5581,0.0046
5.045,0.551,-0.002,-0.5564,-0.0019
5.05,0.547,0.002,-0.5511,0.0015
5.055,0.548,0.008,-0.5473,-0.0018
5.06,0.541,0.003,-0.5482,-0.0082
5.065,0.535,0.003,-0.5412,-0.0028
5.07,0.53,0.001,-0.5349,-0.0029
5.075,0.526,-0.004,-0.5305,-0.0006
5.08,0.526,-0.01,-0.5263,0.0044
5.085,0.522,-0.01,-0.5261,0.0101
5.09,0.52,-0.01,-0.5219,0.0098
5.095,0.518,-0.009,-0.5201,0.0102
5.1,0.514,-0.01,-0.5179,0.0093
5.105,0.509,-0.007,-0.5142,0.01
5.11,0.508,-0.003,-0.5091,0.0072
5.115,0.508,-0.001,-0.5081,0.0028
5.12,0.504,-0.003,-0.5081,0.0008
5.125,0.498,-0.003,-0.5041,0.0034
5.13,0.493,-0.004,-0.4983,0.0032
5.135,0.488,-0.001,-0.4928,0.0037
5.14,0.486,0.001,-0.488,0.0012
5.145,0.48,0.005,-0.4856,-0.0014
5.15,0.473,-0.001,-0.4802,-0.0055
5.155,0.471,-0.008,-0.4732,0.0014
5.16,0.47,-0.009,-0.4712,0.0078
5.165,0.467,-0.007,-0.4704,0.0091
5.17,0.471,-0.005,-0.4675,0.0074
5.175,0.478,-0.001,-0.471,0.0046
5.18,0.482,0.006,-0.4775,0.0006
5.185,0.486,0.007,-0.4823,-0.0056
5.19,0.489,0.0,-0.4856,-0.0069
5.195,0.492,-0.002,-0.4889,-0.0004
5.2,0.49,-0.008,-0.492,0.002
5.205,0.489,-0.007,-0.4899,0.0076
5.21,0.483,-0.013,-0.489,0.0068
5.215,0.478,-0.005,-0.4826,0.0127
5.22,0.471,-0.002,-0.4776,0.0054
5.225,0.469,-0.006,-0.4706,0.0025
5.23,0.467,-0.018,-0.469,0.0055
5.235,0.467,-0.021,-0.4667,0.0183
5.24,0.466,-0.03,-0.4666,0.0214
5.245,0.462,-0.029,-0.4657,0.0296
5.25,0.46,-0.026,-0.4617,0.0285
5.255,0.461,-0.028,-0.4597,0.0258
5.26,0.46,-0.036,-0.461,0.028
5.265,0.458,-0.037,-0.4597,0.0355
5.27,0.454,-0.032,-0.458,0.0368
5.275,0.451,-0.042,-0.4541,0.0324
5.28,0.451,-0.046,-0.4514,0.0417
5.285,0.447,-0.046,-0.4511,0.0459
5.29,0.442,-0.032,-0.4473,0.0455
5.295,0.437,-0.03,-0.4419,0.0324
5.3,0.438,-0.028,-0.4374,0.0298
5.305,0.441,-0.024,-0.4383,0.028
5.31,0.441,-0.023,-0.4411,0.0245
5.315,0.441,-0.025,-0.4405,0.0229
5.32,0.439,-0.02,-0.4412,0.025
5.325,0.441,-0.024,-0.4393,0.0203
5.33,0.438,-0.016,-0.4409,0.0235
5.335,0.437,-0.012,-0.4376,0.0162
5.34,0.442,-0.011,-0.4371,0.0119
5.345,0.445,-0.009,-0.442,0.0114
5.35,0.444,-0.008,-0.4453,0.0089
5.355,0.453,0.001,-0.4444,0.0084
5.36,0.456,0.001,-0.4532,-0.001
5.365,0.455,-0.006,-0.4561,-0.0006
5.37,0.458,-0.006,-0.4549,0.0058
5.375,0.455,-0.01,-0.4579,0.0063
5.38,0.456,-0.01,-0.4552,0.0098
5.385,0.459,-0.006,-0.4558,0.0098
5.39,0.454,-0.015,-0.4588,0.0059
5.395,0.454,-0.021,-0.4544,0.0153
5.4,0.453,-0.02,-0.4539,0.0206
5.405,0.451,-0.015,-0.4529,0.0198
5.41,0.451,-0.016,-0.4512,0.015
5.415,0.448,-0.016,-0.451,0.0161
5.42,0.442,-0.022,-0.4476,0.0164
5.425,0.443,-0.017,-0.4415,0.022
5.43,0.444,-0.008,-0.4431,0.0169
5.435,0.441,-0.013,-0.4438,0.0083
5.44,0.443,-0.007,-0.4413,0.0129
5.445,0.446,-0.007,-0.443,0.0072
5.45,0.45,0.002,-0.4457,0.0069
5.455,0.454,0.001,-0.4495,-0.0017
5.46,0.458,-0.002,-0.4544,-0.0009
5.465,0.461,-0.007,-0.4579,0.0024
5.47,0.464,-0.009,-0.4614,0.0075
5.475,0.462,-0.01,-0.4641,0.009
5.48,0.46,-0.009,-0.4624,0.0099
5.485,0.461,-0.008,-0.4595,0.0091
5.49,0.458,-0.01,-0.4614,0.0084
5.495,0.454,-0.013,-0.4576,0.0103
5.5,0.448,-0.017,-0.454,0.013
5.505,0.441,-0.018,-0.4479,0.0166
5.51,0.441,-0.016,-0.441,0.0181
5.515,0.439,-0.016,-0.4406,0.0164
5.52,0.436,-0.011,-0.4389,0.0164
5.525,0.433,-0.005,-0.4363,0.0113
5.53,0.434,-0.001,-0.4333,0.0053
5.535,0.435,0.003,-0.4338,0.0006
5.54,0.438,0.006,-0.4349,-0.0035
5.545,0.439,0.011,-0.4377,-0.0056
5.55,0.441,0.013,-0.4387,-0.011
5.555,0.439,0.017,-0.4407,-0.0133
5.56,0.443,0.016,-0.4387,-0.0169
5.565,0.436,0.023,-0.4426,-0.0156
5.57,0.434,0.026,-0.4363,-0.0229
5.575,0.429,0.015,-0.4341,-0.0258
5.58,0.43,0.014,-0.429,-0.0147
5.585,0.427,0.007,-0.4299,-0.0138
5.59,0.427,0.007,-0.4266,-0.0074
5.595,0.426,0.004,-0.4266,-0.0071
5.6,0.421,0.008,-0.4257,-0.0038
5.605,0.425,0.005,-0.4213,-0.0084
5.61,0.425,0.0,-0.4253,-0.0055
5.615,0.427,-0.01,-0.4252,-0.0004
5.62,0.43,-0.015,-0.4274,0.0098
5.625,0.431,-0.019,-0.4303,0.0153
5.63,0.432,-0.016,-0.4311,0.0192
5.635,0.43,-0.024,-0.4319,0.0164
5.64,0.433,-0.012,-0.43,0.0235
5.645,0.427,-0.003,-0.4327,0.0116
5.65,0.427,0.006,-0.4273,0.0027
5.655,0.428,0.011,-0.4268,-0.0059
5.66,0.427,0.004,-0.4283,-0.0109
5.665,0.422,0.002,-0.4267,-0.0037
5.67,0.42,0.003,-0.4223,-0.0023
5.675,0.421,-0.005,-0.4203,-0.0029
5.68,0.421,-0.01,-0.4208,0.0046
5.685,0.418,-0.024,-0.4207,0.0102
5.69,0.415,-0.019,-0.4183,0.0238
5.695,0.417,-0.028,-0.4147,0.0195
5.7,0.417,-0.03,-0.4173,0.0284
5.705,0.421,-0.028,-0.4166,0.0303
5.71,0.423,-0.031,-0.4212,0.0278
5.715,0.427,-0.025,-0.4233,0.0307
5.72,0.43,-0.022,-0.4273,0.0251
5.725,0.427,-0.026,-0.4298,0.0219
5.73,0.424,-0.018,-0.4272,0.0263
5.735,0.423,-0.013,-0.4243,0.0177
5.74,0.42,-0.009,-0.4233,0.0133
5.745,0.422,-0.009,-0.4205,0.0089
5.75,0.42,-0.005,-0.4218,0.009
5.755,0.418,0.002,-0.4204,0.0048
5.76,0.41,-0.002,-0.4177,-0.0021
5.765,0.407,0.005,-0.4104,0.0016
5.77,0.404,-0.001,-0.407,-0.0049
5.775,0.408,-0.009,-0.4039,0.0014
5.78,0.412,-0.013,-0.4084,0.0085
5.785,0.415,-0.016,-0.4118,0.0132
5.79,0.422,-0.015,-0.4151,0.0164
5.795,0.421,-0.013,-0.4224,0.0155
5.8,0.422,-0.01,-0.4208,0.0127
5.805,0.425,-0.008,-0.4225,0.0097
5.81,0.427,-0.002,-0.4248,0.0081
5.815,0.424,0.013,-0.4267,0.0022
5.82,0.424,0.017,-0.4244,-0.0133
5.825,0.432,0.027,-0.4245,-0.0171
5.83,0.438,0.035,-0.432,-0.0272
5.835,0.44,0.034,-0.4381,-0.035
5.84,0.438,0.033,-0.4401,-0.0344
5.845,0.438,0.029,-0.4383,-0.0325
5.85,0.436,0.033,-0.4379,-0.029
5.855,0.435,0.031,-0.4363,-0.0331
5.86,0.436,0.027,-0.4351,-0.0308
5.865,0.435,0.025,-0.4359,-0.0274
5.87,0.433,0.019,-0.4349,-0.0254
5.875,0.432,0.008,-0.4326,-0.0186
5.88,0.429,-0.001,-0.4317,-0.0082
5.885,0.428,-0.007,-0.4291,0.0008
5.89,0.431,-0.007,-0.4285,0.0072
5.895,0.431,-0.012,-0.4311,0.0072
5.9,0.43,-0.007,-0.4312,0.0119
5.905,0.425,-0.0,-0.4301,0.007
5.91,0.423,-0.005,-0.4252,0.0003
5.915,0.423,-0.001,-0.4228,0.0047
5.92,0.424,0.004,-0.4234,0.0009
5.925,0.426,0.011,-0.424,-0.0035
5.93,0.425,0.012,-0.4263,-0.011
5.935,0.425,0.017,-0.4245,-0.0117
5.94,0.426,0.019,-0.4249,-0.0165
5.945,0.431,0.025,-0.4264,-0.0189
5.95,0.427,0.026,-0.4308,-0.0254
5.955,0.427,0.027,-0.4273,-0.0256
5.96,0.427,0.027,-0.4272,-0.0273
