orchestrator,global_run,scenario,scene_label,turn,latency_s,input_tokens,output_tokens,cost_usd,text
gpt4o_mini,9,alert_room,person_near,36,5.094,318052,10,0.047714,
gpt4o_mini,9,alert_room,person_near,37,4.198,326744,28,0.049028,
gpt4o_mini,9,alert_room,person_near,38,5.44,335469,14,0.050329,
gpt4o_mini,9,alert_room,person_near,39,5.631,344164,17,0.051635,
gpt4o_mini,9,alert_room,person_near,40,5.882,352914,10,0.052943,
gpt4o_mini,9,alert_room,person_near,41,5.325,361606,28,0.054258,
gpt4o_mini,9,alert_room,person_near,42,6.148,370331,14,0.055558,
gpt4o_mini,9,alert_room,person_near,43,6.347,379026,17,0.056864,
gpt4o_mini,9,alert_room,person_near,44,6.122,387776,10,0.058172,
gpt4o_mini,9,alert_room,person_near,45,4.815,396468,28,0.059487,
gpt4o_mini,9,alert_room,person_near,46,9.93,405193,14,0.060787,
gpt4o_mini,9,alert_room,person_near,47,6.246,413888,17,0.062093,
gpt4o_mini,9,alert_room,person_near,48,4.777,422638,10,0.063402,
gpt4o_mini,9,alert_room,person_near,49,8.396,431330,29,0.064717,
gpt4o_mini,9,alert_room,person_near,50,6.561,440056,14,0.066017,
gpt4o_mini,10,alert_room,person_near,1,4.387,12871,224,0.002065,
gpt4o_mini,10,alert_room,person_near,2,1.383,21760,17,0.003274,
gpt4o_mini,10,alert_room,person_near,3,1.445,30510,10,0.004582,
gpt4o_mini,10,alert_room,person_near,4,1.433,39187,14,0.005886,
gpt4o_mini,10,alert_room,person_near,5,2.765,47882,17,0.007193,
gpt4o_mini,10,alert_room,person_near,6,2.726,56632,10,0.008501,
gpt4o_mini,10,alert_room,person_near,7,2.664,65309,14,0.009805,
gpt4o_mini,10,alert_room,person_near,8,1.638,74004,17,0.011111,
gpt4o_mini,10,alert_room,person_near,9,2.836,82754,10,0.012419,
gpt4o_mini,10,alert_room,person_near,10,3.686,91431,14,0.013723,
gpt4o_mini,10,alert_room,person_near,11,3.382,100126,17,0.015029,
gpt4o_mini,10,alert_room,person_near,12,1.989,108876,10,0.016337,
gpt4o_mini,10,alert_room,person_near,13,2.046,117568,28,0.017652,
gpt4o_mini,10,alert_room,person_near,14,3.491,126293,14,0.018952,
gpt4o_mini,10,alert_room,person_near,15,4.028,134988,17,0.020258,
gpt4o_mini,10,alert_room,person_near,16,2.278,143738,10,0.021567,
gpt4o_mini,10,alert_room,person_near,17,4.301,152430,28,0.022881,
gpt4o_mini,10,alert_room,person_near,18,3.991,161155,14,0.024182,
gpt4o_mini,10,alert_room,person_near,19,3.891,169850,17,0.025488,
gpt4o_mini,10,alert_room,person_near,20,2.317,178600,10,0.026796,
gpt4o_mini,10,alert_room,person_near,21,5.937,187292,29,0.028111,
gpt4o_mini,10,alert_room,person_near,22,3.074,196018,14,0.029411,
gpt4o_mini,10,alert_room,person_near,23,4.095,204713,17,0.030717,
gpt4o_mini,10,alert_room,person_near,24,2.653,213463,10,0.032025,
gpt4o_mini,10,alert_room,person_near,25,4.471,222155,29,0.033341,
gpt4o_mini,10,alert_room,person_near,26,2.874,230881,14,0.034641,
gpt4o_mini,10,alert_room,person_near,27,4.506,239576,17,0.035947,
gpt4o_mini,10,alert_room,person_near,28,3.542,248326,10,0.037255,
gpt4o_mini,10,alert_room,person_near,29,4.197,257018,28,0.038569,
gpt4o_mini,10,alert_room,person_near,30,5.13,265743,14,0.03987,
gpt4o_mini,10,alert_room,person_near,31,7.782,274438,17,0.041176,
gpt4o_mini,10,alert_room,person_near,32,4.788,283188,10,0.042484,
gpt4o_mini,10,alert_room,person_near,33,6.247,291880,28,0.043799,
gpt4o_mini,10,alert_room,person_near,34,5.031,300605,14,0.045099,
gpt4o_mini,10,alert_room,person_near,35,5.017,309300,17,0.046405,
gpt4o_mini,10,alert_room,person_near,36,7.645,318050,10,0.047713,
gpt4o_mini,10,alert_room,person_near,37,3.788,326742,30,0.049029,
gpt4o_mini,10,alert_room,person_near,38,6.915,335469,14,0.050329,
gpt4o_mini,10,alert_room,person_near,39,5.683,344164,17,0.051635,
gpt4o_mini,10,alert_room,person_near,40,4.079,352914,10,0.052943,
gpt4o_mini,10,alert_room,person_near,41,5.529,361606,28,0.054258,
gpt4o_mini,10,alert_room,person_near,42,7.587,370331,14,0.055558,
gpt4o_mini,10,alert_room,person_near,43,4.203,379026,17,0.056864,
gpt4o_mini,10,alert_room,person_near,44,4.143,387776,10,0.058172,
gpt4o_mini,10,alert_room,person_near,45,7.579,396468,28,0.059487,
gpt4o_mini,10,alert_room,person_near,46,7.069,405193,14,0.060787,
gpt4o_mini,10,alert_room,person_near,47,7.477,413888,17,0.062093,
gpt4o_mini,10,alert_room,person_near,48,6.513,422638,10,0.063402,
gpt4o_mini,10,alert_room,person_near,49,6.661,431330,29,0.064717,
gpt4o_mini,10,alert_room,person_near,50,5.734,440056,14,0.066017,
